"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"MUTYH"	58	-1.94	0.0526	0.373	"GSE37745"
"NDUFS4"	72	-1.94	0.0526	0.373	"GSE37745"
"ITGB3BP"	48	-1.94	0.0525	0.373	"GSE37745"
"NANOG"	33	-1.94	0.052	0.373	"GSE37745"
"MLX"	68	-1.94	0.0519	0.373	"GSE37745"
"CLTC"	33	-1.95	0.0517	0.373	"GSE37745"
"FHIT"	32	-1.95	0.0516	0.373	"GSE37745"
"UTP11"	62	-1.95	0.0508	0.371	"GSE37745"
"POLR2K"	115	-1.95	0.0507	0.371	"GSE37745"
"MIER3"	83	-1.96	0.0497	0.367	"GSE37745"
"ITGB1BP1"	31	-1.97	0.0491	0.364	"GSE37745"
"HMGCR"	83	-1.97	0.049	0.364	"GSE37745"
"RAB2A"	44	-1.97	0.0489	0.363	"GSE37745"
"THAP1"	72	-1.97	0.0488	0.363	"GSE37745"
"ZNF10"	41	-1.97	0.0488	0.363	"GSE37745"
"DNAJA3"	41	-1.98	0.0482	0.362	"GSE37745"
"PPP2R5E"	62	-1.98	0.0482	0.362	"GSE37745"
"PRMT5"	124	-1.98	0.0474	0.359	"GSE37745"
"ARL3"	57	-1.98	0.0474	0.359	"GSE37745"
"KDM3A"	34	-1.99	0.047	0.357	"GSE37745"
"ZNF670"	72	-1.99	0.0465	0.355	"GSE37745"
"ZNF227"	64	-1.99	0.0463	0.355	"GSE37745"
"PCBD2"	113	-1.99	0.0463	0.355	"GSE37745"
"UBR5"	95	-1.99	0.0462	0.355	"GSE37745"
"SDHB"	66	-1.99	0.0462	0.355	"GSE37745"
"NPAS4"	32	-2	0.046	0.355	"GSE37745"
"NEDD8"	84	-2	0.0456	0.354	"GSE37745"
"TBC1D12"	51	-2	0.0453	0.353	"GSE37745"
"NFYA"	36	-2	0.045	0.353	"GSE37745"
"EMSY"	111	-2.01	0.0447	0.352	"GSE37745"
"CHD7"	111	-2.01	0.0447	0.352	"GSE37745"
"ZNF112"	50	-2.01	0.0443	0.351	"GSE37745"
"OVOL2"	64	-2.01	0.0442	0.351	"GSE37745"
"PRDX3"	101	-2.01	0.0441	0.35	"GSE37745"
"PLRG1"	33	-2.02	0.0439	0.349	"GSE37745"
"LIMD1"	87	-2.02	0.0437	0.348	"GSE37745"
"ZSCAN16"	77	-2.02	0.0436	0.348	"GSE37745"
"RAD1"	39	-2.02	0.0433	0.348	"GSE37745"
"RAD21"	94	-2.02	0.0433	0.348	"GSE37745"
"FZD6"	75	-2.02	0.0431	0.347	"GSE37745"
"WSB2"	80	-2.02	0.043	0.347	"GSE37745"
"NR6A1"	27	-2.03	0.0422	0.343	"GSE37745"
"ASB4"	30	-2.04	0.0418	0.342	"GSE37745"
"CTCF"	42	-2.04	0.0415	0.339	"GSE37745"
"SHOC2"	48	-2.04	0.0414	0.339	"GSE37745"
"ZBTB6"	57	-2.04	0.0413	0.339	"GSE37745"
"COPS3"	103	-2.05	0.0407	0.336	"GSE37745"
"ZBTB33"	66	-2.05	0.0399	0.333	"GSE37745"
"ZNF92"	78	-2.06	0.0396	0.333	"GSE37745"
"CHD6"	73	-2.06	0.0393	0.331	"GSE37745"
"ZSCAN12"	78	-2.06	0.0391	0.331	"GSE37745"
"RPS6"	88	-2.06	0.039	0.331	"GSE37745"
"E2F5"	132	-2.07	0.0384	0.329	"GSE37745"
"SIN3A"	44	-2.07	0.0384	0.329	"GSE37745"
"ZNF614"	44	-2.07	0.038	0.328	"GSE37745"
"CXXC4"	86	-2.07	0.038	0.328	"GSE37745"
"RCOR2"	62	-2.09	0.0369	0.324	"GSE37745"
"CHRM3"	39	-2.09	0.0369	0.324	"GSE37745"
"GNGT1"	26	-2.09	0.0368	0.324	"GSE37745"
"MNAT1"	91	-2.09	0.0368	0.324	"GSE37745"
"ZNF684"	51	-2.11	0.0351	0.314	"GSE37745"
"GLRX2"	63	-2.11	0.0348	0.312	"GSE37745"
"RPL7L1"	54	-2.11	0.0347	0.311	"GSE37745"
"GKAP1"	96	-2.12	0.0342	0.309	"GSE37745"
"MED7"	100	-2.12	0.0338	0.308	"GSE37745"
"AIMP1"	64	-2.14	0.0325	0.302	"GSE37745"
"NIF3L1"	84	-2.14	0.0324	0.301	"GSE37745"
"CREB3L4"	51	-2.15	0.0312	0.293	"GSE37745"
"PHF6"	64	-2.16	0.0308	0.291	"GSE37745"
"HIF1AN"	46	-2.16	0.0307	0.291	"GSE37745"
"TSPAN12"	45	-2.16	0.0307	0.291	"GSE37745"
"MOAP1"	64	-2.17	0.0303	0.29	"GSE37745"
"POLR3K"	65	-2.18	0.0295	0.288	"GSE37745"
"ZNF709"	47	-2.18	0.0295	0.288	"GSE37745"
"TAAR1"	27	-2.18	0.0294	0.288	"GSE37745"
"BCL11A"	32	-2.18	0.0291	0.288	"GSE37745"
"ONECUT2"	26	-2.19	0.0288	0.288	"GSE37745"
"SIVA1"	48	-2.19	0.0287	0.288	"GSE37745"
"ZIK1"	56	-2.19	0.0286	0.288	"GSE37745"
"RASEF"	62	-2.2	0.0278	0.284	"GSE37745"
"FRAT2"	78	-2.2	0.0276	0.284	"GSE37745"
"RAB14"	84	-2.22	0.0267	0.281	"GSE37745"
"SAP30"	53	-2.22	0.0266	0.281	"GSE37745"
"CNOT6"	51	-2.22	0.0265	0.281	"GSE37745"
"FMN2"	32	-2.22	0.0263	0.281	"GSE37745"
"FANCL"	45	-2.23	0.026	0.28	"GSE37745"
"KRIT1"	73	-2.23	0.0256	0.28	"GSE37745"
"BTRC"	38	-2.24	0.0253	0.278	"GSE37745"
"BMPR1A"	39	-2.25	0.0245	0.275	"GSE37745"
"ELF2"	81	-2.26	0.0241	0.272	"GSE37745"
"ZC3HAV1L"	57	-2.26	0.0241	0.272	"GSE37745"
"MYB"	33	-2.26	0.0239	0.272	"GSE37745"
"DFFB"	40	-2.26	0.0239	0.272	"GSE37745"
"RPS6KA3"	64	-2.26	0.0236	0.272	"GSE37745"
"MEIS2"	52	-2.27	0.0235	0.272	"GSE37745"
"ZXDB"	68	-2.28	0.0227	0.27	"GSE37745"
"HDAC4"	46	-2.28	0.0225	0.27	"GSE37745"
"ZNF485"	78	-2.29	0.0219	0.264	"GSE37745"
"EPC2"	49	-2.3	0.0214	0.261	"GSE37745"
"LCOR"	78	-2.31	0.021	0.261	"GSE37745"
"CSRNP3"	39	-2.32	0.0205	0.258	"GSE37745"
"PRMT6"	55	-2.32	0.0201	0.258	"GSE37745"
"ZNF667"	92	-2.33	0.02	0.257	"GSE37745"
"CA8"	47	-2.33	0.0197	0.255	"GSE37745"
"ZIC3"	36	-2.33	0.0197	0.255	"GSE37745"
"ARFGEF1"	68	-2.33	0.0196	0.254	"GSE37745"
"MAPK8"	110	-2.34	0.0191	0.249	"GSE37745"
"DERL1"	36	-2.35	0.0186	0.249	"GSE37745"
"SLIRP"	117	-2.35	0.0185	0.249	"GSE37745"
"ZCCHC10"	96	-2.36	0.0185	0.249	"GSE37745"
"ING5"	53	-2.36	0.0182	0.248	"GSE37745"
"RBM15B"	30	-2.37	0.018	0.246	"GSE37745"
"ZNF250"	37	-2.37	0.0179	0.246	"GSE37745"
"ZNF706"	80	-2.38	0.0175	0.242	"GSE37745"
"ZNF569"	42	-2.39	0.0168	0.237	"GSE37745"
"GTF2A1"	63	-2.39	0.0167	0.237	"GSE37745"
"MTERF2"	47	-2.41	0.0158	0.233	"GSE37745"
"ZNF84"	62	-2.43	0.0153	0.23	"GSE37745"
"ZNF530"	27	-2.44	0.0147	0.227	"GSE37745"
"ZNF468"	44	-2.44	0.0146	0.227	"GSE37745"
"ZZZ3"	73	-2.45	0.0143	0.226	"GSE37745"
"CSNK1G3"	80	-2.47	0.0135	0.222	"GSE37745"
"ZC3H14"	100	-2.48	0.013	0.216	"GSE37745"
"SIRT1"	39	-2.5	0.0125	0.212	"GSE37745"
"RRN3"	90	-2.51	0.0121	0.212	"GSE37745"
"TRAF6"	42	-2.53	0.0113	0.204	"GSE37745"
"IPO7"	52	-2.58	0.0099	0.189	"GSE37745"
"ZNHIT3"	98	-2.58	0.00976	0.189	"GSE37745"
"ZNF33B"	47	-2.62	0.00881	0.188	"GSE37745"
"FANCF"	34	-2.62	0.0088	0.188	"GSE37745"
"ASF1A"	75	-2.62	0.00872	0.188	"GSE37745"
"IGBP1"	52	-2.63	0.00859	0.188	"GSE37745"
"SNW1"	93	-2.65	0.00814	0.188	"GSE37745"
"ZNF320"	50	-2.67	0.00758	0.18	"GSE37745"
"BTF3"	70	-2.69	0.00724	0.18	"GSE37745"
"ARHGAP12"	43	-2.69	0.00722	0.18	"GSE37745"
"IMPA1"	62	-2.7	0.00703	0.179	"GSE37745"
"SIX3"	26	-2.7	0.00693	0.178	"GSE37745"
"ZFAND1"	75	-2.71	0.00665	0.175	"GSE37745"
"PA2G4"	58	-2.73	0.00635	0.175	"GSE37745"
"FRAT1"	33	-2.73	0.00633	0.175	"GSE37745"
"RPL6"	103	-2.78	0.00545	0.174	"GSE37745"
"ZNRD1"	26	-2.8	0.00509	0.173	"GSE37745"
"ICK"	44	-2.83	0.0047	0.172	"GSE37745"
"ZNF239"	76	-2.84	0.00449	0.172	"GSE37745"
"ELL3"	34	-2.85	0.00435	0.17	"GSE37745"
"PSMC5"	84	-2.87	0.00404	0.17	"GSE37745"
"HMGN1"	40	-2.92	0.00352	0.166	"GSE37745"
"RPS6KA6"	36	-2.93	0.00337	0.164	"GSE37745"
"TAS2R5"	29	-2.99	0.00282	0.164	"GSE37745"
"RPL22"	85	-3.01	0.00263	0.164	"GSE37745"
"ZNF681"	37	-3.06	0.00218	0.164	"GSE37745"
"RPS3"	72	-3.18	0.00149	0.164	"GSE37745"
"MSC"	105	3.46	0.000547	0.0966	"GSE50081"
"ARHGEF25"	64	3.44	0.000578	0.0966	"GSE50081"
"GPR176"	67	3.4	0.00067	0.0966	"GSE50081"
"LGALS1"	133	3.38	0.000732	0.0966	"GSE50081"
"CAVIN1"	79	3.38	0.000732	0.0966	"GSE50081"
"MYH9"	71	3.36	0.000785	0.0966	"GSE50081"
"ECM1"	41	3.34	0.000825	0.0966	"GSE50081"
"ROR2"	77	3.34	0.000848	0.0966	"GSE50081"
"CACNA1A"	41	3.33	0.000868	0.0966	"GSE50081"
"TGFB3"	63	3.32	0.000916	0.0966	"GSE50081"
"IGFBP6"	35	3.31	0.000918	0.0966	"GSE50081"
"ZNF469"	88	3.31	0.000918	0.0966	"GSE50081"
"ZBTB47"	84	3.31	0.000937	0.0966	"GSE50081"
"SYDE1"	86	3.31	0.000939	0.0966	"GSE50081"
"MRGPRF"	101	3.29	0.000985	0.0966	"GSE50081"
"ARHGAP22"	25	3.28	0.00105	0.0966	"GSE50081"
"FOXL1"	30	3.28	0.00105	0.0966	"GSE50081"
"LRP1"	138	3.28	0.00106	0.0966	"GSE50081"
"MMP14"	156	3.27	0.00108	0.0966	"GSE50081"
"FLNA"	63	3.27	0.00109	0.0966	"GSE50081"
"MEIS3"	75	3.27	0.00109	0.0966	"GSE50081"
"PRRX2"	57	3.26	0.00111	0.0966	"GSE50081"
"CNTNAP1"	53	3.26	0.00112	0.0966	"GSE50081"
"ITGA5"	104	3.25	0.00115	0.0966	"GSE50081"
"EBF4"	32	3.25	0.00115	0.0966	"GSE50081"
"TGFB1I1"	116	3.25	0.00117	0.0966	"GSE50081"
"ADGRA2"	135	3.24	0.00121	0.0966	"GSE50081"
"CDC42EP5"	41	3.23	0.00122	0.0966	"GSE50081"
"PDGFRB"	155	3.23	0.00122	0.0966	"GSE50081"
"TGFB1"	39	3.23	0.00125	0.0966	"GSE50081"
"HLX"	84	3.22	0.00129	0.0966	"GSE50081"
"ZNF423"	114	3.21	0.00132	0.0966	"GSE50081"
"FZD2"	41	3.21	0.00135	0.0966	"GSE50081"
"FHL2"	83	3.2	0.00137	0.0966	"GSE50081"
"GPR68"	65	3.2	0.00139	0.0966	"GSE50081"
"SORBS3"	68	3.19	0.0014	0.0966	"GSE50081"
"AXL"	79	3.19	0.00142	0.0966	"GSE50081"
"HOXB5"	46	3.19	0.00142	0.0966	"GSE50081"
"TSHZ3"	104	3.19	0.00142	0.0966	"GSE50081"
"PDGFB"	58	3.19	0.00143	0.0966	"GSE50081"
"CCL2"	61	3.19	0.00144	0.0966	"GSE50081"
"LZTS1"	61	3.19	0.00145	0.0966	"GSE50081"
"THY1"	149	3.18	0.00145	0.0966	"GSE50081"
"ZYX"	61	3.18	0.00146	0.0966	"GSE50081"
"PLAT"	47	3.18	0.00148	0.0966	"GSE50081"
"UNC5B"	78	3.18	0.00149	0.0966	"GSE50081"
"TWIST2"	52	3.18	0.00149	0.0966	"GSE50081"
"MCHR1"	45	3.17	0.00154	0.0966	"GSE50081"
"RASA3"	62	3.16	0.0016	0.0966	"GSE50081"
"ZNF70"	72	3.15	0.00165	0.0966	"GSE50081"
"HOXB2"	40	3.14	0.00168	0.0966	"GSE50081"
"GLI3"	64	3.14	0.00172	0.0966	"GSE50081"
"CYP26B1"	25	3.13	0.00173	0.0966	"GSE50081"
"GNA12"	77	3.13	0.00174	0.0966	"GSE50081"
"GLIS1"	47	3.13	0.00175	0.0966	"GSE50081"
"GDNF"	32	3.13	0.00176	0.0966	"GSE50081"
"NKD2"	42	3.12	0.00181	0.0966	"GSE50081"
"HOXB6"	33	3.12	0.00182	0.0966	"GSE50081"
"CRYAB"	74	3.11	0.00185	0.0966	"GSE50081"
"MRAS"	66	3.11	0.00186	0.0966	"GSE50081"
"GPR88"	39	3.11	0.00186	0.0966	"GSE50081"
"ZMIZ1"	50	3.11	0.0019	0.0966	"GSE50081"
"SPSB1"	47	3.1	0.00194	0.0966	"GSE50081"
"CERS5"	30	3.1	0.00195	0.0966	"GSE50081"
"DPYSL3"	60	3.09	0.002	0.0966	"GSE50081"
"PIM1"	30	3.09	0.002	0.0966	"GSE50081"
"MN1"	99	3.09	0.00201	0.0966	"GSE50081"
"MAPK11"	37	3.09	0.00202	0.0966	"GSE50081"
"GLI2"	55	3.09	0.00202	0.0966	"GSE50081"
"CSPG4"	39	3.09	0.00203	0.0966	"GSE50081"
"HIC1"	77	3.08	0.00204	0.0966	"GSE50081"
"TBXA2R"	88	3.08	0.00206	0.0966	"GSE50081"
"CCDC85B"	64	3.08	0.00208	0.0966	"GSE50081"
"DLG4"	32	3.08	0.00209	0.0966	"GSE50081"
"GLIS2"	55	3.07	0.00211	0.0966	"GSE50081"
"NFATC1"	27	3.07	0.00211	0.0966	"GSE50081"
"NTF3"	61	3.07	0.00213	0.0966	"GSE50081"
"COL1A1"	130	3.06	0.00221	0.0966	"GSE50081"
"FOXS1"	35	3.06	0.00221	0.0966	"GSE50081"
"GAS1"	104	3.05	0.00232	0.0966	"GSE50081"
"SNAI2"	170	3.05	0.00233	0.0966	"GSE50081"
"DOK5"	76	3.04	0.00236	0.0966	"GSE50081"
"NDST1"	41	3.04	0.00239	0.0966	"GSE50081"
"LMCD1"	113	3.04	0.0024	0.0966	"GSE50081"
"LEF1"	79	3.03	0.00242	0.0966	"GSE50081"
"FOXC2"	35	3.03	0.00248	0.0966	"GSE50081"
"HEY2"	28	3.03	0.00249	0.0966	"GSE50081"
"DACT1"	98	3.02	0.00251	0.0966	"GSE50081"
"PDPN"	62	3.02	0.00253	0.0966	"GSE50081"
"NPR2"	69	3.02	0.00257	0.0966	"GSE50081"
"RRAS"	70	3.01	0.00259	0.0966	"GSE50081"
"HOXA7"	78	3.01	0.00262	0.0966	"GSE50081"
"CD209"	41	3.01	0.00264	0.0966	"GSE50081"
"RHOG"	105	3.01	0.00265	0.0966	"GSE50081"
"LPAR5"	67	3	0.00267	0.0966	"GSE50081"
"ID3"	35	3	0.00268	0.0966	"GSE50081"
"PTGER3"	71	3	0.00269	0.0966	"GSE50081"
"AEBP1"	106	2.99	0.00279	0.0966	"GSE50081"
"CYTL1"	51	2.99	0.0028	0.0966	"GSE50081"
"TRIB2"	28	2.99	0.00281	0.0966	"GSE50081"
"PTGIS"	92	2.99	0.00282	0.0966	"GSE50081"
"NOTCH3"	64	2.99	0.00283	0.0966	"GSE50081"
"WNT2"	40	2.98	0.00285	0.0966	"GSE50081"
"SLC22A17"	80	2.98	0.00288	0.0966	"GSE50081"
"CSDC2"	64	2.98	0.00291	0.0966	"GSE50081"
"SPTBN1"	54	2.97	0.00294	0.0966	"GSE50081"
"TENM4"	97	2.97	0.00294	0.0966	"GSE50081"
"PTGIR"	91	2.97	0.003	0.0966	"GSE50081"
"LOXL2"	91	2.96	0.00306	0.0966	"GSE50081"
"GPR4"	64	2.96	0.00306	0.0966	"GSE50081"
"PLXNA4"	25	2.96	0.0031	0.0966	"GSE50081"
"GAS7"	99	2.96	0.0031	0.0966	"GSE50081"
"FZD7"	50	2.95	0.00315	0.0966	"GSE50081"
"MYO9B"	59	2.95	0.00319	0.0966	"GSE50081"
"SKI"	40	2.95	0.00319	0.0966	"GSE50081"
"ELF4"	74	2.95	0.00322	0.0966	"GSE50081"
"THBS1"	88	2.95	0.00323	0.0966	"GSE50081"
"MAF"	64	2.94	0.00324	0.0966	"GSE50081"
"HOXA4"	50	2.94	0.00328	0.0966	"GSE50081"
"ZC4H2"	29	2.94	0.0033	0.0966	"GSE50081"
"MDFI"	62	2.94	0.0033	0.0966	"GSE50081"
"NCS1"	122	2.94	0.00331	0.0966	"GSE50081"
"BCAR3"	80	2.93	0.00339	0.0966	"GSE50081"
"RELB"	42	2.93	0.00339	0.0966	"GSE50081"
"PLXNA1"	59	2.92	0.00345	0.0966	"GSE50081"
"SPHK1"	136	2.92	0.00354	0.0966	"GSE50081"
"ILK"	94	2.91	0.00361	0.0966	"GSE50081"
"FGD5"	90	2.9	0.00369	0.0966	"GSE50081"
"GNAI2"	61	2.9	0.00369	0.0966	"GSE50081"
"STMN3"	49	2.9	0.00376	0.0966	"GSE50081"
"ABL1"	43	2.9	0.00376	0.0966	"GSE50081"
"S1PR3"	62	2.88	0.00398	0.0988	"GSE50081"
"TNFRSF4"	45	2.88	0.00399	0.0988	"GSE50081"
"CDKN1A"	37	2.88	0.00404	0.0993	"GSE50081"
"ITGA11"	84	2.87	0.00408	0.0993	"GSE50081"
"SCG5"	34	2.87	0.00409	0.0993	"GSE50081"
"ZNF385D"	30	2.86	0.00418	0.0997	"GSE50081"
"APLNR"	41	2.86	0.00426	0.101	"GSE50081"
"NCK2"	25	2.85	0.00435	0.101	"GSE50081"
"SH3GL1"	120	2.85	0.00437	0.101	"GSE50081"
"ARID5A"	49	2.84	0.00448	0.101	"GSE50081"
"TNFRSF1A"	59	2.84	0.00448	0.101	"GSE50081"
"LRRN2"	30	2.84	0.00451	0.101	"GSE50081"
"ZNF853"	46	2.84	0.00456	0.101	"GSE50081"
"NDN"	127	2.83	0.00463	0.101	"GSE50081"
"PKIG"	53	2.82	0.00473	0.101	"GSE50081"
"SHISA5"	43	2.82	0.00475	0.101	"GSE50081"
"PML"	31	2.82	0.00488	0.102	"GSE50081"
"VOPP1"	51	2.81	0.00493	0.102	"GSE50081"
"CTGF"	55	2.81	0.00497	0.102	"GSE50081"
"HOXC4"	37	2.81	0.00497	0.102	"GSE50081"
"ARHGAP23"	105	2.8	0.0051	0.103	"GSE50081"
"TWIST1"	82	2.79	0.0052	0.103	"GSE50081"
"CSK"	60	2.79	0.00529	0.103	"GSE50081"
"CD14"	45	2.79	0.0053	0.103	"GSE50081"
"CYP26A1"	46	2.79	0.00533	0.103	"GSE50081"
"ACVRL1"	73	2.79	0.00533	0.103	"GSE50081"
"ADCY2"	44	2.79	0.00535	0.103	"GSE50081"
"SNAI1"	32	2.78	0.00536	0.103	"GSE50081"
"HGF"	64	2.78	0.00543	0.103	"GSE50081"
"MSX1"	57	2.78	0.00546	0.103	"GSE50081"
"MAFB"	48	2.78	0.00547	0.103	"GSE50081"
"RGS4"	50	2.78	0.00549	0.103	"GSE50081"
"ASGR2"	39	2.78	0.00551	0.103	"GSE50081"
"SMPD1"	65	2.77	0.00553	0.103	"GSE50081"
"GAP43"	39	2.77	0.00565	0.103	"GSE50081"
"PKD2L1"	51	2.77	0.00566	0.103	"GSE50081"
"CHST11"	81	2.77	0.00567	0.103	"GSE50081"
"NKX3-2"	54	2.77	0.00567	0.103	"GSE50081"
"EFNB3"	27	2.76	0.0057	0.103	"GSE50081"
"ZNF365"	73	2.76	0.00576	0.103	"GSE50081"
"ZFP92"	31	2.76	0.00584	0.103	"GSE50081"
"FOSL2"	42	2.76	0.00586	0.103	"GSE50081"
"MSX2"	35	2.75	0.00589	0.103	"GSE50081"
"TNFRSF8"	31	2.75	0.00593	0.103	"GSE50081"
"STARD8"	66	2.75	0.00594	0.103	"GSE50081"
"RAB32"	68	2.74	0.00605	0.103	"GSE50081"
"FPR1"	38	2.74	0.00611	0.103	"GSE50081"
"WASF2"	33	2.73	0.00625	0.103	"GSE50081"
"FGF1"	29	2.73	0.00627	0.103	"GSE50081"
"GPR84"	43	2.73	0.00629	0.103	"GSE50081"
"BATF3"	45	2.73	0.00629	0.103	"GSE50081"
"GPRC5B"	29	2.73	0.00633	0.103	"GSE50081"
"TBC1D2B"	70	2.73	0.00634	0.103	"GSE50081"
"CSF1"	27	2.73	0.00635	0.103	"GSE50081"
"HOXB7"	38	2.73	0.00636	0.103	"GSE50081"
"SPOCK1"	105	2.73	0.0064	0.103	"GSE50081"
"PPP2R5B"	45	2.73	0.0064	0.103	"GSE50081"
"ZDHHC8"	33	2.72	0.00651	0.103	"GSE50081"
"PMEPA1"	65	2.72	0.00652	0.103	"GSE50081"
"BCL6B"	30	2.72	0.00661	0.103	"GSE50081"
"HOMER3"	71	2.72	0.00661	0.103	"GSE50081"
"LILRA3"	30	2.71	0.00664	0.103	"GSE50081"
"CDH2"	48	2.71	0.0067	0.103	"GSE50081"
"CDH13"	56	2.71	0.00678	0.103	"GSE50081"
"CARD19"	58	2.71	0.0068	0.103	"GSE50081"
"LBH"	91	2.71	0.00683	0.103	"GSE50081"
"OR51E1"	45	2.7	0.00683	0.103	"GSE50081"
"ZCCHC24"	145	2.7	0.00691	0.103	"GSE50081"
"ZNF385A"	58	2.7	0.00695	0.103	"GSE50081"
"FZD1"	72	2.7	0.007	0.103	"GSE50081"
"GABRD"	43	2.69	0.00707	0.103	"GSE50081"
"FOXF2"	81	2.69	0.00716	0.103	"GSE50081"
"WT1"	62	2.69	0.00721	0.103	"GSE50081"
"GPR161"	83	2.68	0.00727	0.103	"GSE50081"
"GREM1"	97	2.68	0.00735	0.103	"GSE50081"
"FOXK1"	33	2.68	0.00739	0.103	"GSE50081"
"RPS6KA4"	75	2.67	0.0075	0.103	"GSE50081"
"HEYL"	51	2.67	0.00751	0.103	"GSE50081"
"TBC1D1"	35	2.67	0.00758	0.103	"GSE50081"
"SOCS3"	43	2.67	0.00759	0.103	"GSE50081"
"PLCD3"	27	2.67	0.0076	0.103	"GSE50081"
"CCND2"	31	2.67	0.00766	0.103	"GSE50081"
"LMO2"	58	2.66	0.00771	0.103	"GSE50081"
"EPHB2"	43	2.66	0.00774	0.103	"GSE50081"
"BASP1"	28	2.66	0.00776	0.103	"GSE50081"
"TPM4"	78	2.65	0.00795	0.103	"GSE50081"
"RGS19"	31	2.65	0.00797	0.103	"GSE50081"
"AFAP1L2"	37	2.65	0.00798	0.103	"GSE50081"
"SIGLEC9"	69	2.65	0.00804	0.103	"GSE50081"
"ITGB5"	82	2.65	0.00809	0.104	"GSE50081"
"ARAP3"	39	2.65	0.00812	0.104	"GSE50081"
"SMO"	86	2.64	0.00823	0.104	"GSE50081"
"CCM2"	55	2.64	0.00829	0.105	"GSE50081"
"CEBPB"	52	2.64	0.00831	0.105	"GSE50081"
"ADA"	81	2.63	0.00842	0.105	"GSE50081"
"PTAFR"	73	2.63	0.00843	0.105	"GSE50081"
"CHN1"	90	2.63	0.00845	0.105	"GSE50081"
"OSM"	26	2.63	0.00855	0.105	"GSE50081"
"CSF1R"	98	2.63	0.00857	0.105	"GSE50081"
"HOXB4"	28	2.63	0.00864	0.106	"GSE50081"
"MAP3K12"	43	2.62	0.00879	0.106	"GSE50081"
"LILRA1"	29	2.61	0.00906	0.107	"GSE50081"
"RUNX2"	71	2.6	0.0092	0.107	"GSE50081"
"RAPGEF1"	26	2.6	0.00929	0.107	"GSE50081"
"UNC5C"	114	2.6	0.00946	0.108	"GSE50081"
"RGS3"	98	2.59	0.00948	0.108	"GSE50081"
"PSMD9"	36	2.59	0.00952	0.108	"GSE50081"
"ETS1"	28	2.59	0.00953	0.108	"GSE50081"
"AGTR1"	45	2.59	0.00954	0.108	"GSE50081"
"ASAP1"	68	2.59	0.00966	0.108	"GSE50081"
"SMOC2"	90	2.59	0.0097	0.108	"GSE50081"
"NOTCH1"	29	2.58	0.00976	0.108	"GSE50081"
"SPI1"	58	2.58	0.00976	0.108	"GSE50081"
"MED15"	50	2.58	0.0098	0.108	"GSE50081"
"SH2B3"	81	2.58	0.00981	0.108	"GSE50081"
"GADD45B"	45	2.58	0.00995	0.109	"GSE50081"
"NOTCH4"	66	2.58	0.00999	0.109	"GSE50081"
"ENPP1"	51	2.57	0.0101	0.109	"GSE50081"
"ENG"	97	2.56	0.0103	0.111	"GSE50081"
"MT1H"	51	2.56	0.0103	0.111	"GSE50081"
"STK10"	57	2.56	0.0105	0.112	"GSE50081"
"BHLHE22"	77	2.54	0.011	0.117	"GSE50081"
"RIN3"	60	2.54	0.0112	0.119	"GSE50081"
"FSTL3"	59	2.53	0.0113	0.12	"GSE50081"
"ACKR3"	78	2.53	0.0114	0.12	"GSE50081"
"SUFU"	30	2.52	0.0116	0.121	"GSE50081"
"CLTCL1"	33	2.52	0.0117	0.122	"GSE50081"
"MAPK7"	49	2.52	0.0117	0.122	"GSE50081"
"ADGRG3"	61	2.52	0.0118	0.123	"GSE50081"
"SCG2"	32	2.51	0.0121	0.125	"GSE50081"
"ELMO1"	34	2.5	0.0124	0.127	"GSE50081"
"CBL"	34	2.5	0.0125	0.127	"GSE50081"
"SOX11"	25	2.5	0.0126	0.128	"GSE50081"
"GUCA1A"	56	2.49	0.0128	0.129	"GSE50081"
"GRK6"	53	2.49	0.0128	0.129	"GSE50081"
"ANTXR1"	133	2.48	0.0132	0.131	"GSE50081"
"RASIP1"	36	2.48	0.0132	0.131	"GSE50081"
"ZFPM2"	110	2.48	0.0133	0.132	"GSE50081"
"GFRA2"	35	2.47	0.0134	0.132	"GSE50081"
"HOXB3"	30	2.47	0.0135	0.132	"GSE50081"
"CD4"	79	2.47	0.0135	0.132	"GSE50081"
"TCEAL7"	58	2.47	0.0136	0.132	"GSE50081"
"SERP2"	37	2.47	0.0136	0.132	"GSE50081"
"GNA15"	73	2.45	0.0143	0.137	"GSE50081"
"MEIS1"	82	2.44	0.0147	0.139	"GSE50081"
"HOXA1"	109	2.44	0.0148	0.139	"GSE50081"
"MC1R"	50	2.44	0.0148	0.139	"GSE50081"
"PXN"	67	2.43	0.0149	0.14	"GSE50081"
"IL11"	28	2.43	0.015	0.14	"GSE50081"
"GRN"	57	2.43	0.0153	0.141	"GSE50081"
"DLL1"	42	2.41	0.0157	0.144	"GSE50081"
"SP6"	68	2.41	0.0159	0.145	"GSE50081"
"HES2"	118	2.41	0.016	0.145	"GSE50081"
"SMARCD3"	40	2.39	0.0167	0.15	"GSE50081"
"CCL26"	63	2.39	0.017	0.152	"GSE50081"
"PTGER1"	37	2.39	0.017	0.152	"GSE50081"
"CD300C"	28	2.39	0.017	0.152	"GSE50081"
"PORCN"	55	2.38	0.0171	0.152	"GSE50081"
"ADAP2"	42	2.38	0.0173	0.153	"GSE50081"
"EPHB3"	47	2.38	0.0174	0.154	"GSE50081"
"CBX6"	69	2.38	0.0175	0.154	"GSE50081"
