"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"ERBB3"	52	-2	0.046	0.365	"GSE37745"
"ZNF462"	46	-2	0.0455	0.362	"GSE37745"
"MYH11"	111	-2.01	0.0449	0.36	"GSE37745"
"NSMCE1"	45	-2.01	0.0441	0.356	"GSE37745"
"SLK"	66	-2.02	0.0438	0.356	"GSE37745"
"JDP2"	73	-2.02	0.0434	0.354	"GSE37745"
"ARFGEF3"	62	-2.02	0.043	0.353	"GSE37745"
"ZDHHC2"	57	-2.03	0.0422	0.352	"GSE37745"
"NDFIP1"	60	-2.03	0.042	0.351	"GSE37745"
"ZNF362"	88	-2.03	0.042	0.351	"GSE37745"
"ACAD8"	62	-2.03	0.042	0.351	"GSE37745"
"PHLDA3"	116	-2.03	0.0419	0.351	"GSE37745"
"TBC1D24"	60	-2.04	0.0414	0.35	"GSE37745"
"DUSP6"	99	-2.04	0.041	0.348	"GSE37745"
"MST1R"	90	-2.05	0.0408	0.347	"GSE37745"
"ZNF512"	42	-2.05	0.0407	0.347	"GSE37745"
"ZSCAN31"	49	-2.05	0.0407	0.347	"GSE37745"
"NFIC"	111	-2.05	0.0403	0.346	"GSE37745"
"CCL16"	31	-2.05	0.0403	0.346	"GSE37745"
"LRP5"	36	-2.05	0.04	0.345	"GSE37745"
"HOXD1"	117	-2.06	0.0399	0.345	"GSE37745"
"RXRA"	56	-2.06	0.0397	0.344	"GSE37745"
"CDC42EP4"	59	-2.06	0.0395	0.344	"GSE37745"
"MAGI3"	97	-2.06	0.0392	0.343	"GSE37745"
"ZBTB22"	26	-2.07	0.0389	0.342	"GSE37745"
"ZNF398"	41	-2.07	0.0381	0.34	"GSE37745"
"IRF2BP2"	61	-2.07	0.038	0.34	"GSE37745"
"PDE4A"	100	-2.08	0.0379	0.34	"GSE37745"
"ZSCAN4"	41	-2.08	0.0375	0.338	"GSE37745"
"OVOL1"	48	-2.08	0.0374	0.338	"GSE37745"
"DVL1"	53	-2.08	0.0372	0.337	"GSE37745"
"ZNF264"	52	-2.09	0.0371	0.337	"GSE37745"
"ID4"	94	-2.09	0.0369	0.336	"GSE37745"
"ZNF630"	48	-2.09	0.0367	0.336	"GSE37745"
"PTN"	121	-2.09	0.0367	0.336	"GSE37745"
"CRABP2"	44	-2.09	0.0365	0.336	"GSE37745"
"TP53BP1"	57	-2.1	0.0361	0.335	"GSE37745"
"EDNRA"	46	-2.1	0.0361	0.335	"GSE37745"
"RPS6KA1"	67	-2.1	0.036	0.335	"GSE37745"
"SCGB1A1"	120	-2.11	0.035	0.33	"GSE37745"
"RAB17"	51	-2.11	0.035	0.33	"GSE37745"
"SPRY2"	117	-2.11	0.0348	0.33	"GSE37745"
"UBE2L3"	38	-2.12	0.0343	0.328	"GSE37745"
"SH2D3A"	83	-2.12	0.0343	0.328	"GSE37745"
"PPP1R12B"	48	-2.12	0.0343	0.328	"GSE37745"
"RAD50"	87	-2.12	0.0342	0.328	"GSE37745"
"ZC3H6"	94	-2.12	0.0338	0.325	"GSE37745"
"RNF10"	44	-2.13	0.0335	0.325	"GSE37745"
"ELN"	81	-2.13	0.0335	0.325	"GSE37745"
"FOXS1"	42	-2.13	0.0333	0.325	"GSE37745"
"RAB36"	50	-2.13	0.0332	0.324	"GSE37745"
"ZNF540"	100	-2.13	0.0332	0.324	"GSE37745"
"ROBO2"	116	-2.13	0.0331	0.324	"GSE37745"
"KAT8"	33	-2.13	0.0329	0.324	"GSE37745"
"SGSM3"	76	-2.13	0.0328	0.324	"GSE37745"
"TACSTD2"	139	-2.14	0.0323	0.322	"GSE37745"
"TLE2"	46	-2.14	0.0322	0.32	"GSE37745"
"NFIX"	130	-2.15	0.0319	0.319	"GSE37745"
"PGRMC2"	65	-2.15	0.0315	0.318	"GSE37745"
"CAPN5"	74	-2.15	0.0313	0.317	"GSE37745"
"MS4A8"	113	-2.16	0.0311	0.316	"GSE37745"
"DTX4"	55	-2.16	0.0309	0.316	"GSE37745"
"GRHL3"	43	-2.16	0.0309	0.316	"GSE37745"
"HTT"	43	-2.17	0.0299	0.308	"GSE37745"
"TRAK2"	50	-2.17	0.0297	0.308	"GSE37745"
"RGMB"	40	-2.17	0.0297	0.308	"GSE37745"
"SOX13"	43	-2.17	0.0296	0.308	"GSE37745"
"SYDE2"	51	-2.18	0.0296	0.308	"GSE37745"
"BCAM"	46	-2.18	0.0295	0.308	"GSE37745"
"ACVR1"	101	-2.18	0.0292	0.307	"GSE37745"
"MIB2"	48	-2.18	0.0291	0.307	"GSE37745"
"ARID5B"	34	-2.18	0.0291	0.307	"GSE37745"
"SSBP3"	36	-2.19	0.0289	0.306	"GSE37745"
"MYH9"	65	-2.19	0.0287	0.306	"GSE37745"
"CREB3L1"	66	-2.19	0.0285	0.305	"GSE37745"
"BAIAP3"	37	-2.2	0.0282	0.302	"GSE37745"
"ARHGEF15"	72	-2.2	0.0279	0.301	"GSE37745"
"HDAC11"	91	-2.2	0.0277	0.301	"GSE37745"
"DCX"	26	-2.22	0.0263	0.292	"GSE37745"
"BMP3"	48	-2.23	0.026	0.291	"GSE37745"
"ZBTB3"	36	-2.23	0.026	0.291	"GSE37745"
"PDE8B"	52	-2.23	0.026	0.291	"GSE37745"
"ALCAM"	33	-2.23	0.0257	0.291	"GSE37745"
"ZBTB18"	81	-2.23	0.0256	0.291	"GSE37745"
"ZDHHC9"	79	-2.24	0.0251	0.288	"GSE37745"
"CYTH2"	33	-2.25	0.0248	0.287	"GSE37745"
"ACAP3"	42	-2.25	0.0247	0.287	"GSE37745"
"CAPS"	139	-2.25	0.0244	0.284	"GSE37745"
"PTGER1"	62	-2.25	0.0242	0.283	"GSE37745"
"FGFR2"	29	-2.26	0.0241	0.282	"GSE37745"
"ITGA9"	66	-2.26	0.0241	0.282	"GSE37745"
"PER2"	77	-2.26	0.0238	0.281	"GSE37745"
"NFATC4"	40	-2.27	0.0234	0.279	"GSE37745"
"ZBTB16"	54	-2.27	0.0231	0.277	"GSE37745"
"AFDN"	47	-2.27	0.0231	0.277	"GSE37745"
"TRIM27"	68	-2.27	0.0229	0.276	"GSE37745"
"CBY1"	25	-2.27	0.0229	0.276	"GSE37745"
"ZNF596"	29	-2.28	0.0227	0.276	"GSE37745"
"ATOH8"	32	-2.28	0.0226	0.276	"GSE37745"
"ZNF431"	65	-2.28	0.0224	0.274	"GSE37745"
"APLP2"	67	-2.28	0.0223	0.274	"GSE37745"
"MGLL"	87	-2.29	0.022	0.272	"GSE37745"
"STAT6"	62	-2.29	0.0219	0.271	"GSE37745"
"MYOCD"	52	-2.31	0.0211	0.264	"GSE37745"
"PAK6"	58	-2.31	0.0211	0.264	"GSE37745"
"WLS"	87	-2.31	0.021	0.264	"GSE37745"
"PLCH1"	58	-2.31	0.021	0.264	"GSE37745"
"ADIPOR1"	59	-2.32	0.0204	0.261	"GSE37745"
"ZBTB48"	78	-2.33	0.0197	0.254	"GSE37745"
"HMBOX1"	31	-2.33	0.0197	0.254	"GSE37745"
"ZBTB7C"	61	-2.34	0.0194	0.253	"GSE37745"
"DOK4"	61	-2.34	0.0192	0.252	"GSE37745"
"ADGRB3"	38	-2.34	0.0191	0.252	"GSE37745"
"EPS8"	72	-2.34	0.0191	0.252	"GSE37745"
"CNTN6"	49	-2.34	0.019	0.252	"GSE37745"
"MED26"	49	-2.35	0.0188	0.249	"GSE37745"
"GATA5"	50	-2.37	0.018	0.242	"GSE37745"
"FGF14"	81	-2.37	0.0177	0.24	"GSE37745"
"TNS2"	67	-2.38	0.0175	0.239	"GSE37745"
"DLC1"	79	-2.38	0.0174	0.238	"GSE37745"
"ARHGEF16"	71	-2.38	0.0173	0.238	"GSE37745"
"BMP4"	29	-2.38	0.0173	0.238	"GSE37745"
"TMPRSS2"	82	-2.38	0.0173	0.238	"GSE37745"
"ZBTB4"	82	-2.38	0.0173	0.238	"GSE37745"
"THRA"	63	-2.38	0.0172	0.238	"GSE37745"
"IFT57"	92	-2.39	0.017	0.238	"GSE37745"
"DPYSL2"	79	-2.39	0.0169	0.238	"GSE37745"
"PLXNB2"	117	-2.4	0.0166	0.236	"GSE37745"
"PIAS3"	36	-2.4	0.0165	0.235	"GSE37745"
"ITGA10"	76	-2.4	0.0164	0.235	"GSE37745"
"IFNLR1"	58	-2.4	0.0164	0.235	"GSE37745"
"SMAD6"	70	-2.4	0.0163	0.235	"GSE37745"
"RNF43"	30	-2.41	0.0159	0.232	"GSE37745"
"ADGRL1"	26	-2.41	0.0158	0.231	"GSE37745"
"SPRY1"	67	-2.41	0.0158	0.231	"GSE37745"
"RASEF"	62	-2.41	0.0157	0.231	"GSE37745"
"WDTC1"	66	-2.42	0.0154	0.228	"GSE37745"
"GARNL3"	27	-2.42	0.0154	0.228	"GSE37745"
"SARM1"	29	-2.43	0.0151	0.227	"GSE37745"
"RGS22"	63	-2.43	0.0149	0.224	"GSE37745"
"MACC1"	99	-2.44	0.0148	0.223	"GSE37745"
"IL6R"	82	-2.44	0.0147	0.223	"GSE37745"
"GPR146"	78	-2.44	0.0147	0.223	"GSE37745"
"PTCH1"	60	-2.44	0.0146	0.223	"GSE37745"
"IRX5"	58	-2.45	0.0143	0.222	"GSE37745"
"PBXIP1"	82	-2.46	0.014	0.218	"GSE37745"
"RABGAP1L"	54	-2.46	0.014	0.218	"GSE37745"
"NFIA"	91	-2.46	0.0138	0.216	"GSE37745"
"RAP1GAP"	54	-2.46	0.0138	0.216	"GSE37745"
"ARHGEF37"	44	-2.47	0.0135	0.214	"GSE37745"
"PMEPA1"	63	-2.48	0.0133	0.212	"GSE37745"
"NEDD9"	76	-2.49	0.0129	0.211	"GSE37745"
"TBX2"	100	-2.49	0.0126	0.207	"GSE37745"
"CARHSP1"	56	-2.5	0.0123	0.203	"GSE37745"
"HOPX"	91	-2.51	0.0122	0.203	"GSE37745"
"RAB5B"	43	-2.51	0.0121	0.202	"GSE37745"
"CLIC3"	135	-2.51	0.0119	0.202	"GSE37745"
"RGS3"	131	-2.53	0.0116	0.198	"GSE37745"
"PLXNA2"	58	-2.53	0.0114	0.196	"GSE37745"
"ZFP3"	59	-2.53	0.0112	0.194	"GSE37745"
"BCR"	65	-2.54	0.011	0.192	"GSE37745"
"CRYM"	55	-2.54	0.011	0.192	"GSE37745"
"NOSTRIN"	47	-2.55	0.0108	0.19	"GSE37745"
"PIP4K2B"	35	-2.55	0.0108	0.19	"GSE37745"
"RASSF7"	53	-2.56	0.0106	0.187	"GSE37745"
"IRF7"	35	-2.56	0.0106	0.187	"GSE37745"
"EDN1"	85	-2.57	0.0102	0.182	"GSE37745"
"SLC12A2"	56	-2.57	0.0101	0.181	"GSE37745"
"PEX11B"	72	-2.58	0.01	0.18	"GSE37745"
"ING5"	53	-2.58	0.00994	0.18	"GSE37745"
"RAB40C"	45	-2.58	0.00984	0.179	"GSE37745"
"FGFRL1"	39	-2.59	0.00951	0.176	"GSE37745"
"SCTR"	75	-2.6	0.00939	0.176	"GSE37745"
"GPRC5A"	87	-2.6	0.00935	0.176	"GSE37745"
"ARHGAP12"	43	-2.6	0.00934	0.176	"GSE37745"
"RASL11B"	44	-2.61	0.00912	0.176	"GSE37745"
"ASAP3"	72	-2.61	0.00892	0.174	"GSE37745"
"CRY2"	66	-2.62	0.0088	0.172	"GSE37745"
"DEPTOR"	42	-2.62	0.00878	0.172	"GSE37745"
"RAPH1"	95	-2.62	0.00867	0.171	"GSE37745"
"ZNF704"	66	-2.63	0.00865	0.171	"GSE37745"
"ZNF582"	28	-2.63	0.00864	0.171	"GSE37745"
"ITPR3"	51	-2.63	0.00855	0.171	"GSE37745"
"ITGBL1"	76	-2.63	0.0085	0.171	"GSE37745"
"ZNF436"	80	-2.63	0.00844	0.171	"GSE37745"
"PLEKHG4"	45	-2.63	0.00843	0.171	"GSE37745"
"SPSB3"	62	-2.64	0.00833	0.171	"GSE37745"
"PRDM16"	50	-2.65	0.00811	0.171	"GSE37745"
"NR3C2"	100	-2.65	0.00807	0.171	"GSE37745"
"CEACAM6"	59	-2.65	0.00798	0.171	"GSE37745"
"SH3RF1"	82	-2.66	0.00787	0.171	"GSE37745"
"ADCY9"	94	-2.67	0.00759	0.171	"GSE37745"
"RAPGEF3"	49	-2.67	0.00755	0.171	"GSE37745"
"HEYL"	28	-2.68	0.00742	0.171	"GSE37745"
"FZD5"	54	-2.69	0.00713	0.167	"GSE37745"
"CXXC5"	59	-2.7	0.00695	0.166	"GSE37745"
"GUCY1A2"	98	-2.71	0.00664	0.162	"GSE37745"
"GPR160"	82	-2.72	0.0066	0.162	"GSE37745"
"RALGPS1"	59	-2.72	0.00651	0.161	"GSE37745"
"ZNF117"	83	-2.72	0.00651	0.161	"GSE37745"
"DDAH1"	89	-2.73	0.00642	0.161	"GSE37745"
"TRADD"	86	-2.73	0.0063	0.16	"GSE37745"
"NOD1"	70	-2.74	0.00621	0.16	"GSE37745"
"ERN2"	84	-2.75	0.0059	0.156	"GSE37745"
"MAP3K6"	95	-2.75	0.00587	0.156	"GSE37745"
"DCAF6"	40	-2.76	0.00586	0.156	"GSE37745"
"HPGD"	95	-2.76	0.00577	0.156	"GSE37745"
"MUC1"	89	-2.76	0.00573	0.156	"GSE37745"
"SHH"	59	-2.76	0.0057	0.156	"GSE37745"
"ARAP3"	48	-2.77	0.00566	0.156	"GSE37745"
"ZDHHC8"	54	-2.77	0.00558	0.155	"GSE37745"
"FRY"	123	-2.77	0.00557	0.155	"GSE37745"
"FBXW4"	37	-2.79	0.0052	0.15	"GSE37745"
"SPRED2"	73	-2.8	0.00515	0.15	"GSE37745"
"DAB2IP"	44	-2.8	0.00512	0.15	"GSE37745"
"AGRN"	83	-2.8	0.0051	0.15	"GSE37745"
"RHOBTB2"	69	-2.81	0.00496	0.15	"GSE37745"
"ARHGEF19"	42	-2.81	0.00493	0.15	"GSE37745"
"DLX3"	46	-2.81	0.00491	0.15	"GSE37745"
"CACNB3"	48	-2.82	0.00479	0.148	"GSE37745"
"SMAD7"	89	-2.83	0.00468	0.148	"GSE37745"
"TCEA3"	121	-2.83	0.00466	0.148	"GSE37745"
"SLC44A2"	58	-2.85	0.00443	0.148	"GSE37745"
"CAMTA1"	92	-2.85	0.00442	0.148	"GSE37745"
"LMO3"	108	-2.87	0.00412	0.148	"GSE37745"
"CDS1"	92	-2.88	0.00393	0.148	"GSE37745"
"LDLRAP1"	101	-2.9	0.00375	0.148	"GSE37745"
"GPR39"	37	-2.9	0.00373	0.148	"GSE37745"
"PPP1R10"	36	-2.9	0.00368	0.148	"GSE37745"
"RAB25"	64	-2.91	0.00366	0.148	"GSE37745"
"ZNF750"	76	-2.91	0.00356	0.148	"GSE37745"
"EFCAB6"	44	-2.93	0.00341	0.148	"GSE37745"
"ZBED9"	28	-2.94	0.00332	0.148	"GSE37745"
"RPS6KA2"	118	-2.95	0.0032	0.148	"GSE37745"
"PPP1R1B"	69	-2.95	0.00319	0.148	"GSE37745"
"NPR2"	49	-2.95	0.00319	0.148	"GSE37745"
"PRSS8"	60	-2.95	0.00313	0.148	"GSE37745"
"PPP2R5A"	93	-2.96	0.0031	0.148	"GSE37745"
"ELF3"	40	-2.97	0.00296	0.148	"GSE37745"
"RHBDL1"	40	-2.99	0.00283	0.148	"GSE37745"
"RGL2"	60	-3	0.00268	0.148	"GSE37745"
"SCMH1"	61	-3.01	0.00259	0.148	"GSE37745"
"SPRY4"	126	-3.06	0.00222	0.148	"GSE37745"
"GNA14"	60	-3.06	0.00222	0.148	"GSE37745"
"DISP1"	59	-3.07	0.00213	0.148	"GSE37745"
"CORO2A"	51	-3.09	0.00203	0.148	"GSE37745"
"BAIAP2"	60	-3.09	0.00201	0.148	"GSE37745"
"ARHGEF17"	48	-3.11	0.00186	0.148	"GSE37745"
"CTNNBIP1"	106	-3.11	0.00184	0.148	"GSE37745"
"UBE2I"	69	-3.13	0.00175	0.148	"GSE37745"
"CNKSR1"	43	-3.17	0.00153	0.148	"GSE37745"
"EPHA4"	61	-3.18	0.00145	0.148	"GSE37745"
"ERBB2"	77	-3.19	0.0014	0.148	"GSE37745"
"SPDEF"	75	-3.34	0.000849	0.148	"GSE37745"
"RORC"	61	-3.57	0.000357	0.148	"GSE37745"
"KIR2DL4"	42	3.48	0.000497	0.15	"GSE50081"
"CD7"	30	3.25	0.00114	0.15	"GSE50081"
"CD8A"	26	3.25	0.00116	0.15	"GSE50081"
"SH2D2A"	26	3.23	0.00123	0.15	"GSE50081"
"GZMB"	53	3.2	0.00137	0.15	"GSE50081"
"VOPP1"	51	3.2	0.00139	0.15	"GSE50081"
"ELL"	90	3.2	0.00139	0.15	"GSE50081"
"LAG3"	39	3.19	0.00141	0.15	"GSE50081"
"SIRPG"	28	3.18	0.00146	0.15	"GSE50081"
"KLRD1"	34	3.18	0.00148	0.15	"GSE50081"
"CCL5"	49	3.16	0.00155	0.15	"GSE50081"
"IL2RB"	57	3.15	0.00163	0.15	"GSE50081"
"KIR2DL1"	51	3.12	0.0018	0.15	"GSE50081"
"KLRC3"	38	3.1	0.00191	0.15	"GSE50081"
"CD3D"	30	3.09	0.00197	0.15	"GSE50081"
"LCK"	33	3.09	0.002	0.15	"GSE50081"
"ZBED2"	36	3.09	0.00201	0.15	"GSE50081"
"IFNG"	45	3.08	0.00204	0.15	"GSE50081"
"TNFRSF8"	31	3.08	0.00204	0.15	"GSE50081"
"GRK2"	58	3.08	0.00205	0.15	"GSE50081"
"ATF5"	32	3.08	0.00207	0.15	"GSE50081"
"LILRA3"	30	3.08	0.00207	0.15	"GSE50081"
"CXCR3"	26	3.08	0.00208	0.15	"GSE50081"
"IRF1"	38	3.08	0.00209	0.15	"GSE50081"
"CD247"	33	3.07	0.00213	0.15	"GSE50081"
"KIR3DL1"	35	3.07	0.00215	0.15	"GSE50081"
"IL6"	37	3.06	0.00218	0.15	"GSE50081"
"IL2RG"	43	3.06	0.00219	0.15	"GSE50081"
"ADA"	81	3.06	0.00223	0.15	"GSE50081"
"IL2RA"	40	3.06	0.00224	0.15	"GSE50081"
"RELB"	42	3.05	0.00227	0.15	"GSE50081"
"CCL8"	39	3.05	0.00231	0.15	"GSE50081"
"IL12RB1"	62	3.03	0.00244	0.15	"GSE50081"
"CCL24"	32	3.03	0.00247	0.15	"GSE50081"
"ITGB7"	36	3.02	0.00251	0.15	"GSE50081"
"PDCD1LG2"	38	3.02	0.00256	0.15	"GSE50081"
"IL15RA"	55	3.01	0.00259	0.15	"GSE50081"
"SIT1"	36	2.99	0.00275	0.15	"GSE50081"
"ADGRG3"	61	2.99	0.00283	0.15	"GSE50081"
"CD72"	43	2.98	0.00284	0.15	"GSE50081"
"JAK3"	27	2.98	0.00286	0.15	"GSE50081"
"TBC1D10C"	48	2.98	0.00287	0.15	"GSE50081"
"LTA"	46	2.98	0.00288	0.15	"GSE50081"
"ACAP1"	35	2.97	0.00295	0.15	"GSE50081"
"CD2"	43	2.97	0.00299	0.15	"GSE50081"
"LILRB4"	46	2.96	0.0031	0.15	"GSE50081"
"CHST11"	81	2.96	0.00312	0.15	"GSE50081"
"GRB2"	48	2.96	0.00313	0.15	"GSE50081"
"BATF2"	59	2.95	0.00315	0.15	"GSE50081"
"GZMA"	43	2.95	0.00318	0.15	"GSE50081"
"NR1H3"	35	2.93	0.00341	0.15	"GSE50081"
"SBNO2"	51	2.92	0.00354	0.15	"GSE50081"
"SH3BP1"	138	2.92	0.00354	0.15	"GSE50081"
"GNGT2"	34	2.91	0.00363	0.15	"GSE50081"
"FFAR2"	31	2.91	0.00367	0.15	"GSE50081"
"ITGAL"	37	2.9	0.00378	0.15	"GSE50081"
"GRK6"	53	2.89	0.00382	0.15	"GSE50081"
"ARID5A"	49	2.89	0.00383	0.15	"GSE50081"
"APOL3"	34	2.87	0.00407	0.15	"GSE50081"
"IL16"	52	2.87	0.00407	0.15	"GSE50081"
"DOK3"	39	2.87	0.00412	0.15	"GSE50081"
"PLEK"	54	2.86	0.00428	0.15	"GSE50081"
"CD48"	43	2.86	0.00429	0.15	"GSE50081"
"LILRB3"	66	2.85	0.00432	0.15	"GSE50081"
"CD70"	65	2.85	0.00437	0.15	"GSE50081"
"ARHGAP9"	62	2.85	0.00439	0.15	"GSE50081"
"ARHGAP25"	33	2.84	0.00447	0.15	"GSE50081"
"ITK"	40	2.84	0.00456	0.15	"GSE50081"
"WT1"	62	2.83	0.00467	0.15	"GSE50081"
"GPR35"	49	2.82	0.00481	0.15	"GSE50081"
"NFAM1"	25	2.82	0.00483	0.15	"GSE50081"
"TAGAP"	35	2.82	0.00485	0.15	"GSE50081"
"PRDX4"	80	2.82	0.00486	0.15	"GSE50081"
"SFMBT2"	32	2.82	0.00486	0.15	"GSE50081"
"ASGR2"	39	2.81	0.00496	0.15	"GSE50081"
"GNG8"	28	2.81	0.00498	0.15	"GSE50081"
"IL10RA"	42	2.81	0.00498	0.15	"GSE50081"
"SIGLEC9"	69	2.81	0.00498	0.15	"GSE50081"
"CCR5"	37	2.8	0.00504	0.15	"GSE50081"
"CXCL10"	52	2.79	0.0052	0.15	"GSE50081"
"SCT"	94	2.79	0.00522	0.15	"GSE50081"
"PREX1"	31	2.79	0.00523	0.15	"GSE50081"
"INPP5D"	28	2.79	0.00528	0.15	"GSE50081"
"TNFRSF4"	45	2.78	0.00537	0.15	"GSE50081"
"AKNA"	41	2.78	0.00538	0.15	"GSE50081"
"POU2F2"	40	2.77	0.00556	0.15	"GSE50081"
"RAB3B"	94	2.77	0.00559	0.15	"GSE50081"
"RAC2"	27	2.77	0.00563	0.15	"GSE50081"
"CD38"	29	2.76	0.00574	0.15	"GSE50081"
"CSF2RB"	51	2.76	0.00574	0.15	"GSE50081"
"SNAI1"	32	2.76	0.0058	0.15	"GSE50081"
"ARHGAP30"	107	2.76	0.00582	0.15	"GSE50081"
"LILRB2"	60	2.75	0.00593	0.15	"GSE50081"
"NLRC3"	39	2.75	0.00594	0.15	"GSE50081"
"MATK"	36	2.75	0.00598	0.15	"GSE50081"
"TLE3"	38	2.75	0.00605	0.15	"GSE50081"
"CCND2"	31	2.74	0.00619	0.15	"GSE50081"
"CXCR5"	28	2.74	0.00619	0.15	"GSE50081"
"ETV7"	43	2.73	0.00626	0.15	"GSE50081"
"GPR84"	43	2.73	0.00628	0.15	"GSE50081"
"TNFAIP3"	43	2.73	0.0063	0.15	"GSE50081"
"ZSCAN10"	34	2.73	0.00634	0.15	"GSE50081"
"LPXN"	43	2.73	0.00639	0.15	"GSE50081"
"NTRK1"	34	2.72	0.00652	0.151	"GSE50081"
"P2RY8"	31	2.72	0.00653	0.151	"GSE50081"
"IKZF1"	59	2.72	0.00659	0.151	"GSE50081"
"ZBTB32"	102	2.71	0.00664	0.151	"GSE50081"
"MPP1"	26	2.71	0.00671	0.151	"GSE50081"
"CD19"	36	2.7	0.00696	0.151	"GSE50081"
"OSM"	26	2.7	0.00697	0.151	"GSE50081"
"MEF2D"	47	2.7	0.00702	0.151	"GSE50081"
"RHOG"	105	2.69	0.00719	0.151	"GSE50081"
"GNG4"	29	2.69	0.00722	0.151	"GSE50081"
"STK10"	57	2.68	0.00725	0.151	"GSE50081"
"CCM2"	55	2.68	0.00731	0.151	"GSE50081"
"PTAFR"	73	2.68	0.0074	0.151	"GSE50081"
"CCR7"	35	2.68	0.00743	0.151	"GSE50081"
"ELMO1"	34	2.67	0.00751	0.151	"GSE50081"
"PDCD1"	102	2.67	0.00755	0.151	"GSE50081"
"USF2"	52	2.67	0.00761	0.151	"GSE50081"
"FCGR2C"	42	2.67	0.00761	0.151	"GSE50081"
"SLA"	46	2.67	0.00765	0.151	"GSE50081"
"FPR2"	42	2.67	0.00766	0.151	"GSE50081"
"CMKLR1"	30	2.67	0.00768	0.151	"GSE50081"
"ANGPTL6"	34	2.66	0.00775	0.151	"GSE50081"
"IL3RA"	32	2.66	0.0078	0.151	"GSE50081"
"IRF8"	38	2.66	0.00784	0.151	"GSE50081"
"TIFA"	34	2.66	0.00791	0.151	"GSE50081"
"MCHR1"	45	2.65	0.00804	0.151	"GSE50081"
"CD274"	34	2.65	0.00805	0.151	"GSE50081"
"BASP1"	28	2.65	0.00814	0.151	"GSE50081"
"CYTH4"	57	2.65	0.00816	0.151	"GSE50081"
"IL15"	58	2.64	0.0082	0.151	"GSE50081"
"STAT5A"	40	2.64	0.0083	0.152	"GSE50081"
"CCL2"	61	2.63	0.00848	0.152	"GSE50081"
"AGAP2"	76	2.63	0.00849	0.152	"GSE50081"
"APBB1IP"	60	2.63	0.0086	0.152	"GSE50081"
"ETS1"	28	2.62	0.00873	0.152	"GSE50081"
"FGD2"	52	2.62	0.00879	0.152	"GSE50081"
"LILRA1"	29	2.62	0.00882	0.152	"GSE50081"
"FPR1"	38	2.62	0.00887	0.152	"GSE50081"
"PKD2L1"	51	2.62	0.0089	0.152	"GSE50081"
"ASB2"	25	2.61	0.00896	0.152	"GSE50081"
"TLR8"	70	2.61	0.0091	0.153	"GSE50081"
"LCP2"	65	2.61	0.00917	0.153	"GSE50081"
"TNFRSF1B"	32	2.6	0.00925	0.154	"GSE50081"
"CALML5"	37	2.6	0.00932	0.154	"GSE50081"
"RASSF4"	30	2.6	0.00943	0.155	"GSE50081"
"ICOSLG"	30	2.59	0.00948	0.155	"GSE50081"
"FCER1G"	64	2.59	0.00954	0.155	"GSE50081"
"LSP1"	43	2.59	0.00961	0.155	"GSE50081"
"CD79B"	38	2.59	0.00966	0.155	"GSE50081"
"CCR1"	41	2.59	0.00973	0.155	"GSE50081"
"SPI1"	58	2.58	0.00975	0.155	"GSE50081"
"STAT5B"	65	2.58	0.00976	0.155	"GSE50081"
"CHRNE"	25	2.58	0.00991	0.155	"GSE50081"
"CD209"	41	2.57	0.0101	0.156	"GSE50081"
"S1PR4"	64	2.56	0.0105	0.162	"GSE50081"
"APOE"	28	2.54	0.011	0.167	"GSE50081"
"SUPT3H"	44	2.54	0.0111	0.169	"GSE50081"
"CD27"	32	2.54	0.0112	0.17	"GSE50081"
"RGS19"	31	2.53	0.0113	0.171	"GSE50081"
"TLR9"	147	2.53	0.0115	0.172	"GSE50081"
"PIM2"	61	2.5	0.0123	0.179	"GSE50081"
"DOK2"	61	2.5	0.0124	0.179	"GSE50081"
"GPR132"	30	2.5	0.0124	0.179	"GSE50081"
"PILRA"	47	2.5	0.0124	0.179	"GSE50081"
"RIPK2"	83	2.5	0.0125	0.179	"GSE50081"
"CDX1"	135	2.5	0.0126	0.179	"GSE50081"
"CD4"	79	2.49	0.0126	0.179	"GSE50081"
"PDE6G"	89	2.48	0.013	0.183	"GSE50081"
"GPR55"	57	2.48	0.013	0.183	"GSE50081"
"CCR2"	41	2.48	0.0132	0.183	"GSE50081"
"GPSM3"	44	2.48	0.0133	0.183	"GSE50081"
"PIM1"	30	2.48	0.0133	0.183	"GSE50081"
"CD14"	45	2.47	0.0136	0.186	"GSE50081"
"LCP1"	50	2.46	0.0137	0.186	"GSE50081"
"KLF14"	62	2.46	0.0137	0.186	"GSE50081"
"CSK"	60	2.46	0.014	0.187	"GSE50081"
"RAB35"	109	2.44	0.0145	0.191	"GSE50081"
"PRDM1"	76	2.44	0.0145	0.191	"GSE50081"
"BTK"	33	2.43	0.0151	0.196	"GSE50081"
"RASD2"	36	2.43	0.0152	0.196	"GSE50081"
"SOX14"	31	2.42	0.0155	0.199	"GSE50081"
"SP6"	68	2.41	0.0158	0.2	"GSE50081"
"ISL2"	60	2.41	0.0158	0.2	"GSE50081"
"STAT1"	78	2.39	0.0168	0.211	"GSE50081"
"SH2D1A"	26	2.39	0.0168	0.211	"GSE50081"
"MAST1"	151	2.39	0.017	0.212	"GSE50081"
"THEMIS"	27	2.38	0.0172	0.212	"GSE50081"
"LRCH4"	31	2.38	0.0174	0.214	"GSE50081"
