"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"UBE2D1"	132	2.92	0.00348	0.0639	"GSE37745"
"EEF1E1"	132	2.92	0.00354	0.0642	"GSE37745"
"POLD1"	74	2.92	0.00355	0.0642	"GSE37745"
"RAB10"	104	2.92	0.00356	0.0642	"GSE37745"
"COMMD7"	67	2.9	0.00372	0.066	"GSE37745"
"PHF20"	91	2.89	0.0038	0.0663	"GSE37745"
"WDR77"	73	2.89	0.00388	0.0664	"GSE37745"
"SCG5"	56	2.88	0.00392	0.0669	"GSE37745"
"DEF8"	70	2.87	0.00404	0.068	"GSE37745"
"POLR3G"	64	2.87	0.00407	0.068	"GSE37745"
"NLE1"	113	2.87	0.00413	0.068	"GSE37745"
"ZNF26"	61	2.87	0.00413	0.068	"GSE37745"
"CDK5R1"	57	2.87	0.00415	0.068	"GSE37745"
"MSH2"	73	2.86	0.00426	0.068	"GSE37745"
"HEXIM1"	32	2.86	0.00427	0.068	"GSE37745"
"TCF19"	40	2.86	0.00429	0.068	"GSE37745"
"GNAS"	78	2.85	0.00431	0.068	"GSE37745"
"FZD2"	42	2.85	0.00432	0.068	"GSE37745"
"ZNF8"	41	2.85	0.00434	0.0681	"GSE37745"
"TFDP1"	61	2.85	0.00439	0.0681	"GSE37745"
"PAK1IP1"	105	2.85	0.00444	0.0681	"GSE37745"
"DOT1L"	41	2.84	0.00447	0.0682	"GSE37745"
"CELSR3"	39	2.84	0.00448	0.0682	"GSE37745"
"PIGU"	116	2.84	0.0045	0.0682	"GSE37745"
"HAT1"	94	2.84	0.00453	0.0682	"GSE37745"
"GMPS"	76	2.83	0.00459	0.0682	"GSE37745"
"BCL2L10"	53	2.83	0.0046	0.0682	"GSE37745"
"SNF8"	79	2.83	0.00465	0.0682	"GSE37745"
"IQGAP3"	44	2.83	0.00466	0.0682	"GSE37745"
"ZNF711"	79	2.83	0.00469	0.0682	"GSE37745"
"CACNA1A"	44	2.83	0.00469	0.0682	"GSE37745"
"ZNF229"	34	2.83	0.0047	0.0682	"GSE37745"
"SCML2"	55	2.82	0.00473	0.0682	"GSE37745"
"TAF5"	107	2.82	0.00483	0.069	"GSE37745"
"YEATS4"	152	2.82	0.00488	0.069	"GSE37745"
"NCOA6"	81	2.81	0.00488	0.069	"GSE37745"
"TET1"	89	2.81	0.00499	0.0695	"GSE37745"
"ZNF667"	92	2.8	0.00508	0.0701	"GSE37745"
"DIABLO"	120	2.8	0.00513	0.0701	"GSE37745"
"SUV39H1"	87	2.8	0.00517	0.0701	"GSE37745"
"ZSCAN21"	39	2.8	0.00519	0.0701	"GSE37745"
"PSENEN"	66	2.79	0.00522	0.0703	"GSE37745"
"ZNF77"	66	2.79	0.00526	0.0703	"GSE37745"
"THOP1"	126	2.79	0.00526	0.0703	"GSE37745"
"TPM3"	52	2.79	0.00529	0.0705	"GSE37745"
"SP8"	35	2.78	0.00542	0.0712	"GSE37745"
"PCGF6"	123	2.78	0.00542	0.0712	"GSE37745"
"PLCXD2"	63	2.78	0.00546	0.0712	"GSE37745"
"STC1"	82	2.78	0.00547	0.0712	"GSE37745"
"NRAS"	105	2.78	0.00552	0.0712	"GSE37745"
"AKAP8"	44	2.77	0.00552	0.0712	"GSE37745"
"ZBTB39"	66	2.77	0.00553	0.0712	"GSE37745"
"ARID3A"	46	2.77	0.0056	0.0719	"GSE37745"
"PAWR"	94	2.77	0.00562	0.0719	"GSE37745"
"NAE1"	52	2.77	0.00566	0.0719	"GSE37745"
"DTNA"	48	2.77	0.00568	0.0719	"GSE37745"
"KDM2B"	51	2.76	0.0057	0.0719	"GSE37745"
"AATF"	52	2.76	0.00572	0.0719	"GSE37745"
"CHAF1B"	54	2.76	0.00583	0.0727	"GSE37745"
"UBE2N"	141	2.76	0.00586	0.0727	"GSE37745"
"YWHAG"	69	2.75	0.00594	0.0728	"GSE37745"
"ZNF300"	34	2.75	0.00599	0.0728	"GSE37745"
"PSMC3"	82	2.75	0.00602	0.0728	"GSE37745"
"VAV2"	40	2.74	0.00608	0.0728	"GSE37745"
"ZC3H8"	155	2.74	0.0061	0.0728	"GSE37745"
"PRKDC"	123	2.74	0.00611	0.0728	"GSE37745"
"PPFIA1"	103	2.74	0.00615	0.0728	"GSE37745"
"MYBL1"	79	2.74	0.00616	0.0728	"GSE37745"
"MAPKAPK5"	101	2.74	0.00617	0.0728	"GSE37745"
"RAC3"	55	2.73	0.00629	0.0731	"GSE37745"
"AIFM2"	93	2.73	0.0063	0.0731	"GSE37745"
"DNM1L"	66	2.73	0.00632	0.0731	"GSE37745"
"TPTE"	45	2.73	0.00633	0.0731	"GSE37745"
"DDX10"	77	2.73	0.00634	0.0731	"GSE37745"
"SUPT3H"	76	2.73	0.00638	0.0733	"GSE37745"
"NBN"	59	2.73	0.00643	0.0734	"GSE37745"
"NCK2"	38	2.72	0.0065	0.0736	"GSE37745"
"NKIRAS2"	65	2.72	0.00656	0.0739	"GSE37745"
"GPR158"	45	2.71	0.00665	0.0747	"GSE37745"
"MRPL12"	179	2.71	0.00669	0.0747	"GSE37745"
"PREB"	42	2.71	0.00671	0.0747	"GSE37745"
"PGBD1"	87	2.71	0.00671	0.0747	"GSE37745"
"ZNF519"	37	2.71	0.00673	0.0747	"GSE37745"
"YWHAQ"	40	2.71	0.00674	0.0747	"GSE37745"
"SGPL1"	70	2.71	0.00682	0.0751	"GSE37745"
"FOXD1"	35	2.71	0.00682	0.0751	"GSE37745"
"ADA"	112	2.7	0.00696	0.0761	"GSE37745"
"RIPK2"	75	2.7	0.00699	0.0761	"GSE37745"
"GMFB"	127	2.69	0.00711	0.0763	"GSE37745"
"MAPK6"	62	2.69	0.00716	0.0765	"GSE37745"
"NUP98"	73	2.69	0.00718	0.0765	"GSE37745"
"RGS20"	32	2.69	0.00723	0.0766	"GSE37745"
"YBX1"	72	2.68	0.00733	0.077	"GSE37745"
"AVPR1A"	66	2.68	0.00734	0.077	"GSE37745"
"ERO1A"	43	2.68	0.00736	0.077	"GSE37745"
"GTF2H3"	108	2.68	0.00738	0.077	"GSE37745"
"U2AF2"	87	2.68	0.00741	0.0771	"GSE37745"
"MED10"	73	2.68	0.00744	0.0772	"GSE37745"
"MPP2"	36	2.67	0.00748	0.0772	"GSE37745"
"PHIP"	100	2.67	0.00759	0.0775	"GSE37745"
"BAZ1A"	47	2.67	0.00759	0.0775	"GSE37745"
"MED27"	93	2.67	0.00763	0.0777	"GSE37745"
"NPM1"	45	2.67	0.00767	0.0779	"GSE37745"
"SAP30"	53	2.66	0.00774	0.0779	"GSE37745"
"CAVIN4"	34	2.66	0.00785	0.0785	"GSE37745"
"SCARB1"	55	2.65	0.00794	0.0789	"GSE37745"
"CHUK"	108	2.65	0.00795	0.0789	"GSE37745"
"GPS1"	72	2.65	0.008	0.0792	"GSE37745"
"SNX6"	85	2.65	0.00805	0.0794	"GSE37745"
"YAF2"	151	2.65	0.00809	0.0794	"GSE37745"
"ZNF530"	27	2.64	0.00823	0.0805	"GSE37745"
"ZNF256"	44	2.64	0.00829	0.0805	"GSE37745"
"MUTYH"	58	2.64	0.0083	0.0805	"GSE37745"
"ORC2"	78	2.64	0.00833	0.0806	"GSE37745"
"BRMS1L"	159	2.63	0.00847	0.0817	"GSE37745"
"DLL3"	104	2.63	0.00851	0.0817	"GSE37745"
"TBK1"	67	2.62	0.00868	0.0823	"GSE37745"
"PDAP1"	106	2.62	0.00868	0.0823	"GSE37745"
"GZMB"	71	2.62	0.00869	0.0823	"GSE37745"
"NFKBIB"	34	2.62	0.00874	0.0826	"GSE37745"
"TBC1D7"	84	2.62	0.0088	0.0828	"GSE37745"
"TFPT"	64	2.62	0.00887	0.0831	"GSE37745"
"FIBP"	64	2.61	0.00895	0.0832	"GSE37745"
"SPHK1"	84	2.61	0.00896	0.0832	"GSE37745"
"PRMT5"	124	2.61	0.00904	0.0836	"GSE37745"
"MDC1"	73	2.61	0.00906	0.0836	"GSE37745"
"SLIRP"	117	2.61	0.00912	0.084	"GSE37745"
"ARL5B"	74	2.6	0.00923	0.0841	"GSE37745"
"GIT1"	62	2.6	0.00926	0.0841	"GSE37745"
"TUSC3"	57	2.6	0.00928	0.0841	"GSE37745"
"NR2C1"	53	2.6	0.0093	0.0841	"GSE37745"
"GTF2H4"	96	2.6	0.00932	0.0841	"GSE37745"
"HASPIN"	124	2.6	0.00936	0.0841	"GSE37745"
"EIF2AK4"	32	2.6	0.00945	0.0843	"GSE37745"
"ADAM17"	37	2.6	0.00946	0.0843	"GSE37745"
"NFXL1"	67	2.59	0.00951	0.0847	"GSE37745"
"HDGF"	102	2.59	0.00963	0.0849	"GSE37745"
"SLC7A1"	78	2.58	0.00976	0.0854	"GSE37745"
"CBX2"	66	2.58	0.00978	0.0855	"GSE37745"
"HOXD10"	38	2.58	0.00983	0.0858	"GSE37745"
"NEDD8"	84	2.58	0.00985	0.0858	"GSE37745"
"TGIF2"	30	2.58	0.00995	0.0862	"GSE37745"
"TAF11"	93	2.58	0.01	0.0865	"GSE37745"
"NSD3"	66	2.57	0.0101	0.0872	"GSE37745"
"CREM"	74	2.57	0.0102	0.0879	"GSE37745"
"CLP1"	95	2.57	0.0103	0.0882	"GSE37745"
"OR51E1"	37	2.56	0.0103	0.0882	"GSE37745"
"FOXN2"	47	2.56	0.0103	0.0882	"GSE37745"
"MAMSTR"	77	2.56	0.0104	0.0885	"GSE37745"
"TERF1"	51	2.56	0.0105	0.0892	"GSE37745"
"ATF5"	49	2.56	0.0106	0.0897	"GSE37745"
"IDH2"	67	2.55	0.0108	0.0911	"GSE37745"
"ZNF572"	49	2.54	0.0111	0.0928	"GSE37745"
"FKBP1A"	51	2.54	0.0111	0.0931	"GSE37745"
"RPL7"	118	2.54	0.0112	0.0931	"GSE37745"
"ZNF142"	50	2.54	0.0112	0.0932	"GSE37745"
"THOC1"	56	2.54	0.0112	0.0932	"GSE37745"
"ZNF133"	84	2.53	0.0113	0.0935	"GSE37745"
"HOXA3"	40	2.53	0.0114	0.0936	"GSE37745"
"CABYR"	114	2.53	0.0115	0.0939	"GSE37745"
"IL12RB2"	56	2.52	0.0116	0.0945	"GSE37745"
"DDX1"	48	2.52	0.0117	0.095	"GSE37745"
"TAF2"	110	2.52	0.0118	0.0954	"GSE37745"
"ZNF668"	36	2.51	0.0119	0.0964	"GSE37745"
"BANP"	29	2.5	0.0123	0.0988	"GSE37745"
"ZFP42"	43	2.5	0.0125	0.0995	"GSE37745"
"GNG4"	110	2.49	0.0126	0.1	"GSE37745"
"FBXO11"	99	2.49	0.0126	0.1	"GSE37745"
"FGF18"	98	2.49	0.0127	0.1	"GSE37745"
"POU2F2"	69	2.49	0.0128	0.101	"GSE37745"
"TARBP2"	84	2.49	0.0128	0.101	"GSE37745"
"VPS25"	80	2.49	0.0129	0.101	"GSE37745"
"ZNF93"	66	2.48	0.0131	0.102	"GSE37745"
"ZRANB3"	39	2.47	0.0137	0.106	"GSE37745"
"SCAND1"	68	2.46	0.014	0.107	"GSE37745"
"ARNTL2"	65	2.46	0.0141	0.107	"GSE37745"
"MTOR"	75	2.45	0.0141	0.108	"GSE37745"
"IGFBP3"	28	2.45	0.0142	0.108	"GSE37745"
"PSMD9"	100	2.45	0.0142	0.108	"GSE37745"
"CASP8AP2"	74	2.44	0.0146	0.11	"GSE37745"
"CASP3"	41	2.44	0.0147	0.111	"GSE37745"
"ACAP2"	133	2.44	0.0148	0.111	"GSE37745"
"ZFP69B"	69	2.44	0.0148	0.111	"GSE37745"
"ZNF239"	76	2.44	0.0148	0.111	"GSE37745"
"CDK2"	92	2.43	0.0152	0.113	"GSE37745"
"CTNNAL1"	28	2.42	0.0155	0.114	"GSE37745"
"ZNF343"	77	2.42	0.0155	0.114	"GSE37745"
"MICB"	42	2.42	0.0156	0.115	"GSE37745"
"BAX"	57	2.42	0.0157	0.115	"GSE37745"
"ZNF257"	32	2.41	0.0157	0.115	"GSE37745"
"ZNF544"	27	2.41	0.0162	0.118	"GSE37745"
"CCDC59"	68	2.41	0.0162	0.118	"GSE37745"
"NOCT"	66	2.4	0.0163	0.118	"GSE37745"
"PSMC5"	84	2.4	0.0164	0.119	"GSE37745"
"TAF4B"	52	2.39	0.0166	0.12	"GSE37745"
"ARHGAP19"	79	2.39	0.0167	0.12	"GSE37745"
"GTF2E1"	63	2.39	0.0167	0.12	"GSE37745"
"GOLT1B"	73	2.39	0.017	0.122	"GSE37745"
"ARL6"	134	2.38	0.0172	0.123	"GSE37745"
"TADA2A"	55	2.38	0.0172	0.123	"GSE37745"
"SPTBN1"	53	2.38	0.0174	0.124	"GSE37745"
"CHD7"	111	2.38	0.0175	0.124	"GSE37745"
"RCOR2"	62	2.37	0.0176	0.124	"GSE37745"
"CDCA7"	26	2.37	0.0177	0.125	"GSE37745"
"LEO1"	84	2.37	0.0177	0.125	"GSE37745"
"THAP12"	55	2.37	0.0178	0.125	"GSE37745"
"NCLN"	87	2.36	0.0183	0.127	"GSE37745"
"PTK2"	75	2.36	0.0183	0.127	"GSE37745"
"NELFCD"	66	2.36	0.0184	0.128	"GSE37745"
"PDCD11"	105	2.35	0.0186	0.128	"GSE37745"
"PARP1"	118	2.35	0.0186	0.129	"GSE37745"
"ZNF507"	53	2.35	0.0187	0.129	"GSE37745"
"DEK"	70	2.35	0.0189	0.13	"GSE37745"
"ELP1"	53	2.35	0.019	0.13	"GSE37745"
"TRIB3"	46	2.34	0.0191	0.13	"GSE37745"
"PTGES3"	102	2.34	0.0191	0.13	"GSE37745"
"GTF2A1"	63	2.34	0.0195	0.132	"GSE37745"
"COPS3"	103	2.34	0.0195	0.132	"GSE37745"
"ST18"	52	2.33	0.0197	0.133	"GSE37745"
"BUD31"	51	2.33	0.0199	0.134	"GSE37745"
"SMAP1"	65	2.33	0.02	0.134	"GSE37745"
"FGF11"	36	2.32	0.0204	0.136	"GSE37745"
"HIST1H2BJ"	41	2.32	0.0204	0.136	"GSE37745"
"TLK2"	45	2.31	0.0206	0.136	"GSE37745"
"APEX1"	84	2.3	0.0216	0.142	"GSE37745"
"FOXH1"	30	2.3	0.0216	0.142	"GSE37745"
"ZBTB10"	106	2.29	0.022	0.144	"GSE37745"
"IL2RA"	83	2.29	0.022	0.144	"GSE37745"
"MED1"	30	2.29	0.0221	0.144	"GSE37745"
"MYB"	33	2.29	0.0221	0.144	"GSE37745"
"FLT1"	80	2.29	0.0222	0.144	"GSE37745"
"MAP2K6"	73	2.28	0.0223	0.144	"GSE37745"
"ZNF765"	55	2.28	0.0224	0.145	"GSE37745"
"NR2C2"	53	2.28	0.0224	0.145	"GSE37745"
"CDH2"	64	2.28	0.0225	0.145	"GSE37745"
"PHF5A"	62	2.28	0.0226	0.145	"GSE37745"
"NIF3L1"	84	2.28	0.0228	0.146	"GSE37745"
"GNB1"	70	2.28	0.0229	0.146	"GSE37745"
"POLR2K"	115	2.27	0.0231	0.147	"GSE37745"
"CLTCL1"	33	2.26	0.0237	0.15	"GSE37745"
"ZUP1"	52	2.26	0.0238	0.15	"GSE37745"
"TNFSF4"	41	2.25	0.0245	0.153	"GSE37745"
"WSB2"	80	2.25	0.0246	0.153	"GSE37745"
"ASB13"	29	2.24	0.0248	0.154	"GSE37745"
"PTGES2"	91	2.24	0.0249	0.154	"GSE37745"
"MTA3"	32	2.24	0.025	0.155	"GSE37745"
"ARHGAP39"	75	2.24	0.0253	0.155	"GSE37745"
"SOX12"	71	2.24	0.0253	0.155	"GSE37745"
"MTF2"	93	2.23	0.0254	0.156	"GSE37745"
"RBCK1"	49	2.23	0.0254	0.156	"GSE37745"
"ARL2"	53	2.23	0.0256	0.156	"GSE37745"
"HOXD11"	53	2.23	0.0259	0.158	"GSE37745"
"POLR3F"	103	2.22	0.0263	0.16	"GSE37745"
"ALX1"	69	2.22	0.0265	0.161	"GSE37745"
"HOXC4"	43	2.22	0.0267	0.161	"GSE37745"
"CARS"	65	2.21	0.0268	0.162	"GSE37745"
"PHF6"	64	2.21	0.0269	0.162	"GSE37745"
"FANCE"	68	2.21	0.027	0.163	"GSE37745"
"BNIP3"	66	2.2	0.0276	0.166	"GSE37745"
"TBPL1"	64	2.2	0.0276	0.166	"GSE37745"
"ZNF578"	26	2.2	0.0277	0.166	"GSE37745"
"CHRNA5"	147	2.2	0.0278	0.166	"GSE37745"
"POU4F1"	29	2.2	0.0279	0.166	"GSE37745"
"CEBPZ"	46	2.2	0.0281	0.167	"GSE37745"
"RAB39B"	69	2.2	0.0281	0.167	"GSE37745"
"MAP3K4"	58	2.19	0.0282	0.167	"GSE37745"
"FAT1"	25	2.19	0.0286	0.169	"GSE37745"
"TCF3"	70	2.19	0.0287	0.169	"GSE37745"
"WT1"	70	2.18	0.0292	0.172	"GSE37745"
"HDAC1"	60	2.18	0.0293	0.172	"GSE37745"
"PRAME"	51	2.18	0.0294	0.172	"GSE37745"
"TRIAP1"	86	2.18	0.0295	0.173	"GSE37745"
"LANCL2"	37	2.18	0.0296	0.173	"GSE37745"
"FANCL"	45	2.17	0.0297	0.173	"GSE37745"
"RPS6KB2"	57	2.17	0.0298	0.174	"GSE37745"
"PTHLH"	84	2.17	0.03	0.175	"GSE37745"
"CORO1C"	74	2.17	0.0303	0.175	"GSE37745"
"CRABP1"	31	2.17	0.0303	0.175	"GSE37745"
"PDK1"	57	2.16	0.0308	0.177	"GSE37745"
"GAL"	49	2.16	0.0311	0.179	"GSE37745"
"EID3"	62	2.16	0.0311	0.179	"GSE37745"
"DGKZ"	53	2.15	0.0313	0.179	"GSE37745"
"FGD1"	44	2.15	0.0314	0.179	"GSE37745"
"CNOT2"	71	2.15	0.0315	0.18	"GSE37745"
"STK25"	35	2.15	0.0316	0.18	"GSE37745"
"SPOCK3"	34	2.15	0.0319	0.181	"GSE37745"
"POLR2I"	55	2.14	0.0323	0.183	"GSE37745"
"ATXN3"	110	2.14	0.0324	0.183	"GSE37745"
"SNAI1"	58	2.14	0.0325	0.183	"GSE37745"
"STAM"	36	2.14	0.0326	0.183	"GSE37745"
"TAS2R5"	29	2.13	0.033	0.185	"GSE37745"
"RPS6KC1"	117	2.13	0.0331	0.186	"GSE37745"
"SNCAIP"	49	2.13	0.0334	0.187	"GSE37745"
"ZNF696"	72	2.12	0.0337	0.189	"GSE37745"
"ZNF71"	59	2.12	0.0338	0.189	"GSE37745"
"GPHN"	100	2.12	0.0341	0.19	"GSE37745"
"NFRKB"	48	2.12	0.0342	0.19	"GSE37745"
"ARFGEF2"	79	2.12	0.0342	0.19	"GSE37745"
"LTB4R"	29	2.12	0.0344	0.191	"GSE37745"
"SARNP"	89	2.11	0.0345	0.192	"GSE37745"
"EYA2"	71	2.11	0.0348	0.193	"GSE37745"
"EHMT1"	72	2.11	0.0349	0.193	"GSE37745"
"ZNF770"	40	2.11	0.0351	0.194	"GSE37745"
"ESF1"	87	2.1	0.0357	0.196	"GSE37745"
"E2F5"	132	2.1	0.0358	0.196	"GSE37745"
"VPS72"	80	2.1	0.0358	0.196	"GSE37745"
"KDM1A"	124	2.1	0.0359	0.196	"GSE37745"
"ELOC"	129	2.1	0.0359	0.196	"GSE37745"
"RPN1"	52	2.09	0.0363	0.198	"GSE37745"
"ILF2"	121	2.09	0.0366	0.199	"GSE37745"
"ATXN7L3"	80	2.09	0.0366	0.199	"GSE37745"
"CALM3"	26	2.09	0.0367	0.199	"GSE37745"
"NFYB"	153	2.09	0.037	0.2	"GSE37745"
"TIGD3"	44	2.08	0.0371	0.2	"GSE37745"
"MCHR1"	45	2.08	0.0371	0.2	"GSE37745"
"ZMYND19"	69	2.08	0.0378	0.203	"GSE37745"
"BCL10"	64	2.08	0.038	0.203	"GSE37745"
"ZNF681"	37	2.07	0.0381	0.204	"GSE37745"
"LRP12"	75	2.07	0.0383	0.204	"GSE37745"
"RBBP7"	66	2.07	0.0383	0.204	"GSE37745"
"ZFAND3"	46	2.07	0.0383	0.204	"GSE37745"
"ZBTB24"	75	2.07	0.0385	0.204	"GSE37745"
"SAP30BP"	53	2.06	0.0394	0.207	"GSE37745"
"DDX20"	98	2.06	0.0396	0.207	"GSE37745"
"CSNK2A1"	52	2.05	0.04	0.209	"GSE37745"
"CCR10"	54	2.05	0.0408	0.212	"GSE37745"
"ZCCHC3"	56	2.04	0.041	0.212	"GSE37745"
"ZC3H15"	65	2.04	0.041	0.212	"GSE37745"
"IMPA1"	62	2.04	0.0411	0.212	"GSE37745"
"EFS"	41	2.04	0.0412	0.212	"GSE37745"
"SETD3"	35	2.04	0.0412	0.212	"GSE37745"
"PLAGL2"	41	2.04	0.0412	0.212	"GSE37745"
"UTP11"	62	2.04	0.0413	0.213	"GSE37745"
"SENP2"	101	2.04	0.0414	0.213	"GSE37745"
"SIX3"	26	2.03	0.0419	0.214	"GSE37745"
"EID2"	50	2.03	0.0422	0.216	"GSE37745"
"TIGD1"	42	2.02	0.0431	0.219	"GSE37745"
"GCLC"	64	2.02	0.0434	0.22	"GSE37745"
"MRPL28"	77	2.02	0.0434	0.22	"GSE37745"
"HOXC6"	49	2.02	0.0438	0.221	"GSE37745"
"PAFAH1B2"	56	2.02	0.0438	0.221	"GSE37745"
"TLE3"	29	2.02	0.0439	0.221	"GSE37745"
"ZBTB2"	52	2.01	0.044	0.221	"GSE37745"
"RPL7L1"	54	2.01	0.0441	0.222	"GSE37745"
"IL11"	73	2.01	0.0443	0.222	"GSE37745"
"DLL1"	55	2.01	0.0445	0.223	"GSE37745"
"ZNF670"	72	2.01	0.0446	0.223	"GSE37745"
"HINFP"	43	2	0.0453	0.225	"GSE37745"
"GPR157"	26	2	0.0453	0.225	"GSE37745"
"GRAP2"	31	2	0.0453	0.225	"GSE37745"
"ANP32A"	73	2	0.0453	0.225	"GSE37745"
"MAFG"	65	2	0.046	0.228	"GSE37745"
"MAP3K8"	63	2	0.046	0.228	"GSE37745"
"RAB2B"	33	1.99	0.0463	0.229	"GSE37745"
"DFFA"	86	1.99	0.0464	0.229	"GSE37745"
"IRAK1BP1"	85	1.99	0.0464	0.229	"GSE37745"
"ARHGAP20"	127	-1.99	0.0465	0.229	"GSE37745"
"FUT8"	85	-2	0.0455	0.226	"GSE37745"
"CDC42EP3"	59	-2	0.0453	0.225	"GSE37745"
"FLNA"	98	-2	0.0453	0.225	"GSE37745"
"PTGIR"	36	-2.01	0.0447	0.223	"GSE37745"
"TBCK"	59	-2.01	0.0446	0.223	"GSE37745"
"MS4A8"	113	-2.01	0.0444	0.223	"GSE37745"
"RXRA"	56	-2.01	0.0442	0.222	"GSE37745"
"TRHDE"	34	-2.01	0.044	0.221	"GSE37745"
"IL13RA2"	29	-2.01	0.0439	0.221	"GSE37745"
"NEK6"	46	-2.02	0.0438	0.221	"GSE37745"
"BTG2"	51	-2.02	0.0431	0.219	"GSE37745"
"PLCB4"	25	-2.03	0.0426	0.217	"GSE37745"
"TACSTD2"	139	-2.03	0.0425	0.217	"GSE37745"
"TLE2"	46	-2.03	0.0424	0.217	"GSE37745"
"AKAP7"	82	-2.03	0.042	0.215	"GSE37745"
"ZNF319"	44	-2.03	0.0419	0.214	"GSE37745"
"IL23R"	40	-2.04	0.0416	0.213	"GSE37745"
"ENG"	112	-2.04	0.0415	0.213	"GSE37745"
"ZMYM6"	98	-2.04	0.0415	0.213	"GSE37745"
"ZFP36"	42	-2.04	0.0412	0.212	"GSE37745"
"IRX5"	58	-2.04	0.0409	0.212	"GSE37745"
"GFRA2"	62	-2.05	0.0408	0.212	"GSE37745"
"FOXA2"	127	-2.05	0.0407	0.212	"GSE37745"
"STARD8"	38	-2.05	0.0405	0.212	"GSE37745"
"RCAN2"	58	-2.05	0.0403	0.211	"GSE37745"
"DUSP1"	36	-2.05	0.04	0.209	"GSE37745"
"IFT172"	89	-2.06	0.0395	0.207	"GSE37745"
"ZFP90"	36	-2.06	0.0395	0.207	"GSE37745"
"NTRK3"	54	-2.06	0.0395	0.207	"GSE37745"
"TRIM13"	36	-2.06	0.0393	0.207	"GSE37745"
"PLAT"	69	-2.06	0.0393	0.207	"GSE37745"
"IFNAR1"	57	-2.06	0.0391	0.206	"GSE37745"
"CAV2"	146	-2.07	0.0387	0.204	"GSE37745"
"FAM13B"	128	-2.07	0.0386	0.204	"GSE37745"
"ITGB4"	128	-2.07	0.0386	0.204	"GSE37745"
"ASAP3"	72	-2.07	0.0386	0.204	"GSE37745"
"FSTL1"	49	-2.07	0.0386	0.204	"GSE37745"
"ACVR2A"	106	-2.07	0.0385	0.204	"GSE37745"
"KAT2B"	89	-2.07	0.0383	0.204	"GSE37745"
"TCEAL8"	107	-2.07	0.0381	0.204	"GSE37745"
"PPP2R5E"	62	-2.08	0.0373	0.2	"GSE37745"
"PTPRD"	77	-2.08	0.0372	0.2	"GSE37745"
"AR"	63	-2.08	0.0372	0.2	"GSE37745"
"MOAP1"	64	-2.09	0.037	0.2	"GSE37745"
"EGR1"	53	-2.09	0.0368	0.199	"GSE37745"
"ASMTL"	63	-2.09	0.0366	0.199	"GSE37745"
"TCEAL2"	64	-2.09	0.0363	0.198	"GSE37745"
"EPHB6"	83	-2.1	0.0359	0.196	"GSE37745"
"SSTR1"	44	-2.1	0.0358	0.196	"GSE37745"
"SIRT3"	45	-2.1	0.0358	0.196	"GSE37745"
"MED8"	46	-2.1	0.0357	0.196	"GSE37745"
"LGALS3BP"	51	-2.1	0.0357	0.196	"GSE37745"
"CCL16"	31	-2.1	0.0356	0.196	"GSE37745"
"SH2D3C"	97	-2.11	0.0352	0.194	"GSE37745"
"ATF6"	32	-2.11	0.0346	0.192	"GSE37745"
"RIPK3"	66	-2.13	0.0335	0.187	"GSE37745"
"ACAD8"	62	-2.13	0.0329	0.185	"GSE37745"
"EPHA10"	42	-2.14	0.0323	0.183	"GSE37745"
"ZNF608"	66	-2.14	0.0321	0.182	"GSE37745"
"ZNF175"	44	-2.14	0.032	0.181	"GSE37745"
"ESRRG"	71	-2.15	0.0319	0.181	"GSE37745"
"SOX18"	30	-2.15	0.0319	0.181	"GSE37745"
"ITGA3"	84	-2.15	0.0318	0.181	"GSE37745"
"CX3CL1"	93	-2.15	0.0315	0.18	"GSE37745"
"SPSB3"	62	-2.16	0.0309	0.177	"GSE37745"
"ABCC9"	27	-2.16	0.0305	0.176	"GSE37745"
"TXNDC17"	69	-2.16	0.0305	0.176	"GSE37745"
"ZDHHC2"	57	-2.16	0.0305	0.176	"GSE37745"
"IL31RA"	26	-2.17	0.0304	0.175	"GSE37745"
"S1PR1"	63	-2.17	0.0302	0.175	"GSE37745"
"SH2D3A"	83	-2.17	0.0301	0.175	"GSE37745"
"DAPK1"	51	-2.17	0.03	0.175	"GSE37745"
"SAP30L"	84	-2.18	0.0294	0.172	"GSE37745"
"ZCWPW1"	38	-2.18	0.0293	0.172	"GSE37745"
"ZSCAN4"	41	-2.18	0.0292	0.172	"GSE37745"
"DNASE1L3"	35	-2.19	0.0288	0.17	"GSE37745"
"ETV5"	42	-2.19	0.0286	0.169	"GSE37745"
"ELK3"	104	-2.19	0.0282	0.167	"GSE37745"
"SMARCA2"	87	-2.19	0.0282	0.167	"GSE37745"
"ARHGEF3"	53	-2.2	0.0279	0.167	"GSE37745"
"DNM2"	72	-2.2	0.0277	0.166	"GSE37745"
"TNIK"	84	-2.2	0.0277	0.166	"GSE37745"
"SMURF2"	99	-2.21	0.0269	0.162	"GSE37745"
"SCGB1A1"	120	-2.22	0.0263	0.16	"GSE37745"
"IGBP1"	52	-2.22	0.0263	0.16	"GSE37745"
"CAPS"	139	-2.23	0.026	0.158	"GSE37745"
"TRAF6"	42	-2.23	0.0256	0.156	"GSE37745"
"ZFPM2"	81	-2.24	0.0254	0.156	"GSE37745"
"FOXQ1"	113	-2.24	0.0253	0.155	"GSE37745"
