"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"CD300C"	45	-2.09	0.0365	0.2	"GSE37745"
"CCT6B"	51	-2.09	0.0365	0.2	"GSE37745"
"GPR171"	31	-2.09	0.0364	0.2	"GSE37745"
"CDKN2AIP"	51	-2.09	0.0364	0.199	"GSE37745"
"GPR183"	37	-2.09	0.0362	0.199	"GSE37745"
"NEDD9"	76	-2.1	0.0361	0.199	"GSE37745"
"FGD3"	66	-2.1	0.0359	0.199	"GSE37745"
"APC"	105	-2.1	0.0358	0.199	"GSE37745"
"LDLRAP1"	101	-2.1	0.0357	0.199	"GSE37745"
"ADGRF1"	132	-2.1	0.0356	0.198	"GSE37745"
"IRF2"	91	-2.1	0.0354	0.198	"GSE37745"
"CD80"	54	-2.1	0.0354	0.198	"GSE37745"
"FGFBP1"	64	-2.1	0.0354	0.198	"GSE37745"
"ZNF430"	83	-2.11	0.0353	0.198	"GSE37745"
"PREX2"	87	-2.11	0.0353	0.198	"GSE37745"
"GPR18"	30	-2.11	0.0348	0.196	"GSE37745"
"BST2"	46	-2.11	0.0345	0.195	"GSE37745"
"ZNF382"	38	-2.11	0.0345	0.195	"GSE37745"
"HLA-DOB"	58	-2.12	0.0343	0.194	"GSE37745"
"UNC5C"	82	-2.12	0.0342	0.194	"GSE37745"
"TERF2IP"	47	-2.12	0.0342	0.194	"GSE37745"
"TMPRSS2"	82	-2.12	0.034	0.193	"GSE37745"
"MGST2"	109	-2.12	0.0338	0.193	"GSE37745"
"UBE2I"	69	-2.12	0.0336	0.192	"GSE37745"
"GPAT3"	67	-2.13	0.0333	0.191	"GSE37745"
"THEMIS"	27	-2.13	0.0329	0.19	"GSE37745"
"ZNF354A"	69	-2.14	0.0327	0.189	"GSE37745"
"GLI3"	51	-2.14	0.0325	0.188	"GSE37745"
"CDC42EP4"	59	-2.14	0.0325	0.188	"GSE37745"
"ETV1"	104	-2.14	0.0325	0.188	"GSE37745"
"CREBBP"	45	-2.14	0.0324	0.188	"GSE37745"
"BACH2"	68	-2.14	0.0324	0.188	"GSE37745"
"RGS5"	93	-2.14	0.0323	0.188	"GSE37745"
"NFKB1"	48	-2.14	0.0322	0.188	"GSE37745"
"ZNF521"	110	-2.14	0.0321	0.188	"GSE37745"
"CSF2RB"	51	-2.14	0.0321	0.188	"GSE37745"
"TNFRSF1B"	57	-2.14	0.032	0.188	"GSE37745"
"FZD1"	94	-2.14	0.032	0.188	"GSE37745"
"DAPK1"	51	-2.15	0.0319	0.188	"GSE37745"
"APOE"	56	-2.15	0.0317	0.187	"GSE37745"
"LCP2"	68	-2.15	0.0314	0.186	"GSE37745"
"TP53BP1"	57	-2.15	0.0312	0.185	"GSE37745"
"FGF2"	27	-2.16	0.031	0.184	"GSE37745"
"EEF1D"	80	-2.16	0.0309	0.184	"GSE37745"
"RPS27L"	46	-2.16	0.0306	0.183	"GSE37745"
"FCGRT"	62	-2.17	0.0304	0.182	"GSE37745"
"TCEAL2"	64	-2.17	0.0303	0.181	"GSE37745"
"ARHGAP42"	44	-2.17	0.0302	0.181	"GSE37745"
"ZNF23"	56	-2.17	0.0301	0.181	"GSE37745"
"F2RL1"	60	-2.17	0.0301	0.181	"GSE37745"
"CDS1"	92	-2.17	0.0298	0.18	"GSE37745"
"SIGLEC8"	28	-2.18	0.0296	0.179	"GSE37745"
"CIR1"	31	-2.18	0.0292	0.178	"GSE37745"
"HHIP"	64	-2.18	0.0292	0.178	"GSE37745"
"CD48"	62	-2.18	0.029	0.177	"GSE37745"
"CNTLN"	62	-2.18	0.0289	0.177	"GSE37745"
"FBXW4"	37	-2.18	0.0289	0.177	"GSE37745"
"LILRB5"	31	-2.19	0.0288	0.177	"GSE37745"
"ARHGEF12"	78	-2.19	0.0284	0.175	"GSE37745"
"YPEL5"	80	-2.19	0.0282	0.174	"GSE37745"
"UIMC1"	55	-2.2	0.0281	0.174	"GSE37745"
"PDE4A"	100	-2.2	0.028	0.174	"GSE37745"
"L3MBTL3"	52	-2.2	0.0279	0.173	"GSE37745"
"RCHY1"	85	-2.2	0.0278	0.173	"GSE37745"
"PRKG1"	130	-2.21	0.0274	0.171	"GSE37745"
"TCEAL8"	107	-2.21	0.0274	0.171	"GSE37745"
"ESR1"	39	-2.21	0.0271	0.17	"GSE37745"
"RXRA"	56	-2.21	0.0271	0.17	"GSE37745"
"ITGAL"	62	-2.21	0.0271	0.17	"GSE37745"
"AGTR2"	79	-2.22	0.0267	0.168	"GSE37745"
"SLC11A1"	58	-2.22	0.0265	0.167	"GSE37745"
"ZBTB20"	68	-2.22	0.0264	0.167	"GSE37745"
"NTRK3"	54	-2.22	0.0263	0.167	"GSE37745"
"PRKCA"	70	-2.22	0.0263	0.167	"GSE37745"
"NDN"	54	-2.22	0.0263	0.167	"GSE37745"
"GARNL3"	27	-2.22	0.0261	0.167	"GSE37745"
"FRY"	123	-2.22	0.0261	0.167	"GSE37745"
"NR5A2"	39	-2.22	0.0261	0.167	"GSE37745"
"PARP14"	65	-2.22	0.0261	0.167	"GSE37745"
"NLRC3"	40	-2.23	0.0261	0.167	"GSE37745"
"CD53"	57	-2.23	0.026	0.167	"GSE37745"
"S100A10"	80	-2.23	0.0259	0.167	"GSE37745"
"GEM"	59	-2.23	0.0258	0.166	"GSE37745"
"CAP1"	45	-2.23	0.0255	0.165	"GSE37745"
"PCSK9"	31	-2.23	0.0255	0.165	"GSE37745"
"TRIP6"	106	-2.23	0.0254	0.165	"GSE37745"
"REPS2"	74	-2.24	0.0253	0.165	"GSE37745"
"PTPRD"	77	-2.24	0.0249	0.163	"GSE37745"
"LIMK1"	69	-2.24	0.0248	0.163	"GSE37745"
"CBLB"	77	-2.25	0.0246	0.162	"GSE37745"
"ZNF564"	72	-2.25	0.0245	0.162	"GSE37745"
"BHLHE41"	61	-2.25	0.0244	0.161	"GSE37745"
"RASSF4"	85	-2.26	0.0241	0.16	"GSE37745"
"RAB9A"	45	-2.26	0.024	0.16	"GSE37745"
"SQSTM1"	30	-2.26	0.024	0.16	"GSE37745"
"RAB9B"	40	-2.26	0.024	0.16	"GSE37745"
"PLXND1"	39	-2.26	0.0239	0.16	"GSE37745"
"CASP10"	50	-2.26	0.0238	0.16	"GSE37745"
"ITGA3"	84	-2.26	0.0238	0.16	"GSE37745"
"SERTAD2"	32	-2.26	0.0237	0.159	"GSE37745"
"DOK5"	54	-2.26	0.0236	0.159	"GSE37745"
"NAB2"	43	-2.26	0.0236	0.159	"GSE37745"
"NR2F2"	51	-2.26	0.0236	0.159	"GSE37745"
"SRI"	86	-2.26	0.0235	0.159	"GSE37745"
"HGF"	80	-2.27	0.0235	0.159	"GSE37745"
"GPR87"	72	-2.27	0.0231	0.157	"GSE37745"
"EPHA10"	42	-2.27	0.023	0.157	"GSE37745"
"NCK1"	57	-2.28	0.0228	0.156	"GSE37745"
"PER3"	82	-2.28	0.0228	0.156	"GSE37745"
"GNGT2"	31	-2.28	0.0228	0.156	"GSE37745"
"BCAR3"	67	-2.28	0.0226	0.155	"GSE37745"
"SLA"	61	-2.28	0.0226	0.155	"GSE37745"
"ITGAX"	42	-2.28	0.0225	0.155	"GSE37745"
"CLDN4"	63	-2.28	0.0223	0.154	"GSE37745"
"AFDN"	47	-2.28	0.0223	0.154	"GSE37745"
"GAS7"	72	-2.29	0.0221	0.153	"GSE37745"
"ZDHHC9"	79	-2.29	0.0221	0.153	"GSE37745"
"ZNF330"	46	-2.29	0.0221	0.153	"GSE37745"
"HCFC2"	92	-2.29	0.022	0.153	"GSE37745"
"ZDHHC15"	64	-2.29	0.0218	0.152	"GSE37745"
"DNASE1L3"	35	-2.3	0.0217	0.152	"GSE37745"
"NOSTRIN"	47	-2.3	0.0216	0.151	"GSE37745"
"GATA3"	40	-2.3	0.0216	0.151	"GSE37745"
"IL10RA"	61	-2.3	0.0215	0.151	"GSE37745"
"ZDHHC21"	72	-2.3	0.0214	0.151	"GSE37745"
"PSTPIP1"	56	-2.3	0.0214	0.151	"GSE37745"
"PLCXD3"	32	-2.3	0.0212	0.15	"GSE37745"
"RBPMS"	55	-2.3	0.0212	0.15	"GSE37745"
"LGR6"	54	-2.31	0.0211	0.15	"GSE37745"
"GATA2"	52	-2.31	0.021	0.15	"GSE37745"
"ZFPM2"	81	-2.31	0.021	0.15	"GSE37745"
"OLIG1"	28	-2.31	0.0209	0.15	"GSE37745"
"DST"	114	-2.31	0.0209	0.15	"GSE37745"
"TMOD2"	53	-2.31	0.0209	0.15	"GSE37745"
"APBB1IP"	44	-2.32	0.0205	0.147	"GSE37745"
"IKZF1"	62	-2.32	0.0204	0.147	"GSE37745"
"IL7R"	34	-2.32	0.0204	0.147	"GSE37745"
"SOCS2"	54	-2.32	0.0203	0.147	"GSE37745"
"ARHGAP9"	69	-2.32	0.0202	0.147	"GSE37745"
"PLK2"	46	-2.33	0.0199	0.145	"GSE37745"
"VDR"	97	-2.33	0.0197	0.144	"GSE37745"
"INPP5D"	30	-2.33	0.0196	0.144	"GSE37745"
"PDE4B"	32	-2.34	0.0194	0.142	"GSE37745"
"GIT2"	44	-2.34	0.0194	0.142	"GSE37745"
"SERPINB9"	48	-2.34	0.0191	0.141	"GSE37745"
"NOD1"	70	-2.34	0.0191	0.141	"GSE37745"
"COL4A3BP"	128	-2.34	0.0191	0.141	"GSE37745"
"PPIC"	38	-2.34	0.0191	0.141	"GSE37745"
"WLS"	87	-2.35	0.0189	0.141	"GSE37745"
"GHR"	98	-2.35	0.0189	0.141	"GSE37745"
"LAT"	48	-2.35	0.0188	0.141	"GSE37745"
"TNFRSF11A"	39	-2.35	0.0188	0.141	"GSE37745"
"PRKAR2B"	37	-2.35	0.0185	0.14	"GSE37745"
"STAT5A"	69	-2.36	0.0185	0.139	"GSE37745"
"MAP3K5"	86	-2.36	0.0185	0.139	"GSE37745"
"GLIS2"	45	-2.36	0.0184	0.139	"GSE37745"
"TRHDE"	34	-2.36	0.0184	0.139	"GSE37745"
"TNFSF9"	57	-2.36	0.0182	0.138	"GSE37745"
"NKX3-1"	32	-2.36	0.0181	0.138	"GSE37745"
"PLA2G1B"	92	-2.36	0.0181	0.138	"GSE37745"
"MAPK9"	35	-2.37	0.0179	0.137	"GSE37745"
"ZNF717"	62	-2.37	0.0178	0.136	"GSE37745"
"IL31RA"	26	-2.37	0.0177	0.136	"GSE37745"
"EPHA4"	61	-2.37	0.0177	0.136	"GSE37745"
"GFRA1"	64	-2.37	0.0177	0.136	"GSE37745"
"TFEC"	71	-2.37	0.0177	0.136	"GSE37745"
"STAT6"	62	-2.37	0.0176	0.136	"GSE37745"
"SPOP"	29	-2.37	0.0175	0.136	"GSE37745"
"CNIH3"	46	-2.38	0.0175	0.136	"GSE37745"
"RASGRP2"	34	-2.38	0.0175	0.136	"GSE37745"
"NLRP1"	30	-2.38	0.0175	0.136	"GSE37745"
"HDAC9"	55	-2.38	0.0173	0.135	"GSE37745"
"ZKSCAN7"	62	-2.38	0.0173	0.135	"GSE37745"
"ZC3H12C"	35	-2.38	0.0173	0.135	"GSE37745"
"CD44"	60	-2.38	0.0172	0.135	"GSE37745"
"PIK3CG"	49	-2.38	0.0172	0.135	"GSE37745"
"TAL1"	66	-2.38	0.0172	0.135	"GSE37745"
"NPHP4"	39	-2.39	0.017	0.135	"GSE37745"
"LPAR5"	59	-2.39	0.0168	0.133	"GSE37745"
"MEOX2"	107	-2.4	0.0165	0.131	"GSE37745"
"ZSWIM5"	49	-2.4	0.0164	0.131	"GSE37745"
"CD81"	87	-2.4	0.0164	0.131	"GSE37745"
"CCL2"	34	-2.4	0.0164	0.131	"GSE37745"
"EGR2"	30	-2.4	0.0162	0.13	"GSE37745"
"NKD2"	91	-2.41	0.016	0.128	"GSE37745"
"TCEAL7"	128	-2.41	0.0159	0.128	"GSE37745"
"MACC1"	99	-2.41	0.0158	0.128	"GSE37745"
"KLRB1"	45	-2.42	0.0155	0.125	"GSE37745"
"ASB3"	89	-2.43	0.0153	0.124	"GSE37745"
"MST1R"	90	-2.43	0.0152	0.124	"GSE37745"
"ZNF658"	58	-2.43	0.0152	0.124	"GSE37745"
"HBEGF"	55	-2.43	0.015	0.123	"GSE37745"
"TLR4"	60	-2.44	0.0148	0.121	"GSE37745"
"TXNDC17"	69	-2.44	0.0148	0.121	"GSE37745"
"GPR146"	78	-2.44	0.0146	0.12	"GSE37745"
"RPS6KA1"	67	-2.44	0.0145	0.12	"GSE37745"
"ARHGAP29"	42	-2.44	0.0145	0.12	"GSE37745"
"CLEC7A"	50	-2.44	0.0145	0.12	"GSE37745"
"PPT1"	38	-2.44	0.0145	0.12	"GSE37745"
"ZNF319"	44	-2.45	0.0142	0.119	"GSE37745"
"DMD"	45	-2.45	0.0141	0.118	"GSE37745"
"THRB"	68	-2.45	0.0141	0.118	"GSE37745"
"TCEAL4"	75	-2.46	0.0141	0.118	"GSE37745"
"HEYL"	28	-2.46	0.0138	0.116	"GSE37745"
"ZNF540"	100	-2.46	0.0138	0.116	"GSE37745"
"ZNF826P"	40	-2.47	0.0137	0.116	"GSE37745"
"GADD45B"	69	-2.47	0.0134	0.114	"GSE37745"
"TIGD2"	67	-2.47	0.0134	0.114	"GSE37745"
"C3AR1"	76	-2.47	0.0134	0.114	"GSE37745"
"NFAM1"	43	-2.48	0.0132	0.113	"GSE37745"
"TADA2B"	52	-2.49	0.0129	0.111	"GSE37745"
"CAMK1"	58	-2.49	0.0129	0.111	"GSE37745"
"ZMYND12"	73	-2.49	0.0128	0.111	"GSE37745"
"PML"	51	-2.49	0.0127	0.11	"GSE37745"
"SGK1"	62	-2.49	0.0126	0.11	"GSE37745"
"TOX2"	38	-2.5	0.0126	0.11	"GSE37745"
"NCOA4"	58	-2.5	0.0124	0.108	"GSE37745"
"ZNF441"	56	-2.5	0.0124	0.108	"GSE37745"
"ZNF311"	29	-2.5	0.0123	0.108	"GSE37745"
"TBX2"	100	-2.5	0.0123	0.108	"GSE37745"
"TNFSF13B"	47	-2.51	0.0122	0.108	"GSE37745"
"ABLIM3"	42	-2.51	0.0122	0.108	"GSE37745"
"SNCA"	68	-2.51	0.012	0.107	"GSE37745"
"LPXN"	61	-2.51	0.012	0.106	"GSE37745"
"ZNF626"	40	-2.52	0.0117	0.104	"GSE37745"
"PBXIP1"	82	-2.52	0.0117	0.104	"GSE37745"
"MS4A7"	84	-2.52	0.0116	0.104	"GSE37745"
"TXNIP"	91	-2.52	0.0116	0.104	"GSE37745"
"ZNF117"	83	-2.52	0.0116	0.104	"GSE37745"
"LRCH4"	36	-2.52	0.0116	0.104	"GSE37745"
"MAPK1"	50	-2.53	0.0116	0.104	"GSE37745"
"RRAS"	99	-2.53	0.0115	0.104	"GSE37745"
"PDE5A"	72	-2.53	0.0115	0.104	"GSE37745"
"TSPO"	115	-2.53	0.0113	0.103	"GSE37745"
"NFATC2"	55	-2.54	0.0112	0.102	"GSE37745"
"TNFRSF10C"	50	-2.54	0.0112	0.102	"GSE37745"
"DUSP6"	99	-2.54	0.0111	0.102	"GSE37745"
"BIRC3"	66	-2.54	0.011	0.101	"GSE37745"
"SMAD6"	70	-2.55	0.0109	0.1	"GSE37745"
"RASA1"	79	-2.55	0.0109	0.1	"GSE37745"
"RGS10"	107	-2.55	0.0108	0.0999	"GSE37745"
"SPRY1"	67	-2.55	0.0108	0.0999	"GSE37745"
"ZNF354B"	51	-2.55	0.0108	0.0999	"GSE37745"
"MAML2"	117	-2.56	0.0106	0.0986	"GSE37745"
"SH2D3C"	97	-2.56	0.0106	0.0984	"GSE37745"
"FLRT3"	54	-2.57	0.0103	0.0967	"GSE37745"
"DUSP16"	41	-2.57	0.0103	0.0967	"GSE37745"
"UACA"	77	-2.57	0.0102	0.0957	"GSE37745"
"ZNF185"	76	-2.57	0.0102	0.0957	"GSE37745"
"TAPT1"	86	-2.57	0.0101	0.095	"GSE37745"
"RAC2"	93	-2.58	0.00998	0.0945	"GSE37745"
"GUCY1A2"	98	-2.58	0.00994	0.0945	"GSE37745"
"MAP3K6"	95	-2.58	0.00992	0.0945	"GSE37745"
"MAGI2"	84	-2.58	0.00992	0.0945	"GSE37745"
"TBX3"	45	-2.58	0.00991	0.0945	"GSE37745"
"PTAFR"	70	-2.58	0.0099	0.0945	"GSE37745"
"IL1R1"	61	-2.58	0.00988	0.0945	"GSE37745"
"FRYL"	53	-2.58	0.0098	0.0945	"GSE37745"
"PYCARD"	83	-2.58	0.0098	0.0945	"GSE37745"
"CD40"	44	-2.59	0.00972	0.0945	"GSE37745"
"TLE4"	57	-2.59	0.0097	0.0945	"GSE37745"
"MAF"	96	-2.59	0.00962	0.0945	"GSE37745"
"TRIM5"	69	-2.6	0.00943	0.0935	"GSE37745"
"MAPK10"	59	-2.6	0.00942	0.0935	"GSE37745"
"CNR1"	54	-2.6	0.00941	0.0935	"GSE37745"
"PLCH1"	58	-2.6	0.00941	0.0935	"GSE37745"
"SOX7"	71	-2.6	0.00936	0.0935	"GSE37745"
"NFE2L3"	31	-2.6	0.00935	0.0935	"GSE37745"
"F2RL2"	54	-2.6	0.00934	0.0935	"GSE37745"
"TACSTD2"	139	-2.6	0.00927	0.0935	"GSE37745"
"TSC22D2"	82	-2.6	0.00925	0.0935	"GSE37745"
"ARHGAP30"	74	-2.6	0.00922	0.0935	"GSE37745"
"TMEM101"	49	-2.61	0.00912	0.0933	"GSE37745"
"ADORA3"	44	-2.61	0.00912	0.0933	"GSE37745"
"HIVEP3"	78	-2.61	0.00912	0.0933	"GSE37745"
"MAPKAPK3"	89	-2.61	0.00907	0.0933	"GSE37745"
"SPRED2"	73	-2.61	0.00907	0.0933	"GSE37745"
"POU2F3"	54	-2.61	0.00903	0.0933	"GSE37745"
"TBC1D8B"	97	-2.62	0.00887	0.0928	"GSE37745"
"ZNF436"	80	-2.62	0.00885	0.0928	"GSE37745"
"SCTR"	75	-2.62	0.00884	0.0928	"GSE37745"
"RXFP1"	29	-2.62	0.00879	0.0928	"GSE37745"
"ADORA2B"	62	-2.62	0.00879	0.0928	"GSE37745"
"PRKCE"	72	-2.62	0.00875	0.0928	"GSE37745"
"LAT2"	68	-2.62	0.00873	0.0928	"GSE37745"
"PPP2CB"	62	-2.62	0.00873	0.0928	"GSE37745"
"ARL11"	44	-2.62	0.00867	0.0926	"GSE37745"
"DOK4"	61	-2.63	0.00866	0.0926	"GSE37745"
"GNG7"	68	-2.63	0.00862	0.0926	"GSE37745"
"IFI16"	81	-2.63	0.00862	0.0926	"GSE37745"
"CMKLR1"	67	-2.63	0.00855	0.0926	"GSE37745"
"SPRY4"	126	-2.63	0.00853	0.0926	"GSE37745"
"AHR"	112	-2.63	0.0085	0.0926	"GSE37745"
"GPR65"	55	-2.63	0.0085	0.0926	"GSE37745"
"HDAC11"	91	-2.63	0.00849	0.0926	"GSE37745"
"RCOR1"	66	-2.63	0.00846	0.0926	"GSE37745"
"ADRB2"	92	-2.63	0.00844	0.0926	"GSE37745"
"TNIK"	84	-2.64	0.00841	0.0926	"GSE37745"
"JUN"	30	-2.64	0.00839	0.0926	"GSE37745"
"STRADB"	53	-2.64	0.00832	0.0926	"GSE37745"
"ACAD8"	62	-2.64	0.00831	0.0926	"GSE37745"
"MAFB"	65	-2.64	0.00828	0.0926	"GSE37745"
"TGFBR3"	144	-2.64	0.00828	0.0926	"GSE37745"
"GPBP1"	59	-2.64	0.00821	0.0924	"GSE37745"
"MGLL"	87	-2.64	0.00821	0.0924	"GSE37745"
"MS4A6A"	55	-2.64	0.0082	0.0924	"GSE37745"
"RAB33B"	72	-2.64	0.0082	0.0924	"GSE37745"
"ARHGAP27"	58	-2.65	0.00816	0.0924	"GSE37745"
"ANK3"	134	-2.65	0.0081	0.0923	"GSE37745"
"LGR4"	58	-2.65	0.0081	0.0923	"GSE37745"
"EPHA2"	105	-2.65	0.0081	0.0923	"GSE37745"
"ANXA1"	55	-2.65	0.00808	0.0923	"GSE37745"
"TRIM22"	108	-2.65	0.00799	0.0919	"GSE37745"
"RAP1A"	77	-2.65	0.00795	0.0916	"GSE37745"
"XPC"	54	-2.65	0.00794	0.0916	"GSE37745"
"MS4A4A"	65	-2.66	0.00787	0.0913	"GSE37745"
"KMT2E"	95	-2.66	0.00786	0.0913	"GSE37745"
"TIAM1"	45	-2.66	0.00775	0.0908	"GSE37745"
"ARHGAP25"	43	-2.66	0.00774	0.0908	"GSE37745"
"PMEPA1"	63	-2.67	0.00765	0.09	"GSE37745"
"LY96"	41	-2.67	0.00763	0.09	"GSE37745"
"SMAD7"	89	-2.67	0.00759	0.0899	"GSE37745"
"TEF"	57	-2.67	0.00755	0.0897	"GSE37745"
"AGER"	100	-2.67	0.00752	0.0896	"GSE37745"
"MDFIC"	103	-2.67	0.0075	0.0896	"GSE37745"
"P2RY13"	74	-2.68	0.00746	0.0896	"GSE37745"
"DNAJB6"	37	-2.68	0.00745	0.0896	"GSE37745"
"PILRA"	38	-2.68	0.00745	0.0896	"GSE37745"
"TBX5"	108	-2.68	0.0074	0.0896	"GSE37745"
"ZNF804A"	35	-2.68	0.00732	0.0896	"GSE37745"
"RASL12"	68	-2.68	0.00727	0.0894	"GSE37745"
"EVI2A"	61	-2.68	0.00726	0.0894	"GSE37745"
"RAMP3"	82	-2.69	0.00724	0.0894	"GSE37745"
"NRGN"	50	-2.69	0.00723	0.0894	"GSE37745"
"CLEC5A"	76	-2.69	0.00718	0.0894	"GSE37745"
"ADCY9"	94	-2.69	0.00717	0.0894	"GSE37745"
"SEC31A"	32	-2.69	0.00716	0.0894	"GSE37745"
"KLF2"	72	-2.69	0.00714	0.0894	"GSE37745"
"IKZF2"	89	-2.69	0.00708	0.0893	"GSE37745"
"TBC1D4"	34	-2.69	0.00707	0.0893	"GSE37745"
"TLR8"	64	-2.69	0.00706	0.0893	"GSE37745"
"INPP5B"	58	-2.7	0.007	0.0893	"GSE37745"
"MYH11"	111	-2.7	0.00697	0.0893	"GSE37745"
"ZNF44"	62	-2.7	0.00696	0.0893	"GSE37745"
"RGS3"	131	-2.7	0.00696	0.0893	"GSE37745"
"ITGA2"	63	-2.7	0.00695	0.0893	"GSE37745"
"ARID4A"	145	-2.7	0.00688	0.0893	"GSE37745"
"IL22RA2"	40	-2.7	0.00688	0.0893	"GSE37745"
"VAV1"	61	-2.7	0.00687	0.0893	"GSE37745"
"PTK7"	58	-2.71	0.00676	0.0887	"GSE37745"
"GABPB2"	42	-2.71	0.00675	0.0887	"GSE37745"
"ACKR1"	105	-2.71	0.00673	0.0887	"GSE37745"
"HLA-DOA"	68	-2.71	0.00669	0.0887	"GSE37745"
"KLF9"	54	-2.71	0.00668	0.0887	"GSE37745"
"ANXA3"	48	-2.71	0.00667	0.0887	"GSE37745"
"NEDD4"	52	-2.71	0.00666	0.0887	"GSE37745"
"NDRG2"	81	-2.71	0.00663	0.0887	"GSE37745"
"S1PR1"	63	-2.72	0.00662	0.0887	"GSE37745"
"ADH1A"	49	-2.72	0.00661	0.0887	"GSE37745"
"ZC3H6"	94	-2.72	0.0066	0.0887	"GSE37745"
"CASP1"	82	-2.72	0.0066	0.0887	"GSE37745"
"ZCWPW2"	47	-2.72	0.00652	0.0887	"GSE37745"
"RAPGEF5"	59	-2.72	0.00649	0.0887	"GSE37745"
"ZMAT1"	93	-2.72	0.00646	0.0887	"GSE37745"
"ROBO2"	116	-2.73	0.00635	0.0887	"GSE37745"
"ARL2BP"	54	-2.73	0.00634	0.0887	"GSE37745"
"TNFSF8"	65	-2.73	0.00633	0.0887	"GSE37745"
"GPR34"	80	-2.73	0.00632	0.0887	"GSE37745"
"ARHGEF3"	53	-2.73	0.00625	0.0887	"GSE37745"
"SMARCA2"	87	-2.74	0.00623	0.0887	"GSE37745"
"TIPARP"	84	-2.74	0.00623	0.0887	"GSE37745"
"CYTH3"	84	-2.74	0.00615	0.0887	"GSE37745"
"CXCL16"	63	-2.74	0.00615	0.0887	"GSE37745"
"CDC42EP3"	59	-2.74	0.00614	0.0887	"GSE37745"
"SPARCL1"	154	-2.74	0.00613	0.0887	"GSE37745"
"PDE2A"	30	-2.75	0.00601	0.0884	"GSE37745"
"TLR5"	101	-2.75	0.00598	0.0883	"GSE37745"
"HRH1"	41	-2.75	0.00598	0.0883	"GSE37745"
"RAP2C"	80	-2.75	0.0059	0.0876	"GSE37745"
"ZNF608"	66	-2.75	0.00587	0.0875	"GSE37745"
"PLAT"	69	-2.75	0.00587	0.0875	"GSE37745"
"FGD2"	54	-2.76	0.00587	0.0875	"GSE37745"
"IRAK2"	35	-2.76	0.00584	0.0875	"GSE37745"
"IRF8"	45	-2.76	0.00583	0.0875	"GSE37745"
"HLX"	54	-2.76	0.00582	0.0875	"GSE37745"
"TYROBP"	106	-2.76	0.00581	0.0875	"GSE37745"
"RORC"	61	-2.76	0.00578	0.0875	"GSE37745"
"TSC22D3"	47	-2.76	0.00576	0.0875	"GSE37745"
"KLF8"	67	-2.76	0.00576	0.0875	"GSE37745"
"LDB2"	112	-2.76	0.00573	0.0875	"GSE37745"
"NEK6"	46	-2.76	0.00569	0.0875	"GSE37745"
"TNFSF10"	109	-2.77	0.00569	0.0875	"GSE37745"
"PRDM5"	77	-2.77	0.00567	0.0875	"GSE37745"
"DLC1"	79	-2.77	0.00555	0.0875	"GSE37745"
"CHRDL1"	124	-2.77	0.00555	0.0875	"GSE37745"
"MYD88"	85	-2.77	0.00553	0.0875	"GSE37745"
"BAIAP2"	60	-2.78	0.00551	0.0875	"GSE37745"
"IGSF6"	90	-2.78	0.00549	0.0875	"GSE37745"
"MARCO"	57	-2.78	0.00541	0.0875	"GSE37745"
"CBX7"	87	-2.78	0.0054	0.0875	"GSE37745"
"SH2B3"	53	-2.78	0.00539	0.0875	"GSE37745"
"CCRL2"	47	-2.78	0.00536	0.0875	"GSE37745"
"MS4A2"	105	-2.78	0.00536	0.0875	"GSE37745"
"TCF21"	185	-2.79	0.00529	0.0875	"GSE37745"
"HPGD"	95	-2.79	0.00527	0.0875	"GSE37745"
"MNDA"	87	-2.79	0.00525	0.0875	"GSE37745"
"PRDM6"	92	-2.79	0.00524	0.0875	"GSE37745"
"MITF"	105	-2.79	0.00523	0.0875	"GSE37745"
"HOXD1"	117	-2.79	0.00519	0.0875	"GSE37745"
"DUOX1"	52	-2.79	0.00519	0.0875	"GSE37745"
"SH3RF1"	82	-2.8	0.00519	0.0875	"GSE37745"
"LTB"	45	-2.8	0.00517	0.0875	"GSE37745"
"FAM13B"	128	-2.8	0.00514	0.0875	"GSE37745"
"DOK2"	77	-2.8	0.00513	0.0875	"GSE37745"
"PTEN"	74	-2.8	0.00513	0.0875	"GSE37745"
"NTRK2"	60	-2.8	0.00512	0.0875	"GSE37745"
"RGS18"	37	-2.8	0.00509	0.0875	"GSE37745"
"PPP2R5A"	93	-2.8	0.00507	0.0875	"GSE37745"
"PEG3"	98	-2.8	0.00505	0.0875	"GSE37745"
"LMO3"	108	-2.8	0.00505	0.0875	"GSE37745"
"NR3C2"	100	-2.8	0.00505	0.0875	"GSE37745"
"CD33"	57	-2.8	0.00503	0.0875	"GSE37745"
"CLEC4A"	36	-2.81	0.005	0.0875	"GSE37745"
"MUC1"	89	-2.81	0.00493	0.0875	"GSE37745"
"TEK"	74	-2.81	0.00491	0.0875	"GSE37745"
"CAPN3"	126	-2.81	0.00488	0.0875	"GSE37745"
"MAGI3"	97	-2.81	0.00488	0.0875	"GSE37745"
"SMARCD3"	43	-2.82	0.00486	0.0875	"GSE37745"
"CNTN6"	49	-2.82	0.00484	0.0875	"GSE37745"
"ITGA1"	72	-2.82	0.00483	0.0875	"GSE37745"
"NFE2"	43	-2.82	0.00481	0.0875	"GSE37745"
"FOS"	65	-2.82	0.0048	0.0875	"GSE37745"
