"sg"	"sr"	"n"	"pvalue"	"qvalue"	"overlapVector"
"TRNA_METABOLIC_PROCESS"	119	2	0	0.0389296594976941	0.169036679397882	""
"BIOPOLYMER_BIOSYNTHETIC_PROCESS"	119	2	0	0.0389296594976941	0.169036679397882	""
"INTERCELLULAR_JUNCTION_ASSEMBLY_AND_MAINTENANCE"	119	2	0	0.0389296594976941	0.169036679397882	""
"RRNA_PROCESSING"	119	2	0	0.0389296594976941	0.169036679397882	""
"ESTABLISHMENT_OF_VESICLE_LOCALIZATION"	119	2	0	0.0389296594976941	0.169036679397882	""
"HEME_BIOSYNTHETIC_PROCESS"	119	2	0	0.0389296594976941	0.169036679397882	""
"PROTEIN_AMINO_ACID_LIPIDATION"	119	2	0	0.0389296594976941	0.169036679397882	""
"MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION_AND_BIOGENESIS"	119	2	0	0.0389296594976941	0.169036679397882	""
"SODIUM_ION_TRANSPORT"	119	2	0	0.0389296594976941	0.169036679397882	""
"COFACTOR_TRANSPORT"	119	2	0	0.0389296594976941	0.169036679397882	""
"VESICLE_LOCALIZATION"	119	2	0	0.0389296594976941	0.169036679397882	""
"MRNA_SPLICE_SITE_SELECTION"	119	2	0	0.0389296594976941	0.169036679397882	""
"ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT"	119	2	0	0.0389296594976941	0.169036679397882	""
"TRICARBOXYLIC_ACID_CYCLE_INTERMEDIATE_METABOLIC_PROCESS"	119	2	0	0.0389296594976941	0.169036679397882	""
"CENTROSOME_CYCLE"	119	2	0	0.0389296594976941	0.169036679397882	""
"POLYSACCHARIDE_METABOLIC_PROCESS"	119	2	0	0.0389296594976941	0.169036679397882	""
"CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS"	119	2	0	0.0389296594976941	0.169036679397882	""
"CARBOHYDRATE_CATABOLIC_PROCESS"	119	2	0	0.0389296594976941	0.169036679397882	""
"HEME_METABOLIC_PROCESS"	119	2	0	0.0389296594976941	0.169036679397882	""
"CELLULAR_POLYSACCHARIDE_METABOLIC_PROCESS"	119	2	0	0.0389296594976941	0.169036679397882	""
"POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION"	119	17	1	0.0429893314900239	0.170101671363404	"ZAP70"
"NITROGEN_COMPOUND_METABOLIC_PROCESS"	119	17	1	0.0429893314900239	0.170101671363404	"CHST11"
"RESPONSE_TO_OXIDATIVE_STRESS"	119	17	1	0.0429893314900239	0.170101671363404	"CCL5"
"REGULATION_OF_JNK_ACTIVITY"	119	17	1	0.0429893314900239	0.170101671363404	"MAP4K1"
"SECRETION_BY_CELL"	119	40	2	0.0431996745513698	0.168111941060755	"CCL5 CCL8"
"REGULATION_OF_PHOSPHORYLATION"	119	40	2	0.0431996745513698	0.168111941060755	"CCND2 HCLS1"
"REGULATION_OF_TRANSCRIPTION_FACTOR_ACTIVITY"	119	40	2	0.0431996745513698	0.168111941060755	"NLRC3 PRKCQ"
"PROTEIN_KINASE_CASCADE"	119	279	9	0.0470163665663538	0.181254684192719	"APOL3 C5AR1 FPR1 HCLS1 MAP4K1 NLRC3 STAT4 STAT5A TNFAIP3"
"METAL_ION_TRANSPORT"	119	18	1	0.0477541198014948	0.183242552726666	"CCL8"
"CELL_DEVELOPMENT"	119	362	11	0.0512639205292577	0.195799696465915	"BTK CD14 CD2 GPR65 GZMA GZMB IL1B IL2RA IL2RB LCK PTPRC"
"PROTEIN_AMINO_ACID_PHOSPHORYLATION"	119	208	7	0.051569425027417	0.196058873952161	"BTK CCND2 HCLS1 LCK MAP4K1 PRKCB STK10"
"NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS"	119	19	1	0.052701397666469	0.198532662442178	"PTPRC"
"PEPTIDYL_TYROSINE_PHOSPHORYLATION"	119	19	1	0.052701397666469	0.198532662442178	"HCLS1"
"PEPTIDYL_TYROSINE_MODIFICATION"	119	19	1	0.052701397666469	0.198532662442178	"HCLS1"
"SPLICEOSOME_ASSEMBLY"	119	3	0	0.057827110013189	0.203877631456756	""
"REGULATION_OF_CELLULAR_PH"	119	3	0	0.057827110013189	0.203877631456756	""
"LYSOSOME_ORGANIZATION_AND_BIOGENESIS"	119	3	0	0.057827110013189	0.203877631456756	""
"AMINO_ACID_TRANSPORT"	119	3	0	0.057827110013189	0.203877631456756	""
"SPERMATID_DEVELOPMENT"	119	3	0	0.057827110013189	0.203877631456756	""
"ORGANIC_ACID_TRANSPORT"	119	3	0	0.057827110013189	0.203877631456756	""
"CYTOPLASM_ORGANIZATION_AND_BIOGENESIS"	119	3	0	0.057827110013189	0.203877631456756	""
"RESPONSE_TO_TOXIN"	119	3	0	0.057827110013189	0.203877631456756	""
"GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS"	119	3	0	0.057827110013189	0.203877631456756	""
"RESPONSE_TO_HEAT"	119	3	0	0.057827110013189	0.203877631456756	""
"SPERM_MOTILITY"	119	3	0	0.057827110013189	0.203877631456756	""
"AMINO_ACID_CATABOLIC_PROCESS"	119	3	0	0.057827110013189	0.203877631456756	""
"PROTEIN_STABILIZATION"	119	3	0	0.057827110013189	0.203877631456756	""
"CALCIUM_INDEPENDENT_CELL_CELL_ADHESION"	119	3	0	0.057827110013189	0.203877631456756	""
"AMINE_CATABOLIC_PROCESS"	119	3	0	0.057827110013189	0.203877631456756	""
"CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS"	119	3	0	0.057827110013189	0.203877631456756	""
"CARBOXYLIC_ACID_TRANSPORT"	119	3	0	0.057827110013189	0.203877631456756	""
"EMBRYO_IMPLANTATION"	119	3	0	0.057827110013189	0.203877631456756	""
"VITAMIN_METABOLIC_PROCESS"	119	3	0	0.057827110013189	0.203877631456756	""
"LIPOPROTEIN_BIOSYNTHETIC_PROCESS"	119	3	0	0.057827110013189	0.203877631456756	""
"PROTEIN_AMINO_ACID_O_LINKED_GLYCOSYLATION"	119	3	0	0.057827110013189	0.203877631456756	""
"ACUTE_INFLAMMATORY_RESPONSE"	119	3	0	0.057827110013189	0.203877631456756	""
"COFACTOR_BIOSYNTHETIC_PROCESS"	119	3	0	0.057827110013189	0.203877631456756	""
"RRNA_METABOLIC_PROCESS"	119	3	0	0.057827110013189	0.203877631456756	""
"SPERMATID_DIFFERENTIATION"	119	3	0	0.057827110013189	0.203877631456756	""
"MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION"	119	3	0	0.057827110013189	0.203877631456756	""
"NITROGEN_COMPOUND_CATABOLIC_PROCESS"	119	3	0	0.057827110013189	0.203877631456756	""
"ANATOMICAL_STRUCTURE_DEVELOPMENT"	119	537	15	0.059789906932178	0.198897875883253	"BTK CD3D CD4 CMKLR1 CSF1 CXCL10 FLI1 HCLS1 IKZF1 ITGAX LCK MAFB MAP4K1 PTPRC ZAP70"
"REGULATION_OF_DNA_BINDING"	119	46	2	0.0610421437147133	0.202248066524652	"NLRC3 PRKCQ"
"HEMOSTASIS"	119	21	1	0.0631081688098055	0.207427248080038	"FLI1"
"REGULATION_OF_CYTOKINE_PRODUCTION"	119	21	1	0.0631081688098055	0.207427248080038	"IFNG"
"NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION"	119	21	1	0.0631081688098055	0.207427248080038	"MAFB"
"INTRACELLULAR_SIGNALING_CASCADE"	119	632	17	0.0673878412905393	0.219742960730019	"APOL3 BTK C5AR1 CCR1 ELMO1 FPR1 GZMA GZMB HCLS1 LCK MAP4K1 NLRC3 RHOG SIRPG STAT4 STAT5A TNFAIP3"
"POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY"	119	48	2	0.0676444604899708	0.219711338205614	"C5AR1 LCK"
"CATION_TRANSPORT"	119	22	1	0.0685507119827423	0.22134770013997	"CCL8"
"RESPONSE_TO_HORMONE_STIMULUS"	119	22	1	0.0685507119827423	0.22134770013997	"HCLS1"
"REGULATION_OF_CATALYTIC_ACTIVITY"	119	223	7	0.0715302199326795	0.229620355815022	"C5AR1 CCND2 CD4 FPR1 LCK MAP4K1 PTPRC"
"REGULATION_OF_CELL_ADHESION"	119	23	1	0.0741418303285035	0.237081434189982	"SIRPG"
"SYNAPTOGENESIS"	119	4	0	0.0763560430669702	0.229485375337889	""
"ENERGY_RESERVE_METABOLIC_PROCESS"	119	4	0	0.0763560430669702	0.229485375337889	""
"TRANSLATIONAL_INITIATION"	119	4	0	0.0763560430669702	0.229485375337889	""
"AEROBIC_RESPIRATION"	119	4	0	0.0763560430669702	0.229485375337889	""
"REGULATION_OF_TRANSLATIONAL_INITIATION"	119	4	0	0.0763560430669702	0.229485375337889	""
"MONOVALENT_INORGANIC_CATION_HOMEOSTASIS"	119	4	0	0.0763560430669702	0.229485375337889	""
"HOMOPHILIC_CELL_ADHESION"	119	4	0	0.0763560430669702	0.229485375337889	""
"NEGATIVE_REGULATION_OF_ANGIOGENESIS"	119	4	0	0.0763560430669702	0.229485375337889	""
"SUPEROXIDE_METABOLIC_PROCESS"	119	4	0	0.0763560430669702	0.229485375337889	""
"NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS"	119	4	0	0.0763560430669702	0.229485375337889	""
"MITOTIC_SISTER_CHROMATID_SEGREGATION"	119	4	0	0.0763560430669702	0.229485375337889	""
"COFACTOR_CATABOLIC_PROCESS"	119	4	0	0.0763560430669702	0.229485375337889	""
"REGULATION_OF_PH"	119	4	0	0.0763560430669702	0.229485375337889	""
"VACUOLE_ORGANIZATION_AND_BIOGENESIS"	119	4	0	0.0763560430669702	0.229485375337889	""
"ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION"	119	4	0	0.0763560430669702	0.229485375337889	""
"VACUOLAR_TRANSPORT"	119	4	0	0.0763560430669702	0.229485375337889	""
"SECONDARY_METABOLIC_PROCESS"	119	4	0	0.0763560430669702	0.229485375337889	""
"KERATINOCYTE_DIFFERENTIATION"	119	4	0	0.0763560430669702	0.229485375337889	""
"RESPONSE_TO_TEMPERATURE_STIMULUS"	119	4	0	0.0763560430669702	0.229485375337889	""
"RNA_EXPORT_FROM_NUCLEUS"	119	4	0	0.0763560430669702	0.229485375337889	""
"LYSOSOMAL_TRANSPORT"	119	4	0	0.0763560430669702	0.229485375337889	""
"STRIATED_MUSCLE_CONTRACTION_GO_0006941"	119	4	0	0.0763560430669702	0.229485375337889	""
"NLS_BEARING_SUBSTRATE_IMPORT_INTO_NUCLEUS"	119	4	0	0.0763560430669702	0.229485375337889	""
"BODY_FLUID_SECRETION"	119	4	0	0.0763560430669702	0.229485375337889	""
"RESPONSE_TO_IONIZING_RADIATION"	119	4	0	0.0763560430669702	0.229485375337889	""
"OVULATION_CYCLE"	119	4	0	0.0763560430669702	0.229485375337889	""
"PIGMENT_BIOSYNTHETIC_PROCESS"	119	4	0	0.0763560430669702	0.229485375337889	""
"PIGMENT_METABOLIC_PROCESS"	119	4	0	0.0763560430669702	0.229485375337889	""
"AROMATIC_COMPOUND_METABOLIC_PROCESS"	119	4	0	0.0763560430669702	0.229485375337889	""
"ACTIN_FILAMENT_BASED_MOVEMENT"	119	4	0	0.0763560430669702	0.229485375337889	""
"RIBOSOME_BIOGENESIS_AND_ASSEMBLY"	119	4	0	0.0763560430669702	0.229485375337889	""
"DETECTION_OF_BIOTIC_STIMULUS"	119	4	0	0.0763560430669702	0.229485375337889	""
"PHOSPHORYLATION"	119	228	7	0.0791094831504348	0.224279462539893	"BTK CCND2 HCLS1 LCK MAP4K1 PRKCB STK10"
"REGULATION_OF_BODY_FLUID_LEVELS"	119	24	1	0.0798736937284157	0.225284777182711	"FLI1"
"CASPASE_ACTIVATION"	119	24	1	0.0798736937284157	0.225284777182711	"LCK"
"SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION"	119	84	3	0.0827138783329809	0.232105270832344	"ELMO1 LCK RHOG"
"REGULATION_OF_BINDING"	119	53	2	0.0854905562810372	0.239083759091036	"NLRC3 PRKCQ"
"REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY"	119	25	1	0.0857387178744127	0.23896771029186	"CCND2"
"RESPONSE_TO_STRESS"	119	273	8	0.0877029175305517	0.243619215362644	"APOL3 C3AR1 CCL5 CCR1 CCR5 CCR7 CXCL10 MAP4K1"
"POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS"	119	157	5	0.0881187869808136	0.243953017648225	"BTK CD2 LCK PTPRC ZAP70"
"PROTEIN_METABOLIC_PROCESS"	119	527	14	0.0914790671478574	0.252408797314322	"BTK CCND2 CHST11 HCLS1 IL2RB LCK LPXN LTB MAP4K1 PRKCB PTPRC STK10 TLR1 TLR8"
"INDUCTION_OF_APOPTOSIS_BY_EXTRACELLULAR_SIGNALS"	119	26	1	0.0917295577647922	0.251836556259413	"BTK"
"CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS"	119	26	1	0.0917295577647922	0.251836556259413	"CHST11"
"INORGANIC_ANION_TRANSPORT"	119	5	0	0.094523585360364	0.249542265351361	""
"N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION"	119	5	0	0.094523585360364	0.249542265351361	""
"PROTEIN_AMINO_ACID_N_LINKED_GLYCOSYLATION"	119	5	0	0.094523585360364	0.249542265351361	""
"NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_TRANSPORT"	119	5	0	0.094523585360364	0.249542265351361	""
"REGULATION_OF_AXONOGENESIS"	119	5	0	0.094523585360364	0.249542265351361	""
"FATTY_ACID_OXIDATION"	119	5	0	0.094523585360364	0.249542265351361	""
"REGULATION_OF_HEART_CONTRACTION"	119	5	0	0.094523585360364	0.249542265351361	""
"REGULATION_OF_ACTION_POTENTIAL"	119	5	0	0.094523585360364	0.249542265351361	""
"CELLULAR_LIPID_CATABOLIC_PROCESS"	119	5	0	0.094523585360364	0.249542265351361	""
"GOLGI_VESICLE_TRANSPORT"	119	5	0	0.094523585360364	0.249542265351361	""
"S_PHASE_OF_MITOTIC_CELL_CYCLE"	119	5	0	0.094523585360364	0.249542265351361	""
"MITOTIC_SPINDLE_ORGANIZATION_AND_BIOGENESIS"	119	5	0	0.094523585360364	0.249542265351361	""
"MEIOTIC_RECOMBINATION"	119	5	0	0.094523585360364	0.249542265351361	""
"DEVELOPMENTAL_GROWTH"	119	5	0	0.094523585360364	0.249542265351361	""
"PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT"	119	5	0	0.094523585360364	0.249542265351361	""
"SISTER_CHROMATID_SEGREGATION"	119	5	0	0.094523585360364	0.249542265351361	""
"HETEROCYCLE_METABOLIC_PROCESS"	119	5	0	0.094523585360364	0.249542265351361	""
"MEMBRANE_FUSION"	119	5	0	0.094523585360364	0.249542265351361	""
"MICROTUBULE_BASED_MOVEMENT"	119	5	0	0.094523585360364	0.249542265351361	""
"SPINDLE_ORGANIZATION_AND_BIOGENESIS"	119	5	0	0.094523585360364	0.249542265351361	""
"CHROMOSOME_CONDENSATION"	119	5	0	0.094523585360364	0.249542265351361	""
"REGULATION_OF_VIRAL_REPRODUCTION"	119	5	0	0.094523585360364	0.249542265351361	""
"POSITIVE_REGULATION_OF_CASPASE_ACTIVITY"	119	27	1	0.097839101357313	0.249127341419084	"LCK"
"MEIOSIS_I"	119	6	0	0.112336726927914	0.275008307761215	""
"REGULATION_OF_SYNAPSE_STRUCTURE_AND_ACTIVITY"	119	6	0	0.112336726927914	0.275008307761215	""
"REGULATION_OF_PROTEIN_POLYMERIZATION"	119	6	0	0.112336726927914	0.275008307761215	""
"REGULATION_OF_MUSCLE_CONTRACTION"	119	6	0	0.112336726927914	0.275008307761215	""
"CARBOHYDRATE_TRANSPORT"	119	6	0	0.112336726927914	0.275008307761215	""
"FATTY_ACID_BIOSYNTHETIC_PROCESS"	119	6	0	0.112336726927914	0.275008307761215	""
"NUCLEOSOME_ASSEMBLY"	119	6	0	0.112336726927914	0.275008307761215	""
"LIPOPROTEIN_METABOLIC_PROCESS"	119	6	0	0.112336726927914	0.275008307761215	""
"LEUKOCYTE_CHEMOTAXIS"	119	6	0	0.112336726927914	0.275008307761215	""
"ELECTRON_TRANSPORT_GO_0006118"	119	6	0	0.112336726927914	0.275008307761215	""
"PROTEIN_EXPORT_FROM_NUCLEUS"	119	6	0	0.112336726927914	0.275008307761215	""
"POSITIVE_REGULATION_OF_CYTOKINE_SECRETION"	119	6	0	0.112336726927914	0.275008307761215	""
"SYNAPSE_ORGANIZATION_AND_BIOGENESIS"	119	6	0	0.112336726927914	0.275008307761215	""
"PHOSPHOINOSITIDE_BIOSYNTHETIC_PROCESS"	119	6	0	0.112336726927914	0.275008307761215	""
"GLIOGENESIS"	119	6	0	0.112336726927914	0.275008307761215	""
"PROTEIN_AMINO_ACID_ADP_RIBOSYLATION"	119	6	0	0.112336726927914	0.275008307761215	""
"RNA_SPLICINGVIA_TRANSESTERIFICATION_REACTIONS"	119	6	0	0.112336726927914	0.275008307761215	""
"POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION"	119	6	0	0.112336726927914	0.275008307761215	""
"CERAMIDE_METABOLIC_PROCESS"	119	6	0	0.112336726927914	0.275008307761215	""
"ENDOTHELIAL_CELL_MIGRATION"	119	6	0	0.112336726927914	0.275008307761215	""
"ACTIN_FILAMENT_BUNDLE_FORMATION"	119	6	0	0.112336726927914	0.275008307761215	""
"ORGANELLE_LOCALIZATION"	119	6	0	0.112336726927914	0.275008307761215	""
"NITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS"	119	6	0	0.112336726927914	0.275008307761215	""
"AMINE_TRANSPORT"	119	6	0	0.112336726927914	0.275008307761215	""
"RNA_CATABOLIC_PROCESS"	119	6	0	0.112336726927914	0.275008307761215	""
"TISSUE_DEVELOPMENT"	119	62	2	0.121964408453479	0.287487534211772	"BTK IKZF1"
"CARBOHYDRATE_METABOLIC_PROCESS"	119	31	1	0.123329882847544	0.289877929769869	"CHST11"
"MAPKKK_CASCADE_GO_0000165"	119	98	3	0.126414963263987	0.296285070149968	"C5AR1 FPR1 MAP4K1"
"PROTEIN_POLYUBIQUITINATION"	119	7	0	0.129802323736046	0.290997057288691	""
"LIPID_CATABOLIC_PROCESS"	119	7	0	0.129802323736046	0.290997057288691	""
"CYTOKINESIS"	119	7	0	0.129802323736046	0.290997057288691	""
"G2_M_TRANSITION_OF_MITOTIC_CELL_CYCLE"	119	7	0	0.129802323736046	0.290997057288691	""
"FEMALE_GAMETE_GENERATION"	119	7	0	0.129802323736046	0.290997057288691	""
"PROTEIN_TETRAMERIZATION"	119	7	0	0.129802323736046	0.290997057288691	""
"FOCAL_ADHESION_FORMATION"	119	7	0	0.129802323736046	0.290997057288691	""
"GLYCOPROTEIN_CATABOLIC_PROCESS"	119	7	0	0.129802323736046	0.290997057288691	""
"NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY"	119	7	0	0.129802323736046	0.290997057288691	""
"CELLULAR_RESPONSE_TO_STRESS"	119	7	0	0.129802323736046	0.290997057288691	""
"RESPONSE_TO_STEROID_HORMONE_STIMULUS"	119	7	0	0.129802323736046	0.290997057288691	""
"AMINO_ACID_METABOLIC_PROCESS"	119	7	0	0.129802323736046	0.290997057288691	""
"RNA_ELONGATION"	119	7	0	0.129802323736046	0.290997057288691	""
"REGULATION_OF_ACTIN_FILAMENT_LENGTH"	119	7	0	0.129802323736046	0.290997057288691	""
"DNA_REPLICATION_INITIATION"	119	7	0	0.129802323736046	0.290997057288691	""
"REGULATION_OF_CHROMOSOME_ORGANIZATION_AND_BIOGENESIS"	119	7	0	0.129802323736046	0.290997057288691	""
"ANION_TRANSPORT"	119	7	0	0.129802323736046	0.290997057288691	""
"MORPHOGENESIS_OF_AN_EPITHELIUM"	119	7	0	0.129802323736046	0.290997057288691	""
"REGULATION_OF_ACTIN_POLYMERIZATION_AND_OR_DEPOLYMERIZATION"	119	7	0	0.129802323736046	0.290997057288691	""
"POSITIVE_REGULATION_OF_PROTEIN_SECRETION"	119	7	0	0.129802323736046	0.290997057288691	""
"ICOSANOID_METABOLIC_PROCESS"	119	7	0	0.129802323736046	0.290997057288691	""
"SMOOTH_MUSCLE_CONTRACTION_GO_0006939"	119	7	0	0.129802323736046	0.290997057288691	""
"POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS"	119	7	0	0.129802323736046	0.290997057288691	""
"REGULATION_OF_NEUROGENESIS"	119	7	0	0.129802323736046	0.290997057288691	""
"POSITIVE_REGULATION_OF_CELL_MIGRATION"	119	7	0	0.129802323736046	0.290997057288691	""
"SPHINGOID_METABOLIC_PROCESS"	119	7	0	0.129802323736046	0.290997057288691	""
"AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS"	119	7	0	0.129802323736046	0.290997057288691	""
"POTASSIUM_ION_TRANSPORT"	119	7	0	0.129802323736046	0.290997057288691	""
"REGULATION_OF_PROTEIN_STABILITY"	119	7	0	0.129802323736046	0.290997057288691	""
"CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS"	119	7	0	0.129802323736046	0.290997057288691	""
"CELLULAR_RESPIRATION"	119	7	0	0.129802323736046	0.290997057288691	""
"DEPHOSPHORYLATION"	119	32	1	0.129933992694837	0.27842998434608	"PTPRC"
"CELL_CELL_ADHESION"	119	32	1	0.129933992694837	0.27842998434608	"SIRPG"
"PROTEIN_AMINO_ACID_DEPHOSPHORYLATION"	119	32	1	0.129933992694837	0.27842998434608	"PTPRC"
"REGULATION_OF_HYDROLASE_ACTIVITY"	119	64	2	0.13074062760794	0.278351013616905	"C5AR1 LCK"
"SECRETION"	119	64	2	0.13074062760794	0.278351013616905	"CCL5 CCL8"
"NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY"	119	33	1	0.136618689648719	0.289744007609751	"PTPRC"
"REGULATION_OF_DEVELOPMENTAL_PROCESS"	119	302	8	0.138736610700442	0.29348129186632	"BTK CD2 IL2RB LCK MAFB MAP4K1 PTPRC ZAP70"
"CELLULAR_PROTEIN_METABOLIC_PROCESS"	119	476	12	0.140584443840681	0.296629580993764	"BTK CCND2 CHST11 HCLS1 LCK LTB MAP4K1 PRKCB PTPRC STK10 TLR1 TLR8"
"CELLULAR_MACROMOLECULE_METABOLIC_PROCESS"	119	478	12	0.14378955076285	0.302618314743243	"BTK CCND2 CHST11 HCLS1 LCK LTB MAP4K1 PRKCB PTPRC STK10 TLR1 TLR8"
"TISSUE_MORPHOGENESIS"	119	8	0	0.146927100232724	0.29709523944117	""
"REGULATION_OF_HORMONE_SECRETION"	119	8	0	0.146927100232724	0.29709523944117	""
"COENZYME_METABOLIC_PROCESS"	119	8	0	0.146927100232724	0.29709523944117	""
"MYOBLAST_DIFFERENTIATION"	119	8	0	0.146927100232724	0.29709523944117	""
"MAINTENANCE_OF_CELLULAR_LOCALIZATION"	119	8	0	0.146927100232724	0.29709523944117	""
"MICROTUBULE_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS"	119	8	0	0.146927100232724	0.29709523944117	""
"EPITHELIAL_TO_MESENCHYMAL_TRANSITION"	119	8	0	0.146927100232724	0.29709523944117	""
"CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY"	119	8	0	0.146927100232724	0.29709523944117	""
"MITOCHONDRIAL_MEMBRANE_ORGANIZATION_AND_BIOGENESIS"	119	8	0	0.146927100232724	0.29709523944117	""
"INTERLEUKIN_2_PRODUCTION"	119	8	0	0.146927100232724	0.29709523944117	""
"NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT"	119	8	0	0.146927100232724	0.29709523944117	""
"LIPID_HOMEOSTASIS"	119	8	0	0.146927100232724	0.29709523944117	""
"CELL_DIVISION"	119	8	0	0.146927100232724	0.29709523944117	""
"REGULATED_SECRETORY_PATHWAY"	119	8	0	0.146927100232724	0.29709523944117	""
"G1_PHASE_OF_MITOTIC_CELL_CYCLE"	119	8	0	0.146927100232724	0.29709523944117	""
"NUCLEOTIDE_BIOSYNTHETIC_PROCESS"	119	8	0	0.146927100232724	0.29709523944117	""
"MAINTENANCE_OF_CELLULAR_PROTEIN_LOCALIZATION"	119	8	0	0.146927100232724	0.29709523944117	""
"NEGATIVE_REGULATION_OF_SECRETION"	119	8	0	0.146927100232724	0.29709523944117	""
"OXYGEN_AND_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS"	119	8	0	0.146927100232724	0.29709523944117	""
"ENDOSOME_TRANSPORT"	119	8	0	0.146927100232724	0.29709523944117	""
"REGULATION_OF_CELLULAR_COMPONENT_SIZE"	119	8	0	0.146927100232724	0.29709523944117	""
"NEGATIVE_REGULATION_OF_DNA_REPLICATION"	119	8	0	0.146927100232724	0.29709523944117	""
"POSITIVE_REGULATION_OF_ANGIOGENESIS"	119	8	0	0.146927100232724	0.29709523944117	""
"NEUROTRANSMITTER_SECRETION"	119	8	0	0.146927100232724	0.29709523944117	""
"PHOSPHOINOSITIDE_METABOLIC_PROCESS"	119	8	0	0.146927100232724	0.29709523944117	""
"PROTEIN_IMPORT_INTO_NUCLEUS_TRANSLOCATION"	119	8	0	0.146927100232724	0.29709523944117	""
"HORMONE_METABOLIC_PROCESS"	119	8	0	0.146927100232724	0.29709523944117	""
"MITOCHONDRIAL_TRANSPORT"	119	8	0	0.146927100232724	0.29709523944117	""
"MAINTENANCE_OF_PROTEIN_LOCALIZATION"	119	8	0	0.146927100232724	0.29709523944117	""
"LEUKOCYTE_MIGRATION"	119	8	0	0.146927100232724	0.29709523944117	""
"REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION"	119	8	0	0.146927100232724	0.29709523944117	""
"POST_TRANSLATIONAL_PROTEIN_MODIFICATION"	119	309	8	0.152991189653405	0.297683328924669	"BTK CCND2 HCLS1 LCK MAP4K1 PRKCB PTPRC STK10"
"INTERPHASE"	119	36	1	0.157100769655745	0.304601962317249	"PTPRC"
"ION_TRANSPORT"	119	36	1	0.157100769655745	0.304601962317249	"CCL8"
"SECOND_MESSENGER_MEDIATED_SIGNALING"	119	147	4	0.162461732378943	0.313889763963999	"BTK C5AR1 CCR1 FPR1"
"GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS"	119	9	0	0.16371765184905	0.305927662005586	""
"G_PROTEIN_SIGNALING_ADENYLATE_CYCLASE_INHIBITING_PATHWAY"	119	9	0	0.16371765184905	0.305927662005586	""
"REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS"	119	9	0	0.16371765184905	0.305927662005586	""
"PROTEIN_MATURATION"	119	9	0	0.16371765184905	0.305927662005586	""
"SENSORY_PERCEPTION_OF_TASTE"	119	9	0	0.16371765184905	0.305927662005586	""
"SPHINGOLIPID_METABOLIC_PROCESS"	119	9	0	0.16371765184905	0.305927662005586	""
"DETECTION_OF_CHEMICAL_STIMULUS"	119	9	0	0.16371765184905	0.305927662005586	""
"CELL_RECOGNITION"	119	9	0	0.16371765184905	0.305927662005586	""
"INTERLEUKIN_1_SECRETION"	119	9	0	0.16371765184905	0.305927662005586	""
"B_CELL_DIFFERENTIATION"	119	9	0	0.16371765184905	0.305927662005586	""
"ENDOTHELIAL_CELL_PROLIFERATION"	119	9	0	0.16371765184905	0.305927662005586	""
"PROTEIN_COMPLEX_DISASSEMBLY"	119	9	0	0.16371765184905	0.305927662005586	""
"EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS"	119	9	0	0.16371765184905	0.305927662005586	""
"REGULATION_OF_NEUROTRANSMITTER_LEVELS"	119	9	0	0.16371765184905	0.305927662005586	""
"UNFOLDED_PROTEIN_RESPONSE"	119	9	0	0.16371765184905	0.305927662005586	""
