"sg"	"sr"	"n"	"pvalue"	"qvalue"	"overlapVector"
"ACTIN_FILAMENT_BASED_MOVEMENT"	90	4	0	0.0581659772047559	0.225820852677288	""
"RIBOSOME_BIOGENESIS_AND_ASSEMBLY"	90	4	0	0.0581659772047559	0.225820852677288	""
"DETECTION_OF_BIOTIC_STIMULUS"	90	4	0	0.0581659772047559	0.225820852677288	""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS"	90	547	12	0.0596478499915262	0.213954244534822	"BTK CD2 CSF1 FLT3LG HCLS1 IL12RB1 LCK LTB SIRPG SPI1 SPN ZAP70"
"MEMBRANE_LIPID_METABOLIC_PROCESS"	90	27	1	0.0603388451798992	0.215030441785818	"PLCB2"
"POSITIVE_REGULATION_OF_CASPASE_ACTIVITY"	90	27	1	0.0603388451798992	0.215030441785818	"LCK"
"TISSUE_DEVELOPMENT"	90	62	2	0.0641622444692817	0.226697437632366	"BTK IKZF1"
"MEMBRANE_ORGANIZATION_AND_BIOGENESIS"	90	62	2	0.0641622444692817	0.226697437632366	"CD2 ELMO1"
"RAS_PROTEIN_SIGNAL_TRANSDUCTION"	90	65	2	0.0718253769786897	0.252152919180506	"ELMO1 LCK"
"INORGANIC_ANION_TRANSPORT"	90	5	0	0.0721767312628669	0.241076126687713	""
"N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION"	90	5	0	0.0721767312628669	0.241076126687713	""
"PROTEIN_AMINO_ACID_N_LINKED_GLYCOSYLATION"	90	5	0	0.0721767312628669	0.241076126687713	""
"NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_TRANSPORT"	90	5	0	0.0721767312628669	0.241076126687713	""
"REGULATION_OF_AXONOGENESIS"	90	5	0	0.0721767312628669	0.241076126687713	""
"FATTY_ACID_OXIDATION"	90	5	0	0.0721767312628669	0.241076126687713	""
"POSITIVE_REGULATION_OF_DEFENSE_RESPONSE"	90	5	0	0.0721767312628669	0.241076126687713	""
"REGULATION_OF_HEART_CONTRACTION"	90	5	0	0.0721767312628669	0.241076126687713	""
"REGULATION_OF_ACTION_POTENTIAL"	90	5	0	0.0721767312628669	0.241076126687713	""
"CELLULAR_LIPID_CATABOLIC_PROCESS"	90	5	0	0.0721767312628669	0.241076126687713	""
"GOLGI_VESICLE_TRANSPORT"	90	5	0	0.0721767312628669	0.241076126687713	""
"S_PHASE_OF_MITOTIC_CELL_CYCLE"	90	5	0	0.0721767312628669	0.241076126687713	""
"MITOTIC_SPINDLE_ORGANIZATION_AND_BIOGENESIS"	90	5	0	0.0721767312628669	0.241076126687713	""
"MEIOTIC_RECOMBINATION"	90	5	0	0.0721767312628669	0.241076126687713	""
"DEVELOPMENTAL_GROWTH"	90	5	0	0.0721767312628669	0.241076126687713	""
"PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT"	90	5	0	0.0721767312628669	0.241076126687713	""
"SISTER_CHROMATID_SEGREGATION"	90	5	0	0.0721767312628669	0.241076126687713	""
"HETEROCYCLE_METABOLIC_PROCESS"	90	5	0	0.0721767312628669	0.241076126687713	""
"MEMBRANE_FUSION"	90	5	0	0.0721767312628669	0.241076126687713	""
"MICROTUBULE_BASED_MOVEMENT"	90	5	0	0.0721767312628669	0.241076126687713	""
"SPINDLE_ORGANIZATION_AND_BIOGENESIS"	90	5	0	0.0721767312628669	0.241076126687713	""
"CHROMOSOME_CONDENSATION"	90	5	0	0.0721767312628669	0.241076126687713	""
"REGULATION_OF_VIRAL_REPRODUCTION"	90	5	0	0.0721767312628669	0.241076126687713	""
"REGULATION_OF_DEVELOPMENTAL_PROCESS"	90	302	7	0.0789324774675613	0.251425845215205	"BTK CD2 IL2RB LCK MAP4K1 SPI1 ZAP70"
"ACTIN_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS"	90	68	2	0.0798803780743809	0.253466584274478	"ELMO1 PREX1"
"CELL_CELL_ADHESION"	90	32	1	0.0813341433285049	0.257090682934929	"SIRPG"
"POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS"	90	157	4	0.0836365409047461	0.26335933681838	"BTK CD2 LCK ZAP70"
"MEIOSIS_I"	90	6	0	0.0859813426343899	0.257475889921494	""
"REGULATION_OF_SYNAPSE_STRUCTURE_AND_ACTIVITY"	90	6	0	0.0859813426343899	0.257475889921494	""
"REGULATION_OF_PROTEIN_POLYMERIZATION"	90	6	0	0.0859813426343899	0.257475889921494	""
"REGULATION_OF_MUSCLE_CONTRACTION"	90	6	0	0.0859813426343899	0.257475889921494	""
"CARBOHYDRATE_TRANSPORT"	90	6	0	0.0859813426343899	0.257475889921494	""
"FATTY_ACID_BIOSYNTHETIC_PROCESS"	90	6	0	0.0859813426343899	0.257475889921494	""
"NUCLEOSOME_ASSEMBLY"	90	6	0	0.0859813426343899	0.257475889921494	""
"LIPOPROTEIN_METABOLIC_PROCESS"	90	6	0	0.0859813426343899	0.257475889921494	""
"LEUKOCYTE_CHEMOTAXIS"	90	6	0	0.0859813426343899	0.257475889921494	""
"DEFENSE_RESPONSE_TO_VIRUS"	90	6	0	0.0859813426343899	0.257475889921494	""
"ELECTRON_TRANSPORT_GO_0006118"	90	6	0	0.0859813426343899	0.257475889921494	""
"PROTEIN_EXPORT_FROM_NUCLEUS"	90	6	0	0.0859813426343899	0.257475889921494	""
"POSITIVE_REGULATION_OF_CYTOKINE_SECRETION"	90	6	0	0.0859813426343899	0.257475889921494	""
"SYNAPSE_ORGANIZATION_AND_BIOGENESIS"	90	6	0	0.0859813426343899	0.257475889921494	""
"PHOSPHOINOSITIDE_BIOSYNTHETIC_PROCESS"	90	6	0	0.0859813426343899	0.257475889921494	""
"GLIOGENESIS"	90	6	0	0.0859813426343899	0.257475889921494	""
"PROTEIN_AMINO_ACID_ADP_RIBOSYLATION"	90	6	0	0.0859813426343899	0.257475889921494	""
"RNA_SPLICINGVIA_TRANSESTERIFICATION_REACTIONS"	90	6	0	0.0859813426343899	0.257475889921494	""
"POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION"	90	6	0	0.0859813426343899	0.257475889921494	""
"CERAMIDE_METABOLIC_PROCESS"	90	6	0	0.0859813426343899	0.257475889921494	""
"ENDOTHELIAL_CELL_MIGRATION"	90	6	0	0.0859813426343899	0.257475889921494	""
"ACTIN_FILAMENT_BUNDLE_FORMATION"	90	6	0	0.0859813426343899	0.257475889921494	""
"ORGANELLE_LOCALIZATION"	90	6	0	0.0859813426343899	0.257475889921494	""
"NITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS"	90	6	0	0.0859813426343899	0.257475889921494	""
"AMINE_TRANSPORT"	90	6	0	0.0859813426343899	0.257475889921494	""
"RNA_CATABOLIC_PROCESS"	90	6	0	0.0859813426343899	0.257475889921494	""
"ACTIN_FILAMENT_BASED_PROCESS"	90	71	2	0.0883116135620866	0.252100626950593	"ELMO1 PREX1"
"PROTEIN_METABOLIC_PROCESS"	90	527	11	0.0889799435471022	0.253132598021929	"BTK HCLS1 IL2RB LCK LPXN LTB MAP4K1 PREX1 PRKCB SPN STK10"
"REGULATION_OF_PROTEIN_MODIFICATION_PROCESS"	90	34	1	0.0902796381161156	0.255508409762591	"HCLS1"
"CELL_CYCLE_ARREST_GO_0007050"	90	34	1	0.0902796381161156	0.255508409762591	"GAS7"
"INFLAMMATORY_RESPONSE"	90	73	2	0.0941333644257302	0.264149747113018	"CCL5 CCR7"
"VESICLE_MEDIATED_TRANSPORT"	90	73	2	0.0941333644257302	0.264149747113018	"CCL5 ELMO1"
"POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY"	90	73	2	0.0941333644257302	0.264149747113018	"CD4 MAP4K1"
"ACTIVATION_OF_MAPK_ACTIVITY"	90	36	1	0.0995000908765568	0.276855227565461	"MAP4K1"
"ION_TRANSPORT"	90	36	1	0.0995000908765568	0.276855227565461	"P2RX1"
"PROTEIN_POLYUBIQUITINATION"	90	7	0	0.0995828107499499	0.261226769057897	""
"LIPID_CATABOLIC_PROCESS"	90	7	0	0.0995828107499499	0.261226769057897	""
"CYTOKINESIS"	90	7	0	0.0995828107499499	0.261226769057897	""
"G2_M_TRANSITION_OF_MITOTIC_CELL_CYCLE"	90	7	0	0.0995828107499499	0.261226769057897	""
"FEMALE_GAMETE_GENERATION"	90	7	0	0.0995828107499499	0.261226769057897	""
"PROTEIN_TETRAMERIZATION"	90	7	0	0.0995828107499499	0.261226769057897	""
"FOCAL_ADHESION_FORMATION"	90	7	0	0.0995828107499499	0.261226769057897	""
"GLYCOPROTEIN_CATABOLIC_PROCESS"	90	7	0	0.0995828107499499	0.261226769057897	""
"SULFUR_METABOLIC_PROCESS"	90	7	0	0.0995828107499499	0.261226769057897	""
"NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY"	90	7	0	0.0995828107499499	0.261226769057897	""
"CELLULAR_RESPONSE_TO_STRESS"	90	7	0	0.0995828107499499	0.261226769057897	""
"REGULATION_OF_INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS"	90	7	0	0.0995828107499499	0.261226769057897	""
"RESPONSE_TO_STEROID_HORMONE_STIMULUS"	90	7	0	0.0995828107499499	0.261226769057897	""
"AMINO_ACID_METABOLIC_PROCESS"	90	7	0	0.0995828107499499	0.261226769057897	""
"REGULATION_OF_ACTIN_FILAMENT_LENGTH"	90	7	0	0.0995828107499499	0.261226769057897	""
"DNA_REPLICATION_INITIATION"	90	7	0	0.0995828107499499	0.261226769057897	""
"REGULATION_OF_CHROMOSOME_ORGANIZATION_AND_BIOGENESIS"	90	7	0	0.0995828107499499	0.261226769057897	""
"ANION_TRANSPORT"	90	7	0	0.0995828107499499	0.261226769057897	""
"MORPHOGENESIS_OF_AN_EPITHELIUM"	90	7	0	0.0995828107499499	0.261226769057897	""
"REGULATION_OF_ACTIN_POLYMERIZATION_AND_OR_DEPOLYMERIZATION"	90	7	0	0.0995828107499499	0.261226769057897	""
"POSITIVE_REGULATION_OF_PROTEIN_SECRETION"	90	7	0	0.0995828107499499	0.261226769057897	""
"ICOSANOID_METABOLIC_PROCESS"	90	7	0	0.0995828107499499	0.261226769057897	""
"SMOOTH_MUSCLE_CONTRACTION_GO_0006939"	90	7	0	0.0995828107499499	0.261226769057897	""
"POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS"	90	7	0	0.0995828107499499	0.261226769057897	""
"REGULATION_OF_NEUROGENESIS"	90	7	0	0.0995828107499499	0.261226769057897	""
"POSITIVE_REGULATION_OF_CELL_MIGRATION"	90	7	0	0.0995828107499499	0.261226769057897	""
"SPHINGOID_METABOLIC_PROCESS"	90	7	0	0.0995828107499499	0.261226769057897	""
"AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS"	90	7	0	0.0995828107499499	0.261226769057897	""
"NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS"	90	7	0	0.0995828107499499	0.261226769057897	""
"INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS"	90	7	0	0.0995828107499499	0.261226769057897	""
"POTASSIUM_ION_TRANSPORT"	90	7	0	0.0995828107499499	0.261226769057897	""
"REGULATION_OF_PROTEIN_STABILITY"	90	7	0	0.0995828107499499	0.261226769057897	""
"CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS"	90	7	0	0.0995828107499499	0.261226769057897	""
"CELLULAR_RESPIRATION"	90	7	0	0.0995828107499499	0.261226769057897	""
"MACROMOLECULE_BIOSYNTHETIC_PROCESS"	90	75	2	0.100109996455767	0.248767310469903	"LTB SPN"
"REGULATION_OF_MOLECULAR_FUNCTION"	90	267	6	0.10119167271262	0.250700090053788	"CD4 LCK MAP4K1 PLCB2 PRKCQ S1PR4"
"PROTEIN_COMPLEX_ASSEMBLY"	90	76	2	0.10315478778667	0.254798502766476	"IL2RB LPXN"
"CELL_CELL_SIGNALING"	90	218	5	0.104771706279414	0.258019873673183	"CCL5 CD33 LILRB2 LTB SIRPG"
"TISSUE_MORPHOGENESIS"	90	8	0	0.112984091886464	0.263310383633709	""
"REGULATION_OF_HORMONE_SECRETION"	90	8	0	0.112984091886464	0.263310383633709	""
"COENZYME_METABOLIC_PROCESS"	90	8	0	0.112984091886464	0.263310383633709	""
"MYOBLAST_DIFFERENTIATION"	90	8	0	0.112984091886464	0.263310383633709	""
"NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS"	90	8	0	0.112984091886464	0.263310383633709	""
"MAINTENANCE_OF_CELLULAR_LOCALIZATION"	90	8	0	0.112984091886464	0.263310383633709	""
"MICROTUBULE_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS"	90	8	0	0.112984091886464	0.263310383633709	""
"INTERLEUKIN_8_BIOSYNTHETIC_PROCESS"	90	8	0	0.112984091886464	0.263310383633709	""
"EPITHELIAL_TO_MESENCHYMAL_TRANSITION"	90	8	0	0.112984091886464	0.263310383633709	""
"CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY"	90	8	0	0.112984091886464	0.263310383633709	""
"S_PHASE"	90	8	0	0.112984091886464	0.263310383633709	""
"MITOCHONDRIAL_MEMBRANE_ORGANIZATION_AND_BIOGENESIS"	90	8	0	0.112984091886464	0.263310383633709	""
"INTERLEUKIN_2_PRODUCTION"	90	8	0	0.112984091886464	0.263310383633709	""
"NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT"	90	8	0	0.112984091886464	0.263310383633709	""
"LIPID_HOMEOSTASIS"	90	8	0	0.112984091886464	0.263310383633709	""
"CELL_DIVISION"	90	8	0	0.112984091886464	0.263310383633709	""
"REGULATED_SECRETORY_PATHWAY"	90	8	0	0.112984091886464	0.263310383633709	""
"G1_PHASE_OF_MITOTIC_CELL_CYCLE"	90	8	0	0.112984091886464	0.263310383633709	""
"NUCLEOTIDE_BIOSYNTHETIC_PROCESS"	90	8	0	0.112984091886464	0.263310383633709	""
"MAINTENANCE_OF_CELLULAR_PROTEIN_LOCALIZATION"	90	8	0	0.112984091886464	0.263310383633709	""
"NEGATIVE_REGULATION_OF_SECRETION"	90	8	0	0.112984091886464	0.263310383633709	""
"ENDOSOME_TRANSPORT"	90	8	0	0.112984091886464	0.263310383633709	""
"REGULATION_OF_CELLULAR_COMPONENT_SIZE"	90	8	0	0.112984091886464	0.263310383633709	""
"NEGATIVE_REGULATION_OF_DNA_REPLICATION"	90	8	0	0.112984091886464	0.263310383633709	""
"POSITIVE_REGULATION_OF_ANGIOGENESIS"	90	8	0	0.112984091886464	0.263310383633709	""
"NEUROTRANSMITTER_SECRETION"	90	8	0	0.112984091886464	0.263310383633709	""
"NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION"	90	8	0	0.112984091886464	0.263310383633709	""
"PHOSPHOINOSITIDE_METABOLIC_PROCESS"	90	8	0	0.112984091886464	0.263310383633709	""
"INNATE_IMMUNE_RESPONSE"	90	8	0	0.112984091886464	0.263310383633709	""
"PROTEIN_IMPORT_INTO_NUCLEUS_TRANSLOCATION"	90	8	0	0.112984091886464	0.263310383633709	""
"HORMONE_METABOLIC_PROCESS"	90	8	0	0.112984091886464	0.263310383633709	""
"INTERFERON_GAMMA_PRODUCTION"	90	8	0	0.112984091886464	0.263310383633709	""
"REGULATION_OF_IMMUNE_EFFECTOR_PROCESS"	90	8	0	0.112984091886464	0.263310383633709	""
"MITOCHONDRIAL_TRANSPORT"	90	8	0	0.112984091886464	0.263310383633709	""
"MAINTENANCE_OF_PROTEIN_LOCALIZATION"	90	8	0	0.112984091886464	0.263310383633709	""
"LEUKOCYTE_MIGRATION"	90	8	0	0.112984091886464	0.263310383633709	""
"REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION"	90	8	0	0.112984091886464	0.263310383633709	""
"REGULATION_OF_CATALYTIC_ACTIVITY"	90	223	5	0.113533751791099	0.251113526079509	"CD4 LCK MAP4K1 PLCB2 S1PR4"
"SECRETION_BY_CELL"	90	40	1	0.118672644293699	0.261079817446138	"CCL5"
"REGULATION_OF_PHOSPHORYLATION"	90	40	1	0.118672644293699	0.261079817446138	"HCLS1"
"REGULATION_OF_TRANSCRIPTION_FACTOR_ACTIVITY"	90	40	1	0.118672644293699	0.261079817446138	"PRKCQ"
"GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS"	90	9	0	0.126188099780976	0.26625366322073	""
"G_PROTEIN_SIGNALING_ADENYLATE_CYCLASE_INHIBITING_PATHWAY"	90	9	0	0.126188099780976	0.26625366322073	""
"DI___TRI_VALENT_INORGANIC_CATION_TRANSPORT"	90	9	0	0.126188099780976	0.26625366322073	""
"REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS"	90	9	0	0.126188099780976	0.26625366322073	""
"PROTEIN_MATURATION"	90	9	0	0.126188099780976	0.26625366322073	""
"SENSORY_PERCEPTION_OF_TASTE"	90	9	0	0.126188099780976	0.26625366322073	""
"SPHINGOLIPID_METABOLIC_PROCESS"	90	9	0	0.126188099780976	0.26625366322073	""
"CALCIUM_ION_TRANSPORT"	90	9	0	0.126188099780976	0.26625366322073	""
"DETECTION_OF_CHEMICAL_STIMULUS"	90	9	0	0.126188099780976	0.26625366322073	""
"CELL_RECOGNITION"	90	9	0	0.126188099780976	0.26625366322073	""
"INTERLEUKIN_1_SECRETION"	90	9	0	0.126188099780976	0.26625366322073	""
"B_CELL_DIFFERENTIATION"	90	9	0	0.126188099780976	0.26625366322073	""
"ENDOTHELIAL_CELL_PROLIFERATION"	90	9	0	0.126188099780976	0.26625366322073	""
"PROTEIN_COMPLEX_DISASSEMBLY"	90	9	0	0.126188099780976	0.26625366322073	""
"EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS"	90	9	0	0.126188099780976	0.26625366322073	""
"REGULATION_OF_NEUROTRANSMITTER_LEVELS"	90	9	0	0.126188099780976	0.26625366322073	""
"UNFOLDED_PROTEIN_RESPONSE"	90	9	0	0.126188099780976	0.26625366322073	""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS"	90	9	0	0.126188099780976	0.26625366322073	""
"NEGATIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS"	90	9	0	0.126188099780976	0.26625366322073	""
"NUCLEOTIDE_EXCISION_REPAIR"	90	9	0	0.126188099780976	0.26625366322073	""
"REGULATION_OF_ENDOCYTOSIS"	90	9	0	0.126188099780976	0.26625366322073	""
"G1_PHASE"	90	9	0	0.126188099780976	0.26625366322073	""
"MACROMOLECULAR_COMPLEX_DISASSEMBLY"	90	9	0	0.126188099780976	0.26625366322073	""
"MALE_GONAD_DEVELOPMENT"	90	9	0	0.126188099780976	0.26625366322073	""
"CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT"	90	9	0	0.126188099780976	0.26625366322073	""
"BASE_EXCISION_REPAIR"	90	9	0	0.126188099780976	0.26625366322073	""
"STEROID_BIOSYNTHETIC_PROCESS"	90	9	0	0.126188099780976	0.26625366322073	""
"GENE_SILENCING"	90	9	0	0.126188099780976	0.26625366322073	""
"NEGATIVE_REGULATION_OF_CELL_MIGRATION"	90	9	0	0.126188099780976	0.26625366322073	""
"RESPONSE_TO_EXTERNAL_STIMULUS"	90	179	4	0.126892259928869	0.257847572515559	"CCL5 CCR7 CMKLR1 SPN"
"POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY"	90	42	1	0.128580900489934	0.260636960452569	"MAP4K1"
"SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION"	90	84	2	0.1287815049733	0.260403778438658	"ELMO1 LCK"
"NEGATIVE_REGULATION_OF_CELL_PROLIFERATION"	90	85	2	0.1321333295171	0.266528109661633	"CD33 SIRPG"
"REGULATION_OF_DEFENSE_RESPONSE"	90	10	0	0.13919770623585	0.271484888048644	""
"HORMONE_SECRETION"	90	10	0	0.13919770623585	0.271484888048644	""
"TUBE_MORPHOGENESIS"	90	10	0	0.13919770623585	0.271484888048644	""
"REGULATION_OF_CYTOKINE_SECRETION"	90	10	0	0.13919770623585	0.271484888048644	""
"REGULATION_OF_LIPID_METABOLIC_PROCESS"	90	10	0	0.13919770623585	0.271484888048644	""
"DEVELOPMENTAL_MATURATION"	90	10	0	0.13919770623585	0.271484888048644	""
"CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS"	90	10	0	0.13919770623585	0.271484888048644	""
"LIPID_TRANSPORT"	90	10	0	0.13919770623585	0.271484888048644	""
"PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE"	90	10	0	0.13919770623585	0.271484888048644	""
"POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION"	90	10	0	0.13919770623585	0.271484888048644	""
"INTERLEUKIN_8_PRODUCTION"	90	10	0	0.13919770623585	0.271484888048644	""
"NEGATIVE_REGULATION_OF_PHOSPHORYLATION"	90	10	0	0.13919770623585	0.271484888048644	""
"AGING"	90	10	0	0.13919770623585	0.271484888048644	""
"AMINO_ACID_AND_DERIVATIVE_METABOLIC_PROCESS"	90	10	0	0.13919770623585	0.271484888048644	""
"INTERACTION_WITH_HOST"	90	10	0	0.13919770623585	0.271484888048644	""
"REGULATION_OF_RHO_GTPASE_ACTIVITY"	90	10	0	0.13919770623585	0.271484888048644	""
"GLYCOPROTEIN_BIOSYNTHETIC_PROCESS"	90	10	0	0.13919770623585	0.271484888048644	""
"REGULATION_OF_T_CELL_PROLIFERATION"	90	10	0	0.13919770623585	0.271484888048644	""
"LEARNING_AND_OR_MEMORY"	90	10	0	0.13919770623585	0.271484888048644	""
"PROTEIN_HOMOOLIGOMERIZATION"	90	10	0	0.13919770623585	0.271484888048644	""
"DNA_MODIFICATION"	90	10	0	0.13919770623585	0.271484888048644	""
"MONOVALENT_INORGANIC_CATION_TRANSPORT"	90	10	0	0.13919770623585	0.271484888048644	""
"CARBOHYDRATE_BIOSYNTHETIC_PROCESS"	90	10	0	0.13919770623585	0.271484888048644	""
"CELL_MATURATION"	90	10	0	0.13919770623585	0.271484888048644	""
"SENSORY_ORGAN_DEVELOPMENT"	90	10	0	0.13919770623585	0.271484888048644	""
"NEGATIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS"	90	10	0	0.13919770623585	0.271484888048644	""
"CELL_FATE_COMMITMENT"	90	10	0	0.13919770623585	0.271484888048644	""
"INTRACELLULAR_SIGNALING_CASCADE"	90	632	12	0.141199310699396	0.266566204409614	"BTK ELMO1 GMIP HCLS1 LCK MAP4K1 NFATC1 PLCB2 S1PR4 SH2D3C SIRPG STAT5A"
"REGULATION_OF_DNA_BINDING"	90	46	1	0.148939608564558	0.280217051461256	"PRKCQ"
"SEXUAL_REPRODUCTION"	90	46	1	0.148939608564558	0.280217051461256	"CD4"
"AXON_GUIDANCE"	90	11	0	0.152015741715462	0.277462360431982	""
"PHOSPHOLIPID_BIOSYNTHETIC_PROCESS"	90	11	0	0.152015741715462	0.277462360431982	""
"GLUCOSE_METABOLIC_PROCESS"	90	11	0	0.152015741715462	0.277462360431982	""
"NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS"	90	11	0	0.152015741715462	0.277462360431982	""
"COFACTOR_METABOLIC_PROCESS"	90	11	0	0.152015741715462	0.277462360431982	""
"T_CELL_PROLIFERATION"	90	11	0	0.152015741715462	0.277462360431982	""
"MUSCLE_CELL_DIFFERENTIATION"	90	11	0	0.152015741715462	0.277462360431982	""
"MEIOTIC_CELL_CYCLE"	90	11	0	0.152015741715462	0.277462360431982	""
"NEUROPEPTIDE_SIGNALING_PATHWAY"	90	11	0	0.152015741715462	0.277462360431982	""
"CIRCADIAN_RHYTHM"	90	11	0	0.152015741715462	0.277462360431982	""
"ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS"	90	11	0	0.152015741715462	0.277462360431982	""
"CELLULAR_RESPONSE_TO_STIMULUS"	90	11	0	0.152015741715462	0.277462360431982	""
"REGULATION_OF_MITOTIC_CELL_CYCLE"	90	11	0	0.152015741715462	0.277462360431982	""
"POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS"	90	11	0	0.152015741715462	0.277462360431982	""
"APOPTOTIC_MITOCHONDRIAL_CHANGES"	90	11	0	0.152015741715462	0.277462360431982	""
"DIGESTION"	90	11	0	0.152015741715462	0.277462360431982	""
"DOUBLE_STRAND_BREAK_REPAIR"	90	11	0	0.152015741715462	0.277462360431982	""
"CDC42_PROTEIN_SIGNAL_TRANSDUCTION"	90	11	0	0.152015741715462	0.277462360431982	""
"REGULATION_OF_NEURON_APOPTOSIS"	90	11	0	0.152015741715462	0.277462360431982	""
"TRANSCRIPTION_FROM_RNA_POLYMERASE_III_PROMOTER"	90	11	0	0.152015741715462	0.277462360431982	""
"DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR"	90	11	0	0.152015741715462	0.277462360431982	""
"POSITIVE_REGULATION_OF_MAPKKK_CASCADE"	90	11	0	0.152015741715462	0.277462360431982	""
"POSITIVE_REGULATION_OF_SECRETION"	90	11	0	0.152015741715462	0.277462360431982	""
"REGULATION_OF_RAS_GTPASE_ACTIVITY"	90	11	0	0.152015741715462	0.277462360431982	""
"REGULATION_OF_MEMBRANE_POTENTIAL"	90	11	0	0.152015741715462	0.277462360431982	""
"CELLULAR_BIOSYNTHETIC_PROCESS"	90	93	2	0.159997015612351	0.283865672860624	"LTB SPN"
"POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS"	90	194	4	0.161281696940939	0.285530901236642	"HCLS1 LTB SPI1 SPN"
"NEGATIVE_REGULATION_OF_CELL_CYCLE"	90	49	1	0.164609220219784	0.290797872979275	"GAS7"
"VIRAL_GENOME_REPLICATION"	90	12	0	0.164644995934493	0.283574366693021	""
"CHROMATIN_ASSEMBLY"	90	12	0	0.164644995934493	0.283574366693021	""
"NEGATIVE_REGULATION_OF_TRANSPORT"	90	12	0	0.164644995934493	0.283574366693021	""
"PHOTOTRANSDUCTION"	90	12	0	0.164644995934493	0.283574366693021	""
"REGIONALIZATION"	90	12	0	0.164644995934493	0.283574366693021	""
"TUBE_DEVELOPMENT"	90	12	0	0.164644995934493	0.283574366693021	""
"MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS"	90	12	0	0.164644995934493	0.283574366693021	""
"REGULATION_OF_HOMEOSTATIC_PROCESS"	90	12	0	0.164644995934493	0.283574366693021	""
"PROTEIN_RNA_COMPLEX_ASSEMBLY"	90	12	0	0.164644995934493	0.283574366693021	""
"NUCLEAR_EXPORT"	90	12	0	0.164644995934493	0.283574366693021	""
"REGULATION_OF_JNK_CASCADE"	90	12	0	0.164644995934493	0.283574366693021	""
"REGULATION_OF_CATABOLIC_PROCESS"	90	12	0	0.164644995934493	0.283574366693021	""
"EXCRETION"	90	12	0	0.164644995934493	0.283574366693021	""
"REGULATION_OF_CELL_SHAPE"	90	12	0	0.164644995934493	0.283574366693021	""
"EMBRYONIC_MORPHOGENESIS"	90	12	0	0.164644995934493	0.283574366693021	""
"REGULATION_OF_BLOOD_PRESSURE"	90	12	0	0.164644995934493	0.283574366693021	""
"GLAND_DEVELOPMENT"	90	12	0	0.164644995934493	0.283574366693021	""
"ANDROGEN_RECEPTOR_SIGNALING_PATHWAY"	90	12	0	0.164644995934493	0.283574366693021	""
"NOTCH_SIGNALING_PATHWAY"	90	12	0	0.164644995934493	0.283574366693021	""
"POSITIVE_REGULATION_OF_CELL_CYCLE"	90	12	0	0.164644995934493	0.283574366693021	""
"REGULATION_OF_PROTEIN_SECRETION"	90	12	0	0.164644995934493	0.283574366693021	""
"CYTOKINE_SECRETION"	90	12	0	0.164644995934493	0.283574366693021	""
