"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"PDE8B"	52	-2.72	0.00656	0.0862	"GSE37745"
"RPS6KA2"	118	-2.72	0.00656	0.0862	"GSE37745"
"DLC1"	79	-2.72	0.00652	0.0862	"GSE37745"
"GATA5"	50	-2.72	0.0065	0.0862	"GSE37745"
"CREG1"	57	-2.72	0.00647	0.0862	"GSE37745"
"PPP2CB"	62	-2.73	0.00642	0.0862	"GSE37745"
"SCGB1A1"	120	-2.73	0.00634	0.0862	"GSE37745"
"ZNF540"	100	-2.73	0.00631	0.0862	"GSE37745"
"TRIP11"	96	-2.73	0.0063	0.0862	"GSE37745"
"CYTH3"	84	-2.73	0.00629	0.0862	"GSE37745"
"PPP1R1B"	69	-2.73	0.00628	0.0862	"GSE37745"
"EPS15"	120	-2.73	0.00628	0.0862	"GSE37745"
"STAC"	80	-2.73	0.00626	0.0862	"GSE37745"
"RAP1A"	77	-2.74	0.00621	0.0862	"GSE37745"
"NRGN"	50	-2.74	0.00618	0.0862	"GSE37745"
"BAIAP2"	60	-2.74	0.00615	0.0862	"GSE37745"
"STMN3"	81	-2.75	0.00603	0.0862	"GSE37745"
"ARNT2"	37	-2.75	0.00602	0.0862	"GSE37745"
"ACVR1"	101	-2.75	0.00601	0.0862	"GSE37745"
"IFT27"	58	-2.75	0.00601	0.0862	"GSE37745"
"GUCY1B1"	47	-2.75	0.00589	0.0862	"GSE37745"
"MGLL"	87	-2.76	0.00587	0.0862	"GSE37745"
"MCC"	103	-2.76	0.00584	0.0862	"GSE37745"
"HLX"	54	-2.76	0.0058	0.0862	"GSE37745"
"GPR143"	31	-2.76	0.00576	0.0862	"GSE37745"
"CDC42EP4"	59	-2.76	0.00573	0.0862	"GSE37745"
"ARHGEF15"	72	-2.76	0.00571	0.0862	"GSE37745"
"AXIN2"	67	-2.76	0.0057	0.0862	"GSE37745"
"RGL2"	60	-2.77	0.00565	0.0862	"GSE37745"
"ZNF750"	76	-2.77	0.00565	0.0862	"GSE37745"
"MAP3K6"	95	-2.77	0.00558	0.0862	"GSE37745"
"EPS8"	72	-2.77	0.00557	0.0862	"GSE37745"
"PLCH1"	58	-2.77	0.00555	0.0862	"GSE37745"
"THRB"	68	-2.77	0.00553	0.0862	"GSE37745"
"PDLIM1"	32	-2.78	0.0055	0.0862	"GSE37745"
"MGST2"	109	-2.78	0.00548	0.0862	"GSE37745"
"HOXA5"	55	-2.78	0.00545	0.0862	"GSE37745"
"ZNF362"	88	-2.78	0.00542	0.0862	"GSE37745"
"TCEAL8"	107	-2.78	0.00541	0.0862	"GSE37745"
"TRIM22"	108	-2.78	0.0054	0.0862	"GSE37745"
"RXFP1"	29	-2.78	0.00536	0.0862	"GSE37745"
"GARNL3"	27	-2.79	0.00531	0.0861	"GSE37745"
"ZC3H6"	94	-2.79	0.0053	0.0861	"GSE37745"
"STARD8"	38	-2.79	0.0053	0.0861	"GSE37745"
"MACC1"	99	-2.79	0.00523	0.0861	"GSE37745"
"TEF"	57	-2.8	0.00519	0.0859	"GSE37745"
"TLR3"	145	-2.8	0.00517	0.0858	"GSE37745"
"MAF"	96	-2.8	0.00515	0.0858	"GSE37745"
"DUOX2"	44	-2.8	0.00513	0.0858	"GSE37745"
"PLXNA2"	58	-2.8	0.00511	0.0858	"GSE37745"
"HPGD"	95	-2.8	0.00507	0.0858	"GSE37745"
"IRF2"	91	-2.81	0.0049	0.0848	"GSE37745"
"GRHL3"	43	-2.82	0.00487	0.0848	"GSE37745"
"SMAD7"	89	-2.82	0.00485	0.0848	"GSE37745"
"SMARCA2"	87	-2.82	0.00485	0.0848	"GSE37745"
"TBX4"	41	-2.82	0.0048	0.0848	"GSE37745"
"ADGRL2"	43	-2.82	0.00476	0.0848	"GSE37745"
"PER3"	82	-2.82	0.00474	0.0847	"GSE37745"
"EFS"	41	-2.82	0.00474	0.0847	"GSE37745"
"ZNF319"	44	-2.82	0.00473	0.0847	"GSE37745"
"RCAN2"	58	-2.83	0.00469	0.0847	"GSE37745"
"ZNF564"	72	-2.83	0.00462	0.0847	"GSE37745"
"TNIK"	84	-2.83	0.00459	0.0847	"GSE37745"
"FGF13"	44	-2.84	0.00457	0.0847	"GSE37745"
"SORBS1"	52	-2.84	0.00456	0.0847	"GSE37745"
"LBH"	70	-2.84	0.00456	0.0847	"GSE37745"
"NPR3"	32	-2.84	0.00451	0.0847	"GSE37745"
"IFNAR1"	57	-2.84	0.00451	0.0847	"GSE37745"
"NDN"	54	-2.84	0.0045	0.0847	"GSE37745"
"CD83"	63	-2.84	0.00447	0.0847	"GSE37745"
"PTGER2"	64	-2.84	0.00446	0.0847	"GSE37745"
"DIRAS3"	69	-2.84	0.00446	0.0847	"GSE37745"
"IFT57"	92	-2.85	0.00444	0.0847	"GSE37745"
"CRYM"	55	-2.85	0.00444	0.0847	"GSE37745"
"FSTL1"	49	-2.85	0.00443	0.0847	"GSE37745"
"TNFSF13"	92	-2.85	0.00442	0.0847	"GSE37745"
"PTEN"	74	-2.86	0.00429	0.0847	"GSE37745"
"FOSB"	28	-2.86	0.00428	0.0847	"GSE37745"
"ZNF117"	83	-2.86	0.00426	0.0847	"GSE37745"
"CYLD"	72	-2.86	0.00422	0.0847	"GSE37745"
"ARHGAP24"	48	-2.86	0.00422	0.0847	"GSE37745"
"PRDM6"	92	-2.86	0.0042	0.0847	"GSE37745"
"FOS"	65	-2.87	0.00411	0.0847	"GSE37745"
"IL1R1"	61	-2.87	0.0041	0.0847	"GSE37745"
"TRHDE"	34	-2.87	0.00406	0.0847	"GSE37745"
"GPR160"	82	-2.88	0.00396	0.0834	"GSE37745"
"SPRY4"	126	-2.89	0.00391	0.0831	"GSE37745"
"PPP2R5A"	93	-2.89	0.00388	0.0831	"GSE37745"
"MYOCD"	52	-2.89	0.00386	0.0831	"GSE37745"
"ZNF667"	92	-2.89	0.0038	0.0831	"GSE37745"
"EBF2"	30	-2.9	0.0037	0.0819	"GSE37745"
"YPEL5"	80	-2.91	0.00367	0.0815	"GSE37745"
"TBC1D9"	52	-2.91	0.00362	0.0807	"GSE37745"
"KAT2B"	89	-2.91	0.00359	0.0804	"GSE37745"
"TXNIP"	91	-2.92	0.00355	0.0799	"GSE37745"
"NDRG2"	81	-2.92	0.00349	0.079	"GSE37745"
"SSBP2"	76	-2.93	0.0034	0.0783	"GSE37745"
"ARHGAP31"	88	-2.93	0.00336	0.0783	"GSE37745"
"PER2"	77	-2.94	0.00331	0.0783	"GSE37745"
"CYTL1"	67	-2.94	0.0033	0.0783	"GSE37745"
"FGD5"	54	-2.94	0.00326	0.078	"GSE37745"
"ITGA10"	76	-2.94	0.00324	0.078	"GSE37745"
"NOSTRIN"	47	-2.94	0.00323	0.078	"GSE37745"
"CAPS"	139	-2.95	0.0032	0.078	"GSE37745"
"CLIC3"	135	-2.95	0.00316	0.0779	"GSE37745"
"TBX5"	108	-2.95	0.00315	0.0779	"GSE37745"
"ROR1"	46	-2.96	0.00312	0.0779	"GSE37745"
"PDE1A"	97	-2.96	0.00307	0.0773	"GSE37745"
"FBXW4"	37	-2.96	0.00305	0.0772	"GSE37745"
"CREBRF"	131	-2.96	0.00305	0.0772	"GSE37745"
"UBE2I"	69	-2.96	0.00303	0.0772	"GSE37745"
"ZNF44"	62	-2.97	0.00302	0.0772	"GSE37745"
"EDN1"	85	-2.97	0.00297	0.0772	"GSE37745"
"JDP2"	73	-2.98	0.00293	0.0772	"GSE37745"
"SCTR"	75	-2.98	0.00292	0.0772	"GSE37745"
"HLF"	94	-2.98	0.00287	0.0772	"GSE37745"
"DOK4"	61	-2.98	0.00286	0.0772	"GSE37745"
"ROS1"	77	-2.99	0.00281	0.0765	"GSE37745"
"LMO2"	79	-2.99	0.0028	0.0765	"GSE37745"
"SOX17"	55	-2.99	0.00279	0.0765	"GSE37745"
"POU2F3"	54	-2.99	0.00278	0.0765	"GSE37745"
"RGL1"	73	-2.99	0.00277	0.0765	"GSE37745"
"PKD2"	78	-2.99	0.00275	0.0765	"GSE37745"
"IRX1"	45	-2.99	0.00275	0.0765	"GSE37745"
"ZBTB7C"	61	-3	0.00269	0.0762	"GSE37745"
"ZNF658"	58	-3	0.00267	0.0762	"GSE37745"
"CARHSP1"	56	-3.01	0.00265	0.0762	"GSE37745"
"PLCXD3"	32	-3.01	0.00264	0.0762	"GSE37745"
"NR5A2"	39	-3.01	0.00263	0.0762	"GSE37745"
"ZNF630"	48	-3.01	0.00262	0.0762	"GSE37745"
"ZDHHC15"	64	-3.01	0.00258	0.0762	"GSE37745"
"PTH1R"	57	-3.02	0.00257	0.0762	"GSE37745"
"GFRA1"	64	-3.02	0.00256	0.0762	"GSE37745"
"CTNNBIP1"	106	-3.02	0.00253	0.0762	"GSE37745"
"HEYL"	28	-3.02	0.00249	0.0758	"GSE37745"
"PRDM16"	50	-3.02	0.00249	0.0758	"GSE37745"
"PPP1R12B"	48	-3.02	0.00249	0.0758	"GSE37745"
"ZBTB4"	82	-3.03	0.00247	0.0758	"GSE37745"
"TGFBR2"	138	-3.03	0.00245	0.0758	"GSE37745"
"NFIX"	130	-3.04	0.0024	0.0758	"GSE37745"
"ETV1"	104	-3.04	0.00239	0.0758	"GSE37745"
"ZNF608"	66	-3.04	0.00238	0.0758	"GSE37745"
"RGS13"	134	-3.04	0.00236	0.0758	"GSE37745"
"PEX11B"	72	-3.04	0.00236	0.0758	"GSE37745"
"RIN2"	77	-3.04	0.00235	0.0758	"GSE37745"
"TSC22D3"	47	-3.04	0.00234	0.0758	"GSE37745"
"CCR6"	65	-3.04	0.00234	0.0758	"GSE37745"
"RGS3"	131	-3.04	0.00234	0.0758	"GSE37745"
"TBC1D2B"	103	-3.05	0.00228	0.0758	"GSE37745"
"TGFBR3"	144	-3.05	0.00228	0.0758	"GSE37745"
"ADH1A"	49	-3.05	0.00228	0.0758	"GSE37745"
"FCER1A"	127	-3.05	0.00228	0.0758	"GSE37745"
"CD59"	96	-3.05	0.00227	0.0758	"GSE37745"
"FCGRT"	62	-3.05	0.00227	0.0758	"GSE37745"
"ZNF436"	80	-3.05	0.00226	0.0758	"GSE37745"
"MYH11"	111	-3.06	0.00224	0.0758	"GSE37745"
"RERG"	75	-3.06	0.00223	0.0758	"GSE37745"
"CX3CR1"	109	-3.06	0.00222	0.0758	"GSE37745"
"FOXF2"	97	-3.06	0.0022	0.0758	"GSE37745"
"PBXIP1"	82	-3.06	0.00219	0.0758	"GSE37745"
"KLF15"	38	-3.06	0.00218	0.0758	"GSE37745"
"GUCY1A1"	72	-3.07	0.00217	0.0758	"GSE37745"
"CHN2"	72	-3.07	0.00216	0.0758	"GSE37745"
"TBX3"	45	-3.07	0.00215	0.0758	"GSE37745"
"SSTR1"	44	-3.07	0.00215	0.0758	"GSE37745"
"ARHGAP29"	42	-3.07	0.00215	0.0758	"GSE37745"
"MAMLD1"	41	-3.07	0.00212	0.0758	"GSE37745"
"PDE5A"	72	-3.07	0.00212	0.0758	"GSE37745"
"ADRB2"	92	-3.08	0.0021	0.0758	"GSE37745"
"KIAA1324L"	40	-3.08	0.0021	0.0758	"GSE37745"
"CNTN6"	49	-3.08	0.00207	0.0758	"GSE37745"
"ZNF385B"	61	-3.08	0.00206	0.0758	"GSE37745"
"ITGA9"	66	-3.08	0.00204	0.0758	"GSE37745"
"ABLIM3"	42	-3.09	0.00201	0.0758	"GSE37745"
"ADCY9"	94	-3.09	0.00198	0.0758	"GSE37745"
"HIVEP3"	78	-3.09	0.00198	0.0758	"GSE37745"
"HDAC11"	91	-3.09	0.00197	0.0758	"GSE37745"
"FOXF1"	64	-3.1	0.00193	0.0758	"GSE37745"
"RHOJ"	74	-3.11	0.0019	0.0758	"GSE37745"
"GHR"	98	-3.11	0.0019	0.0758	"GSE37745"
"NFATC1"	48	-3.11	0.00189	0.0758	"GSE37745"
"CYSLTR1"	83	-3.11	0.00188	0.0758	"GSE37745"
"CD81"	87	-3.11	0.00186	0.0758	"GSE37745"
"ZMAT1"	93	-3.11	0.00186	0.0758	"GSE37745"
"RASGRF1"	55	-3.11	0.00185	0.0758	"GSE37745"
"PREX2"	87	-3.11	0.00184	0.0758	"GSE37745"
"MUC1"	89	-3.12	0.00184	0.0758	"GSE37745"
"NTRK2"	60	-3.12	0.00183	0.0758	"GSE37745"
"FRY"	123	-3.12	0.00183	0.0758	"GSE37745"
"CLEC1A"	39	-3.12	0.00181	0.0758	"GSE37745"
"AKAP7"	82	-3.12	0.00181	0.0758	"GSE37745"
"FLRT3"	54	-3.13	0.00177	0.0758	"GSE37745"
"LDB2"	112	-3.13	0.00177	0.0758	"GSE37745"
"TLR5"	101	-3.14	0.00171	0.0758	"GSE37745"
"HPGDS"	88	-3.14	0.00169	0.0758	"GSE37745"
"MEF2C"	93	-3.14	0.00168	0.0758	"GSE37745"
"NEDD9"	76	-3.15	0.00165	0.0758	"GSE37745"
"TCEAL2"	64	-3.15	0.00162	0.0758	"GSE37745"
"TMPRSS2"	82	-3.15	0.00162	0.0758	"GSE37745"
"CRY2"	66	-3.15	0.00162	0.0758	"GSE37745"
"DTX4"	55	-3.16	0.00156	0.0758	"GSE37745"
"DNASE1L3"	35	-3.16	0.00155	0.0758	"GSE37745"
"COLEC12"	112	-3.17	0.00154	0.0758	"GSE37745"
"CBX7"	87	-3.17	0.00152	0.0758	"GSE37745"
"TLE4"	57	-3.19	0.00141	0.0758	"GSE37745"
"SIGLEC8"	28	-3.19	0.0014	0.0758	"GSE37745"
"MAPK10"	59	-3.19	0.0014	0.0758	"GSE37745"
"SMPD1"	90	-3.2	0.00138	0.0758	"GSE37745"
"MAGI2"	84	-3.2	0.00137	0.0758	"GSE37745"
"GPR146"	78	-3.21	0.00134	0.0758	"GSE37745"
"CHRDL1"	124	-3.21	0.00132	0.0758	"GSE37745"
"TFEB"	67	-3.22	0.00127	0.0758	"GSE37745"
"SOX7"	71	-3.22	0.00127	0.0758	"GSE37745"
"LGR6"	54	-3.23	0.00125	0.0758	"GSE37745"
"REPS2"	74	-3.23	0.00123	0.0758	"GSE37745"
"CXXC5"	59	-3.23	0.00122	0.0758	"GSE37745"
"KLF2"	72	-3.23	0.00122	0.0758	"GSE37745"
"ARHGAP6"	97	-3.24	0.00121	0.0758	"GSE37745"
"GATA2"	52	-3.24	0.00121	0.0758	"GSE37745"
"STARD13"	115	-3.24	0.00121	0.0758	"GSE37745"
"TAL1"	66	-3.24	0.0012	0.0758	"GSE37745"
"ERBB4"	46	-3.24	0.0012	0.0758	"GSE37745"
"HHIP"	64	-3.24	0.00118	0.0758	"GSE37745"
"ITGA8"	145	-3.24	0.00118	0.0758	"GSE37745"
"FABP4"	72	-3.25	0.00115	0.0758	"GSE37745"
"IL11RA"	70	-3.25	0.00114	0.0758	"GSE37745"
"LRRK2"	79	-3.25	0.00113	0.0758	"GSE37745"
"TEK"	74	-3.26	0.00113	0.0758	"GSE37745"
"TBX2"	100	-3.26	0.0011	0.0758	"GSE37745"
"PKNOX2"	48	-3.27	0.00109	0.0758	"GSE37745"
"SMAD6"	70	-3.27	0.00107	0.0758	"GSE37745"
"PTPRB"	111	-3.27	0.00106	0.0758	"GSE37745"
"NR3C2"	100	-3.27	0.00106	0.0758	"GSE37745"
"PGR"	119	-3.28	0.00105	0.0758	"GSE37745"
"RGS5"	93	-3.28	0.00105	0.0758	"GSE37745"
"TCF21"	185	-3.28	0.00105	0.0758	"GSE37745"
"RAB9B"	40	-3.28	0.00104	0.0758	"GSE37745"
"CBFA2T3"	32	-3.29	0.001	0.0758	"GSE37745"
"FHL5"	72	-3.29	0.000991	0.0758	"GSE37745"
"SH2D3C"	97	-3.3	0.00097	0.0758	"GSE37745"
"RRAD"	49	-3.3	0.000952	0.0758	"GSE37745"
"PTN"	121	-3.31	0.000943	0.0758	"GSE37745"
"EDNRB"	103	-3.31	0.000941	0.0758	"GSE37745"
"CLU"	60	-3.31	0.000934	0.0758	"GSE37745"
"DACH1"	80	-3.31	0.000929	0.0758	"GSE37745"
"SPARCL1"	154	-3.31	0.00092	0.0758	"GSE37745"
"ROBO2"	116	-3.32	9e-04	0.0758	"GSE37745"
"DISP1"	59	-3.33	0.000882	0.0758	"GSE37745"
"MS4A2"	105	-3.33	0.000869	0.0758	"GSE37745"
"SPRY1"	67	-3.35	0.000812	0.0758	"GSE37745"
"S1PR1"	63	-3.36	0.000772	0.0758	"GSE37745"
"GUCY1A2"	98	-3.38	0.000736	0.0758	"GSE37745"
"RASL12"	68	-3.38	0.000724	0.0758	"GSE37745"
"ACKR1"	105	-3.38	0.000724	0.0758	"GSE37745"
"CNR1"	54	-3.39	0.000704	0.0758	"GSE37745"
"SRGAP3"	31	-3.39	0.000699	0.0758	"GSE37745"
"ADGRG2"	60	-3.39	0.000687	0.0758	"GSE37745"
"PLA2G1B"	92	-3.4	0.00067	0.0758	"GSE37745"
"CTSH"	87	-3.41	0.000655	0.0758	"GSE37745"
"CD36"	84	-3.41	0.000643	0.0758	"GSE37745"
"IQSEC1"	54	-3.42	0.000632	0.0758	"GSE37745"
"AGTR2"	79	-3.45	0.000565	0.0758	"GSE37745"
"AFF3"	73	-3.46	0.000539	0.0758	"GSE37745"
"LRRN3"	79	-3.47	0.000518	0.0758	"GSE37745"
"RAMP3"	82	-3.48	5e-04	0.0758	"GSE37745"
"AGER"	100	-3.54	0.000403	0.0758	"GSE37745"
"ADRB1"	61	-3.66	0.000254	0.0758	"GSE37745"
"DUOX1"	52	-3.67	0.00024	0.0758	"GSE37745"
"HASPIN"	30	3.38	0.000715	0.0586	"GSE50081"
"E2F7"	63	3.34	0.000849	0.0586	"GSE50081"
"FZD10"	94	3.34	0.00085	0.0586	"GSE50081"
"RAD51"	85	3.32	0.000891	0.0586	"GSE50081"
"SLC7A1"	53	3.32	0.000895	0.0586	"GSE50081"
"ZNF77"	28	3.3	0.000953	0.0586	"GSE50081"
"FOXM1"	109	3.29	0.00101	0.0586	"GSE50081"
"RFC4"	167	3.28	0.00105	0.0586	"GSE50081"
"MCM7"	99	3.26	0.00112	0.0586	"GSE50081"
"MCM4"	52	3.25	0.00113	0.0586	"GSE50081"
"MYNN"	29	3.25	0.00115	0.0586	"GSE50081"
"GABPB1"	108	3.25	0.00116	0.0586	"GSE50081"
"CKS1B"	63	3.25	0.00117	0.0586	"GSE50081"
"CHEK2"	59	3.25	0.00117	0.0586	"GSE50081"
"LHX2"	28	3.24	0.00118	0.0586	"GSE50081"
"RANBP1"	160	3.2	0.00137	0.0586	"GSE50081"
"CCNA2"	81	3.2	0.00138	0.0586	"GSE50081"
"TFDP2"	77	3.2	0.00139	0.0586	"GSE50081"
"AURKB"	124	3.19	0.00143	0.0586	"GSE50081"
"PRAME"	61	3.17	0.0015	0.0586	"GSE50081"
"TIMELESS"	68	3.17	0.00154	0.0586	"GSE50081"
"MYBL2"	127	3.17	0.00155	0.0586	"GSE50081"
"MCM2"	125	3.16	0.00156	0.0586	"GSE50081"
"TRIP13"	52	3.16	0.00157	0.0586	"GSE50081"
"ZNF343"	32	3.15	0.00162	0.0586	"GSE50081"
"PSRC1"	71	3.15	0.00163	0.0586	"GSE50081"
"UBE2C"	96	3.15	0.00163	0.0586	"GSE50081"
"TTF2"	68	3.15	0.00163	0.0586	"GSE50081"
"PCSK9"	26	3.14	0.0017	0.0586	"GSE50081"
"KMT5A"	95	3.13	0.00173	0.0586	"GSE50081"
"ZIC2"	31	3.13	0.00174	0.0586	"GSE50081"
"FEN1"	150	3.11	0.00184	0.0586	"GSE50081"
"PTTG1"	36	3.11	0.00186	0.0586	"GSE50081"
"RAB10"	151	3.11	0.00187	0.0586	"GSE50081"
"SSRP1"	58	3.11	0.0019	0.0586	"GSE50081"
"PAX9"	27	3.1	0.00195	0.0586	"GSE50081"
"RACGAP1"	106	3.1	0.00196	0.0586	"GSE50081"
"PSMC3IP"	40	3.09	0.00199	0.0586	"GSE50081"
"PIAS2"	127	3.09	0.002	0.0586	"GSE50081"
"CBX2"	60	3.09	0.00201	0.0586	"GSE50081"
"AGO2"	47	3.09	0.00202	0.0586	"GSE50081"
"RUVBL1"	164	3.09	0.00202	0.0586	"GSE50081"
"INVS"	30	3.09	0.00202	0.0586	"GSE50081"
"AURKA"	57	3.08	0.00207	0.0586	"GSE50081"
"CKS2"	78	3.08	0.00207	0.0586	"GSE50081"
"FANCA"	28	3.08	0.00208	0.0586	"GSE50081"
"SPAG5"	79	3.08	0.00208	0.0586	"GSE50081"
"CCNE1"	43	3.08	0.00208	0.0586	"GSE50081"
"MIF"	106	3.08	0.0021	0.0586	"GSE50081"
"ZWINT"	69	3.08	0.0021	0.0586	"GSE50081"
"CENPI"	33	3.07	0.00213	0.0586	"GSE50081"
"RAN"	98	3.07	0.00217	0.0586	"GSE50081"
"PPFIA1"	51	3.07	0.00218	0.0586	"GSE50081"
"CORO1C"	153	3.06	0.00219	0.0586	"GSE50081"
"ADIPOR2"	112	3.06	0.0022	0.0586	"GSE50081"
"DGKG"	28	3.06	0.00221	0.0586	"GSE50081"
"SIAH2"	131	3.06	0.00223	0.0586	"GSE50081"
"CHAF1B"	50	3.06	0.00224	0.0586	"GSE50081"
"HMGA1"	140	3.06	0.00224	0.0586	"GSE50081"
"TFDP1"	56	3.05	0.00228	0.0586	"GSE50081"
"EDARADD"	28	3.05	0.00228	0.0586	"GSE50081"
"CHEK1"	110	3.05	0.0023	0.0586	"GSE50081"
"CDK2"	51	3.05	0.00232	0.0586	"GSE50081"
"ASF1B"	102	3.04	0.00233	0.0586	"GSE50081"
"RAB7A"	125	3.04	0.00235	0.0586	"GSE50081"
"DLX1"	43	3.04	0.00238	0.0586	"GSE50081"
"ZBTB5"	40	3.04	0.00239	0.0586	"GSE50081"
"ZFP64"	159	3.03	0.00244	0.0586	"GSE50081"
"FANCD2"	36	3.03	0.00245	0.0586	"GSE50081"
"TFG"	74	3.03	0.00247	0.0586	"GSE50081"
"BCL10"	25	3.02	0.00249	0.0586	"GSE50081"
"RALA"	92	3.02	0.0025	0.0586	"GSE50081"
"CBX5"	43	3.02	0.00251	0.0586	"GSE50081"
"UHRF1"	54	3.02	0.00253	0.0586	"GSE50081"
"TBPL1"	179	3.02	0.00254	0.0586	"GSE50081"
"CAD"	111	3.02	0.00256	0.0586	"GSE50081"
"TCF19"	49	3.01	0.00263	0.0586	"GSE50081"
"GTSE1"	95	3.01	0.00263	0.0586	"GSE50081"
"SOX2"	142	3	0.00267	0.0586	"GSE50081"
"TRAIP"	97	3	0.00269	0.0586	"GSE50081"
"HUS1"	42	3	0.00273	0.0586	"GSE50081"
"PAK2"	146	3	0.00274	0.0586	"GSE50081"
"EZH2"	63	3	0.00274	0.0586	"GSE50081"
"GNG4"	29	2.99	0.00275	0.0586	"GSE50081"
"YEATS2"	113	2.99	0.0028	0.0586	"GSE50081"
"PMAIP1"	34	2.99	0.0028	0.0586	"GSE50081"
"WWTR1"	49	2.98	0.00284	0.0586	"GSE50081"
"MTA2"	130	2.98	0.0029	0.0586	"GSE50081"
"DNMT1"	52	2.98	0.0029	0.0586	"GSE50081"
"BUB1B"	124	2.97	0.00297	0.0586	"GSE50081"
"SENP2"	112	2.97	0.00298	0.0586	"GSE50081"
"PAWR"	170	2.97	0.00302	0.0586	"GSE50081"
"E2F2"	51	2.97	0.00302	0.0586	"GSE50081"
"BRAP"	79	2.96	0.00309	0.0586	"GSE50081"
"EIF4EBP1"	96	2.95	0.00317	0.0586	"GSE50081"
"JARID2"	70	2.94	0.00332	0.0586	"GSE50081"
"WDR12"	124	2.93	0.00337	0.0586	"GSE50081"
"ACTL6A"	144	2.93	0.00337	0.0586	"GSE50081"
"MYC"	72	2.93	0.00344	0.0586	"GSE50081"
"RAB6B"	59	2.92	0.00345	0.0586	"GSE50081"
"CDK4"	104	2.92	0.00346	0.0586	"GSE50081"
"HDGF"	77	2.92	0.00347	0.0586	"GSE50081"
"CEBPG"	97	2.92	0.00354	0.0586	"GSE50081"
"TYMS"	83	2.91	0.00358	0.0586	"GSE50081"
"ZSCAN5A"	71	2.91	0.00361	0.0586	"GSE50081"
"LANCL2"	71	2.91	0.00361	0.0586	"GSE50081"
"GABRQ"	64	2.9	0.00371	0.0586	"GSE50081"
"IDH2"	33	2.9	0.00371	0.0586	"GSE50081"
"SET"	39	2.9	0.00374	0.0586	"GSE50081"
"DNMT3B"	50	2.9	0.00377	0.0586	"GSE50081"
"CNOT1"	29	2.9	0.00379	0.0586	"GSE50081"
"SCML2"	28	2.89	0.0038	0.0586	"GSE50081"
"ZBTB39"	31	2.89	0.00382	0.0586	"GSE50081"
"DIABLO"	126	2.89	0.00382	0.0586	"GSE50081"
"AKAP8"	99	2.89	0.00383	0.0586	"GSE50081"
"MED27"	115	2.89	0.00388	0.0586	"GSE50081"
"TCF3"	34	2.89	0.0039	0.0586	"GSE50081"
"POLE"	78	2.89	0.00391	0.0586	"GSE50081"
"HOXD13"	54	2.88	0.00393	0.0586	"GSE50081"
"HOXD11"	88	2.88	0.00395	0.0586	"GSE50081"
"NSD2"	33	2.88	0.00396	0.0586	"GSE50081"
"MRRF"	57	2.88	0.00404	0.0586	"GSE50081"
"ZNF473"	34	2.87	0.00404	0.0586	"GSE50081"
"GMNN"	100	2.87	0.00404	0.0586	"GSE50081"
"PCNA"	125	2.87	0.00406	0.0586	"GSE50081"
"YWHAG"	84	2.87	0.0041	0.0586	"GSE50081"
"ZMYND19"	129	2.87	0.00412	0.0586	"GSE50081"
"EBP"	140	2.87	0.00413	0.0586	"GSE50081"
"MCM5"	67	2.87	0.00413	0.0586	"GSE50081"
"RPN1"	40	2.87	0.00414	0.0586	"GSE50081"
"STMN1"	39	2.87	0.00416	0.0586	"GSE50081"
"WSB2"	69	2.86	0.00419	0.0586	"GSE50081"
"H2AFX"	98	2.86	0.00419	0.0586	"GSE50081"
"NUP62"	117	2.86	0.00421	0.0586	"GSE50081"
"CHAF1A"	73	2.86	0.00425	0.0586	"GSE50081"
"ELP4"	109	2.86	0.00425	0.0586	"GSE50081"
"MCM3"	47	2.86	0.00426	0.0586	"GSE50081"
"TTL"	175	2.85	0.00436	0.0594	"GSE50081"
"TBC1D7"	85	2.85	0.00439	0.0594	"GSE50081"
"RABL3"	61	2.85	0.00442	0.0594	"GSE50081"
"RANGAP1"	180	2.84	0.00447	0.0594	"GSE50081"
"TFRC"	133	2.84	0.00452	0.0594	"GSE50081"
"ARNTL2"	152	2.84	0.00453	0.0594	"GSE50081"
"DEPDC1B"	97	2.84	0.00457	0.0594	"GSE50081"
"NOLC1"	125	2.83	0.00461	0.0594	"GSE50081"
"MED30"	130	2.83	0.00464	0.0594	"GSE50081"
"ARHGEF39"	34	2.83	0.00468	0.0594	"GSE50081"
"ASXL1"	64	2.82	0.00475	0.0594	"GSE50081"
"ADCY3"	71	2.82	0.00476	0.0594	"GSE50081"
"IQGAP3"	38	2.82	0.00477	0.0594	"GSE50081"
"PHF5A"	104	2.82	0.0048	0.0594	"GSE50081"
"E2F6"	115	2.82	0.00481	0.0594	"GSE50081"
"DNAJB6"	34	2.82	0.00485	0.0594	"GSE50081"
"LPAR3"	38	2.82	0.00485	0.0594	"GSE50081"
"MCM6"	70	2.81	0.00488	0.0594	"GSE50081"
"HSPE1"	179	2.81	0.00489	0.0594	"GSE50081"
"MKI67"	59	2.81	0.00502	0.0603	"GSE50081"
"STAT5B"	65	2.8	0.0051	0.0603	"GSE50081"
"CDCA7"	27	2.8	0.00519	0.0603	"GSE50081"
"SREBF2"	87	2.79	0.00522	0.0603	"GSE50081"
"PARP1"	101	2.79	0.00526	0.0603	"GSE50081"
"PAFAH1B2"	47	2.79	0.00528	0.0603	"GSE50081"
"GID4"	56	2.79	0.00531	0.0603	"GSE50081"
